profID,datetime,slopeangle,RB_score,RB_releasetype,RB_height_obs,RB_class,localNowcast,stability_class,HS_obs,similarity_obs_sim,HS_sim,RB_height_sim,gs_wl,sph_wl,bs_wl,dendr_wl,gt1_wl,rho_wl,visc_wl,age_wl,rho_divby_gs_wl,rhobs_divby_gs_wl,D_sl,rho_sl,rho_divby_gs_sl,rhobs_divby_gs_sl,rho20_sl,rho10max_sl,penetrationdepth,delta_gs,delta_hh,frac_rhogs,rts,shear_strength_wl,normalstress,skier_stress,skier_stress_monti,sk38,sk38_monti,S_skier,rc,neck_stress,neck_strain_rate,viscdefrate,defrateindex
8794,2005-01-04 13:50,34,1,1.0,97.0,1.0,3.0,1.0,129.0,1,135.41,116.41,0.34,0.48,0.12,0.68,2,111.9,1.212,1,329.11764705882354,39.49411764705882,19.0,92.51747368421053,283.12235363230474,32.0139171570263,92.51747368421053,92.64710382513663,0.34,-0.009999999999999953,0.0,0.9323630792799694,6.0,0.34,-0.1253,0.8016927967490515,0.9660266661427287,6.0,6.0,50.0,0.3580241365498954,18627.417695473247,0.09424106115651949,-1.55,6.0
8795,2005-01-04 14:30,34,1,1.0,50.0,1.0,3.0,1.0,70.0,1,89.58,52.05,1.84,0.0,0.71,0.0,5,216.3,67.95,50,117.55434782608695,83.46358695652174,37.53,127.17631228350653,204.10941928795643,46.535150189033395,153.39698055271242,161.8692597239649,0.3,0.7000000000000002,0.0,1.2036239465978864,1.21,0.88,-0.339,0.405866323960351,0.6833515618985289,0.38900975032729285,6.0,0.4350268533671401,0.10621739095472855,15810.8840838458,0.03310604547909189,-0.05,4.62
9987,2007-02-14 13:00,31,2,1.0,38.0,1.0,3.0,1.0,66.0,1,64.59,46.19,1.23,0.2,0.29,0.0,4,149.0,9.16,6,121.13821138211382,35.130081300813,18.400000000000006,153.60244565217388,257.9486808678219,37.58773260360279,153.60244565217388,175.59244604316552,0.21,0.44999999999999996,0.0,1.676406814661848,6.0,0.4,-0.2115,0.8278349531647811,0.8038481377705353,6.0,6.0,50.0,0.22965744625855697,45294.48360794971,0.8234571301047523,-0.34,3.56
9770,2007-01-15 10:00,39,3,1.0,0.0,1.0,3.0,1.0,74.0,0,76.58,67.91,3.59,0.0,2.77,0.0,6,210.7,164.1,6,58.690807799442894,162.57353760445685,8.670000000000002,156.62572087658592,189.47238424963953,36.33227317003507,156.62572087658592,167.9,0.21,2.88,0.7,3.7868540144521625,6.0,0.56,-0.08327,1.756881561503109,2.3494907037187427,6.0,6.0,50.0,0.06854204712761017,1013.5352022863832,2.5770646152311438e-05,-1.26,6.0
9412,2003-12-11 14:00,35,7,0.0,100.0,3.0,1.0,0.0,100.0,1,99.0,75.37,1.45,0.02,0.64,0.0,4,182.3,78.33,14,125.72413793103449,80.46344827586208,23.629999999999995,167.04837071519256,236.93247456201718,51.87563193753518,171.99254066180595,178.17334035827187,0.2,0.9199999999999999,-0.5,3.0134859603183637,1.13,0.61,-0.2664,0.6446112204076164,0.7023301369280126,0.1389902073626526,0.06618782091808775,0.14537002918792363,0.23383486028672812,11890.837296195654,0.049502141091590686,-0.03,6.0
9413,2003-12-11 13:40,34,6,3.0,84.0,3.0,1.0,0.0,120.0,1,114.58,86.32,1.39,0.09,0.5,0.0,4,177.7,63.15,24,127.84172661870504,63.92086330935252,28.260000000000005,173.56288039631988,296.60519735455904,59.275380077927665,186.35598434004476,201.92348578491965,0.2,-0.030000000000000027,0.0,1.1138332527523045,2.28,0.58,-0.336,0.5390008187626318,0.5516831869741969,0.27867728646832557,0.2590811963232189,0.3145186902558394,0.26407053030040933,24849.209569377985,0.40346641488275226,-0.05,6.0
9302,2003-03-11 12:30,40,6,1.0,185.0,3.0,1.0,0.0,200.0,0,243.85,208.31,1.93,0.02,1.29,0.0,5,201.1,104.6,46,104.19689119170984,134.4139896373057,35.53999999999999,159.86820483961733,303.0451092645288,68.81466736811623,188.27017259978425,195.71063394683026,0.23,0.53,0.0,1.2695744831995455,1.43,0.75,-0.335,0.4285920973053455,0.5370348397119153,0.5028015448160044,0.24062004064317347,0.6174434920798552,0.16127229300333837,5680.755181160805,0.0037630711975081043,-0.01,6.0
9651,2006-12-29 11:00,41,7,0.0,90.0,3.0,1.0,0.0,90.0,0,87.9,33.29,1.98,0.0,1.88,0.0,6,298.0,740.3,24,150.50505050505052,282.949494949495,54.61000000000001,206.44209851675515,241.31380933864176,65.63570535375197,250.64240609689713,255.520741599073,0.2,1.2,0.0,2.320392359318533,2.45,1.88,-0.6319,0.27892626145819394,0.39984936203982724,1.9216373676020622,1.3622955730063089,4.271671686386128,0.2847643795184067,3129.0681283547833,0.0002724087154025473,-0.65,6.0
9304,2003-03-06 11:00,37,6,3.0,228.0,3.0,1.0,0.0,235.0,0,255.65,236.77,0.64,0.37,0.3,0.0,4,206.5,36.2,34,322.65625,96.79687499999999,18.879999999999995,206.11949152542377,287.4903695513562,70.68064950652446,206.11949152542377,215.26211878009627,0.16,-0.14,0.5,0.7072701309989445,2.09,0.8,-0.2604,0.8067883018131339,0.8082769766231154,0.14579875896822156,0.14410119862283088,0.15125888418415637,0.826667003867894,8587.748792270533,0.010455221958368137,-0.04,6.0
9323,2003-03-06 11:00,45,7,0.0,198.0,3.0,1.0,0.0,198.0,0,239.68,208.74,1.7,0.09,0.99,0.0,5,176.6,35.6,35,103.88235294117646,102.8435294117647,30.939999999999998,162.48238526179702,158.69726806056428,56.243507166919706,180.49074446680075,198.82692778457772,0.21,0.43999999999999995,0.0,1.3675421093314637,2.31,0.57,-0.2565,0.49231296503658595,0.5344081707688247,0.319992520971511,0.2501030227599638,0.3719629279559861,0.18795010102993387,7237.665915351864,0.005095802701962881,-0.04,6.0
10020,2007-02-16 09:15,38,3,1.0,140.0,1.0,3.0,1.0,205.0,0,198.95,149.1,1.5,0.0,0.62,0.0,5,145.2,12.92,23,96.8,60.01599999999999,49.849999999999994,149.2080441323972,393.1695883897247,53.43427503406775,180.64667030567685,184.15049504950494,0.27,0.89,0.0,3.1313507654789325,1.37,0.38,-0.458,0.30555994259241676,0.2976530535355297,0.3709328174763848,0.38464331472911384,0.5700437896575634,0.17739634567193444,33510.0156087409,0.43727504942243994,-0.42,5.06
18091,2008-01-14 09:30,32,3,1.0,48.0,1.0,3.5,1.0,99.0,1,109.72,54.84,1.9,0.0,0.79,0.0,5,165.0,15.32,37,86.8421052631579,68.60526315789474,54.879999999999995,162.96769314868806,418.7222750837391,53.89121107531934,187.21953125000002,198.39868421052634,0.24,-0.28000000000000025,0.0,0.8208507089241033,2.47,0.5,-0.6503,0.2775539930435855,0.28102977427567494,0.5365102768636572,0.5302032583520365,1.013644605817434,0.1696160196820929,37995.44879980707,0.4377897799602287,-0.44,3.29
19590,2008-01-22 12:00,32,2,2.0,45.0,1.0,3.0,1.0,83.0,1,84.23,51.35,1.95,0.0,0.82,0.0,5,179.5,19.58,42,92.05128205128206,75.48205128205129,32.88,183.57402676399028,347.94095416703345,72.14893410636365,199.9161667513981,208.51968616262482,0.19,1.06,0.0,2.4961660041939218,1.42,0.59,-0.439,0.4632653022576634,0.4532542652466894,0.42337655556746473,0.44062901859259646,0.5376255444274696,0.2110216023580394,22569.053864041965,0.08114781076192683,-0.2,3.22
18310,2008-01-14 10:45,27,2,1.0,47.0,1.0,3.0,1.0,89.1,1,100.72,51.77,3.44,0.0,1.85,0.0,6,160.8,13.77,8,46.74418604651163,86.47674418604652,48.949999999999996,163.74018386108273,427.9247846433166,54.51248663345789,190.32677205507392,189.90703910614522,0.24,2.94,-0.19999999999999996,9.164776119402985,1.87,1.28,-0.6264,0.31117800078104135,0.3057962488707816,1.288633012359706,1.3156211238391358,2.096616200219274,0.15531768681888639,22918.878847959924,0.09760462100723714,-0.37,3.95
16331,2007-12-29 09:15,36,7,0.0,78.0,3.0,1.0,0.0,78.0,1,79.9,60.25,1.55,0.0,0.54,0.0,5,173.8,48.08,34,112.12903225806453,60.54967741935485,19.650000000000006,157.8847328244275,131.821918828675,48.157595983809635,157.8847328244275,175.06270543615676,0.21,0.5900000000000001,0.0,1.8830612293824318,6.0,0.55,-0.2066,0.7751736966021361,0.8518699575984549,6.0,6.0,50.0,0.19391081523193457,16288.830474990315,0.08703865556614719,-0.02,6.0
16070,2007-12-27 10:10,35,6,3.0,33.0,3.0,1.0,0.0,95.0,1,89.86,34.14,1.5,0.08,0.76,0.0,5,228.8,103.8,24,152.53333333333333,115.92533333333334,55.72,197.9863783201723,276.66547696790406,68.31709790694771,250.49586466165414,255.66245654692926,0.22,0.7,-1.0,2.1831293706293704,2.0,0.99,-0.738,0.27336976199267726,0.3152143557454105,1.0047627544063866,0.8900942132055472,2.191599426624497,0.3258757261221572,18398.891966759005,0.05846959905524444,-0.05,5.02
16630,2007-12-31 08:45,35,7,0.0,90.0,3.0,1.0,0.0,90.0,0,81.47,26.34,1.41,0.0,0.57,0.0,4,255.3,190.0,50,181.06382978723406,103.2063829787234,55.129999999999995,230.87495011790313,235.71053811813357,76.9340140434678,291.0147835862844,297.3075657894737,0.18,0.59,-0.5,2.072439884210828,2.2,1.25,-0.8635,0.2762953589376379,0.305079201582025,1.2082443304230996,1.1349289671364875,3.047006494009174,0.479499299493236,29032.167970533625,0.2065841574070216,-0.02,3.89
15110,2007-12-14 11:00,33,2,2.0,65.0,1.0,3.0,1.0,80.0,0,88.15,37.77,2.16,0.0,1.57,0.0,6,198.8,47.57,11,92.03703703703704,144.49814814814815,50.38,160.81260420801902,359.7058413800662,61.09584739555342,206.04601429356785,217.001171875,0.26,1.6700000000000002,0.10000000000000009,5.086683365499117,1.98,1.34,-0.5606,0.30234543744009473,0.37244431389458704,1.324824665094587,0.9509511881860063,2.144751188884127,0.1972254788952299,8038.728475062607,0.004618894261631542,-0.59,6.0
18910,2008-01-15 15:30,40,3,1.0,62.0,1.0,3.0,1.0,115.0,1,129.19,79.73,1.96,0.0,0.92,0.0,5,129.3,9.305,35,65.96938775510205,60.69183673469389,49.459999999999994,131.2928224828144,357.599563507605,48.439633265671915,169.56537833424062,179.51963534361852,0.33,1.3900000000000001,0.0,4.885306847939647,1.24,0.3,-0.3778,0.307969331545329,0.30359942703360326,0.24237621875870963,0.2501292492043321,0.32418245230093856,0.10401678838301283,25785.57357476867,0.23805149260208963,-0.4,6.0
14670,2007-12-13 14:00,32,3,1.0,61.0,1.0,3.0,1.0,90.0,0,99.83,52.16,0.65,0.95,0.2,0.0,7,240.1,75.21,5,369.38461538461536,73.87692307692308,47.67,164.10860079714706,329.5582602312308,49.847747512456614,201.4303412073491,206.1344827586207,0.25,-0.07999999999999996,4.0,0.8355251521911534,2.17,4.0,-0.5573,0.3195335250310881,0.4641755402232513,4.066641464186172,1.8328641127449794,6.341990472348126,0.9776884336629307,34831.25000000001,0.24558959397212993,-0.1,1.7
14290,2007-12-04 14:45,28,2,1.0,63.0,1.0,3.0,1.0,75.0,1,74.8,69.29,0.3,0.49,0.08,0.85,1,117.0,0.9211,0,390.0,31.2,5.509999999999991,124.31651542649725,390.367222810054,31.22937782480432,124.31651542649725,149.4,0.21,0.0,0.0,1.0222222222222224,6.0,0.28,-0.06176,2.764457919824318,2.605166470396312,6.0,6.0,50.0,0.6481920582744075,14064.777327935224,0.0251329243317703,-1.03,5.21
15731,2007-12-20 10:00,38,7,0.0,104.0,3.0,1.0,0.0,104.0,1,106.77,93.23,1.01,0.85,0.38,0.0,7,255.9,327.5,35,253.36633663366337,96.27920792079209,13.539999999999992,177.42400295420975,194.2863129367727,75.8482920572426,177.42400295420975,187.44888059701486,0.17,0.020000000000000018,3.0,1.0485077425288445,6.0,4.0,-0.1562,1.124975120992023,1.611851106608054,6.0,6.0,50.0,0.6935514160759946,6062.966880764667,0.003167398729662753,-0.0,6.0
16130,2007-12-27 13:30,34,7,0.0,150.0,3.0,1.0,0.0,150.0,0,170.53,94.25,1.26,0.0,0.54,0.0,4,222.0,120.6,41,176.19047619047618,95.14285714285715,76.28,203.69593602517045,495.78359570061684,91.38437424654595,264.0588691796009,268.68706986444215,0.24,-0.6299999999999999,-1.0,0.9003003003003004,1.89,0.93,-1.067,0.19968750836696347,0.2174216020552209,0.8903591269972965,0.8580280685474097,3.1919563596299207,0.4109569343685589,38728.14814814814,0.7402174548973519,-0.05,5.14
27050,2008-03-24 13:50,38,3,1.0,63.0,1.0,3.0,1.0,131.0,1,146.11,86.14,2.27,0.0,1.31,0.0,5,179.0,35.03,22,78.8546255506608,103.29955947136564,59.97000000000001,136.97103551775888,249.9824837849523,44.305781190026345,185.49523092369478,202.01549942594718,0.35,1.1,0.0,2.0474764837893327,1.58,0.59,-0.5202,0.2539963838291141,0.33051106674696107,0.580455380228961,0.33139766799026704,0.9671837063655562,0.09929222430301878,14199.94903878244,0.03408634285427917,-0.15,6.0
26930,2008-03-21 10:15,33,2,1.0,125.0,1.0,3.0,1.0,164.0,0,200.12,177.26,0.8,0.38,0.19,0.38,2,106.8,1.538,2,133.5,25.364999999999995,22.860000000000014,113.13132108486444,334.49849950631256,31.95506274424728,110.65525647536823,136.35151856017998,0.3,0.4,0.0,1.945692883895131,6.0,0.32,-0.1856,0.6663238468167971,0.6299362271690062,6.0,6.0,50.0,0.23431070368370402,60933.62060121061,2.804207352553031,-1.88,4.34
24650,2008-02-27 09:30,37,7,0.0,177.0,3.0,1.0,0.0,177.0,1,168.89,149.14,1.62,0.0,0.66,0.0,5,166.9,31.75,41,103.02469135802468,67.9962962962963,19.75,170.87665822784814,210.76449572676873,55.13661612707167,170.87665822784814,194.85079950799505,0.2,0.17000000000000015,0.0,1.2792380322720607,2.05,0.51,-0.226,0.7712487664927581,0.7538153611730083,6.0,0.05,50.0,0.21904501553421976,13753.568745304281,0.04064272758606659,-0.05,6.0
22810,2008-02-13 11:00,36,6,2.0,73.0,3.0,1.0,0.0,195.0,0,208.06,114.79,1.57,0.01,1.01,0.0,5,227.5,126.8,40,144.9044585987261,146.35350318471336,93.27,203.2181408813123,452.10482937602245,92.6535029388027,274.577027027027,277.65504032258065,0.26,0.89,-1.5,2.8477181641887523,1.86,0.98,-1.224,0.16331256715162404,0.18257526644874364,0.8644178600534085,0.8358136845725217,4.327986734499483,0.3287791504785362,18928.576257229684,0.07623015953568821,-0.05,5.87
23471,2008-02-15 11:10,42,5,2.0,75.0,3.0,1.0,0.0,120.0,1,123.27,71.21,1.12,0.13,0.43,0.0,4,220.3,121.9,38,196.69642857142856,84.57946428571428,52.06,202.12704571648106,269.75667680028585,72.63594163056652,254.29680905815755,258.99589905362774,0.22,0.4900000000000001,-1.0,2.16432137993645,2.9,0.91,-0.5814,0.29258861195220853,0.318561008633066,0.8943769358360449,0.8266853640204255,1.7958447366770456,0.4535575459588963,26295.588967009196,0.26573216027649943,-0.02,6.0
23370,2008-02-15 09:30,32,7,0.0,153.0,3.0,1.0,0.0,153.0,1,151.87,133.63,2.15,0.0,1.55,0.0,6,197.9,102.5,11,92.04651162790698,142.67209302325583,18.24000000000001,155.3635964912281,318.63221738579205,50.07189771121604,155.3635964912281,162.00579110651506,0.21,1.7,0.6000000000000001,4.5532536073213175,6.0,0.84,-0.2018,0.8350966632802622,1.058794365750815,6.0,6.0,50.0,0.14676462837617074,3069.334068184903,0.0006285838704193641,-0.6,6.0
44890,2008-12-14 13:30,33,2,3.0,165.0,1.0,3.0,1.0,198.0,0,205.32,126.13,0.3,0.49,0.13,0.68,2,162.9,5.821,3,543.0,70.59000000000002,79.19,147.41751483773203,479.9779878083508,48.392354317346154,142.66106870229007,170.6,0.22,0.0,0.0,0.968692449355433,2.71,0.61,-0.8161,0.19234957871236233,0.2121471799637832,0.972626608046518,0.928378098742768,3.028230146594693,0.9770262137260383,45990.41983657367,1.5019388698909484,-2.13,5.37
43610,2008-12-01 09:00,39,2,1.0,90.0,1.0,3.0,1.0,180.0,1,181.36,91.08,1.34,0.0,0.47,0.0,4,173.4,29.07,18,129.40298507462686,60.819402985074625,90.28000000000002,132.24558041648206,350.4839461497517,42.27413668658506,179.67012493210214,190.07153762268268,0.31,0.8,-0.5,2.9852193600751846,1.66,0.55,-0.7154,0.1687213462365083,0.22012581051768998,0.6613582039300807,0.565005061847299,2.1404707725435,0.1559226972902812,55647.61122939866,1.9480631518189178,-0.3,4.21
46210,2008-12-27 10:00,38,2,1.0,74.0,1.0,3.0,1.0,97.0,1,104.39,87.82,1.5,0.12,0.61,0.0,5,152.1,24.2,20,101.39999999999999,61.85399999999999,16.570000000000007,159.87308388654196,127.00177053755577,61.40659800267853,159.87308388654196,172.4785340314136,0.2,-0.30000000000000004,0.0,0.7988165680473374,6.0,0.42,-0.1667,0.9192615050230518,0.8755546034472217,6.0,6.0,50.0,0.20531943033166966,11294.063446394413,0.029642226453833277,-0.07,6.0
46550,2008-12-29 14:30,36,5,3.0,60.0,3.0,1.0,0.0,104.0,1,106.84,59.98,1.7,0.0,0.88,0.0,5,198.9,55.67,34,117.0,102.96000000000001,46.86000000000001,183.25753307725137,221.1373249917284,60.061111415291776,229.84568918176825,244.84908424908426,0.23,0.8099999999999999,0.0,2.162681263804859,1.71,0.74,-0.5597,0.325056831801792,0.35241364627919974,0.7025742463936541,0.6335050857169124,1.1591525011758383,0.24377245020934166,15823.912550087647,0.043378099945150794,-0.07,6.0
52430,2009-02-11 13:30,30,2,1.0,26.0,1.0,3.0,1.0,103.0,0,106.71,69.13,1.85,0.0,0.67,0.0,5,135.9,9.336,17,73.45945945945945,49.21783783783784,37.58,134.95673230441724,359.11519121436305,44.115567937678634,165.5000520020801,193.37684563758393,0.27,1.4500000000000002,0.0,5.4587932303164095,1.2,0.33,-0.3841,0.4053263208683335,0.4085480753226102,0.19547755516504167,0.19078866318391882,0.22921235600718848,0.11639848158383355,39046.031038835674,0.6502275827513025,-0.53,4.52
49910,2009-01-25 13:50,30,2,1.0,135.0,1.0,3.0,1.0,165.0,0,178.26,168.84,1.53,0.0,0.49,0.0,5,177.0,28.79,39,115.68627450980392,56.68627450980392,9.419999999999987,167.34373673036094,163.95604936444553,50.7814778342546,167.34373673036094,154.8700987306066,0.17,0.1100000000000001,0.0,1.2497374074958225,6.0,0.58,-0.1321,1.6170024562878982,1.7097285868254417,6.0,6.0,50.0,0.2233739969260807,12324.724745869442,0.018685943061804457,-0.03,6.0
56850,2009-03-15 09:30,40,3,1.0,165.0,1.0,3.0,1.0,185.0,0,199.41,114.33,2.63,0.0,1.68,0.0,5,223.3,55.99,47,84.90494296577947,142.6403041825095,85.08,222.90686412787966,281.2646919393728,107.13435895145088,260.20058949624865,268.09787765293385,0.18,1.64,-1.0,3.171699077655191,1.83,0.94,-1.097,0.17903341723356808,0.17941826311769407,0.828922262208228,0.828469709818418,4.139609025177427,0.23704136493532713,17922.900840891914,0.03666138791922231,-0.13,2.77
49170,2009-01-17 13:00,37,6,3.0,210.0,3.0,1.0,0.0,250.0,1,250.57,209.76,0.46,0.62,0.2,0.0,3,275.5,114.1,37,598.9130434782609,119.78260869565217,40.81,224.5902719921588,363.6036723839265,83.69187516476855,255.19054991991456,262.16728205128203,0.17,0.0,0.0,0.9833030852994553,3.5,1.75,-0.5916,0.37324584999343224,0.45607252382061775,1.7982897116826904,1.4212061770508833,3.0632081633866233,1.5222698948926037,15454.637037037035,0.07853376880020234,-0.02,6.0
49390,2009-01-19 12:00,32,2,1.0,68.0,1.0,3.0,1.0,92.0,1,98.95,86.89,1.6,0.0,0.52,0.0,5,144.2,13.51,29,90.12499999999999,46.864999999999995,12.060000000000002,151.5625207296849,158.87894335132185,39.81614234609812,151.5625207296849,147.32545454545453,0.22,0.79,0.0,2.2328384787931714,6.0,0.37,-0.14,1.263031769339301,1.2029904585039761,6.0,6.0,50.0,0.17067405325261129,16568.047337278105,0.05521251441430454,-0.07,6.0
58070,2009-03-27 10:00,35,2,3.0,147.0,1.0,3.0,1.0,150.0,0,151.51,134.77,1.17,0.0,0.54,0.0,4,184.7,46.02,47,157.86324786324786,85.24615384615385,16.73999999999998,224.40669056152927,446.71700919800304,104.72759651995506,224.40669056152927,228.06923076923078,0.16,0.8099999999999999,-0.5,4.084055224688685,1.05,0.63,-0.255,0.9099261133949818,0.7518553122873474,0.05,0.16753233474752555,0.05,0.5347320592071212,10409.42028985507,0.01531909345138889,-0.04,6.0
49690,2009-01-23 10:00,35,3,1.0,95.0,1.0,3.0,1.0,150.0,0,153.32,71.33,1.75,0.0,0.86,0.0,5,267.4,227.6,71,152.79999999999998,131.408,81.99,259.1906452006342,297.4021152090012,100.34287500604424,290.705849153412,300.67902097902095,0.16,0.6200000000000001,-1.0,1.7496409210953068,2.09,1.37,-1.418,0.1857807432398094,0.1915907297816707,1.0907162691677776,1.0829245074214473,5.935223984903672,0.4903594048930933,29995.33074037466,0.207580098505901,-0.02,3.37
53950,2009-02-19 10:00,40,2,1.0,154.0,1.0,3.0,1.0,198.0,0,217.47,140.72,2.07,0.0,0.97,0.0,5,153.1,18.07,23,73.96135265700484,71.74251207729468,76.75,144.77857980456025,359.5969007561262,55.74765478975595,193.10944591029025,200.10457433290978,0.31,0.2999999999999998,-0.7,1.6690653057157723,2.49,0.42,-0.6414,0.19846466629618206,0.2097540601768909,0.48655536223904794,0.4686156451694303,1.2614754598952072,0.12043793189807676,32727.8859593577,0.4592983193142228,-0.39,5.49
47370,2009-01-04 10:00,35,3,1.0,185.0,1.0,3.0,1.0,200.0,1,192.32,163.75,1.49,0.04,0.46,0.0,4,129.5,12.62,14,86.91275167785236,39.97986577181208,28.569999999999993,110.57024851242564,267.3900522100911,34.47915706278996,122.37563694267514,128.2313266443701,0.31,0.97,0.0,2.9804425304425295,6.0,0.3,-0.2111,0.5331523674564917,0.6226429356531691,6.0,6.0,50.0,0.0958180716320558,33306.07544380801,0.6986379466156637,-0.21,6.0
48272,2009-01-14 11:15,33,7,0.0,105.0,3.0,1.0,0.0,105.0,1,115.16,39.12,1.86,0.0,0.94,0.0,5,242.4,141.9,56,130.32258064516128,122.50322580645161,76.03999999999999,195.29781693845345,201.36726694002678,69.11444294796718,249.3065058889512,255.12943676939426,0.25,0.41000000000000014,-0.5,1.3393820416524413,3.1,1.12,-1.036,0.20031776878264035,0.24775062426140723,1.1056092190069475,0.9893051869900736,3.7529009820357815,0.256497617299773,24001.767915547218,0.1225278328609776,-0.02,4.37
55850,2009-03-07 14:30,32,3,1.0,106.0,1.0,3.0,1.0,171.0,0,184.6,99.42,1.57,0.1,0.82,0.0,5,201.7,62.21,65,128.47133757961782,105.3464968152866,85.17999999999999,160.5132073256633,314.97298069808704,64.28753667739174,232.51904520060947,244.663321385902,0.35,-0.32999999999999985,0.0,0.8025546016752343,2.74,0.76,-0.9708,0.17882323477614434,0.22396342128468183,0.7929616020535931,0.6808223781784145,2.5037021763690617,0.20063688064103444,26960.468606349037,0.23062448124602863,-0.07,5.43
52790,2009-02-13 15:00,28,3,1.0,124.0,1.0,3.0,1.0,165.0,1,173.17,136.85,1.76,0.0,1.15,0.0,6,184.8,64.7,7,105.0,120.75,36.31999999999999,134.02926762114544,379.37103952833434,52.69332173584353,153.31486033519553,160.14243654822334,0.28,1.42,0.5,4.9075630252100835,1.33,0.94,-0.3735,0.4193877516033035,0.5748221440297057,0.455598468624155,6.0,0.5134398790917721,0.14970845683097944,7607.157721706254,0.00876069988719977,-0.73,6.0
49250,2009-01-17 11:00,34,5,3.0,155.0,3.0,1.0,0.0,171.0,1,163.42,135.79,0.58,0.37,0.21,0.0,4,197.9,42.82,32,341.2068965517242,71.65344827586208,27.629999999999995,135.97861020629756,201.92052258353502,45.80421423564289,152.82138846350185,166.538605230386,0.25,-0.16000000000000003,0.5,0.7445747920735287,2.12,0.73,-0.2663,0.5512907397116168,0.796803680396685,0.12208030297112378,6.0,0.12604250509772613,0.3851538142633286,16058.243481845966,0.11555756761134002,-0.03,6.0
50510,2009-01-29 14:25,39,3,1.0,161.0,1.0,3.0,1.0,183.0,1,190.16,153.59,2.73,0.0,1.39,0.0,5,125.8,8.2,28,46.08058608058608,64.05201465201465,36.56999999999999,142.99751162154772,256.8898821282626,47.30634120058171,166.4372836916623,175.988012295082,0.25,1.95,0.0,4.868839427662957,1.18,0.28,-0.3126,0.4165207311520912,0.36752039964446603,0.17861371448974506,0.23782981610458878,0.21268154566102057,0.08845427247065332,18132.722780503354,0.08125597964292075,-0.4,6.0
74557,2010-01-26 13:30,33,7,0.0,180.0,3.0,1.0,0.0,180.0,1,179.78,177.0,2.08,0.0,1.4,0.0,6,188.1,74.0,9,90.4326923076923,126.60576923076921,2.780000000000001,78.40503597122303,83.31673417333194,11.140443948150143,78.40503597122303,76.34298642533939,0.24,1.25,0.5,1.1510924079091487,6.0,0.66,-0.01661,5.479195373464729,12.91772542594948,6.0,6.0,50.0,0.03446433373883913,303.6358811847721,5.829099889141816e-07,-0.61,6.0
74722,2010-02-12 08:00,34,2,1.0,141.0,1.0,3.0,1.0,170.0,1,163.07,127.04,1.34,0.2,0.52,0.0,4,138.3,16.5,26,103.2089552238806,53.668656716417914,36.02999999999999,124.94449070219261,334.9888553298514,49.96929480154719,151.77571348628987,155.59576174112254,0.3,0.8700000000000001,0.0,3.3664405162997495,1.13,0.34,-0.3158,0.42276333994537807,0.4672810788492467,0.12368233823908606,0.0558546248385123,0.13459677272324524,0.1366982926570844,27961.069033530577,0.6019458486071887,-0.18,6.0
74635,2010-01-31 13:00,30,2,1.0,96.0,1.0,3.0,1.0,113.0,0,131.3,117.95,1.92,0.0,0.56,0.0,5,104.1,6.005,10,54.21875,30.3625,13.350000000000009,110.6539325842697,270.96328970244554,29.251259401942434,110.6539325842697,138.3944827586207,0.27,1.3699999999999999,0.0,4.31249672517684,6.0,0.19,-0.1119,1.1409860028638168,1.0753715972751143,6.0,6.0,50.0,0.07373032865957027,26573.65491651205,0.3842751599826556,-0.27,6.0
74431,2010-01-09 11:50,34,2,1.0,83.0,1.0,3.0,1.0,135.0,0,138.03,92.83,1.52,0.05,0.77,0.0,5,165.8,31.74,20,109.07894736842105,83.99078947368422,45.2,132.14309734513276,263.98632781459503,37.52472207893706,157.5086100168824,162.22665929203544,0.29,0.5800000000000001,0.0,1.6072684341554808,1.4,0.5,-0.4076,0.3369947596953976,0.4210284972793686,0.407175991713095,0.20749994258576138,0.5317695147099237,0.13684959594940038,16043.706418204649,0.06841346305555746,-0.14,6.0
60670,2009-04-21 11:00,34,5,2.0,303.0,3.0,1.0,0.0,312.0,1,331.1,313.02,0.53,1.0,0.31,0.0,7,331.0,10.71,4,624.5283018867924,193.60377358490564,18.08000000000004,255.79358407079636,459.76114595119986,145.49454666967617,255.79358407079636,308.7167717528373,0.12,0.0,0.0,0.9821752265861028,4.18,5.94,-0.3333,0.8424868992384917,1.085405125058462,2.244269593275817,0.7961423385999356,2.4550246636525404,2.650398982898496,3952.2712353806573,0.0002832941231299465,-0.29,0.1
74834,2010-02-20 13:00,34,2,1.0,167.0,1.0,3.0,1.0,179.0,0,155.8,137.49,1.86,0.0,0.69,0.0,5,116.2,10.03,41,62.47311827956989,43.10645161290322,18.310000000000002,116.67034407427639,195.97200146084205,27.470023961739074,116.67034407427639,127.15725190839699,0.27,1.2000000000000002,0.0,3.1649976529494603,6.0,0.24,-0.1515,0.8319040490569071,0.8288602599210388,6.0,6.0,50.0,0.08548496000038842,17828.030888621877,0.1426466968147962,-0.13,6.0
