profID,datetime,slopeangle,RB_score,RB_releasetype,RB_height_obs,RB_class,localNowcast,stability_class,HS_obs,similarity_obs_sim,HS_sim,RB_height_sim,gs_wl,sph_wl,bs_wl,dendr_wl,gt1_wl,rho_wl,visc_wl,age_wl,rho_divby_gs_wl,rhobs_divby_gs_wl,D_sl,rho_sl,rho_divby_gs_sl,rhobs_divby_gs_sl,rho20_sl,rho10max_sl,penetrationdepth,delta_gs,delta_hh,frac_rhogs,rts,shear_strength_wl,normalstress,skier_stress,skier_stress_monti,sk38,sk38_monti,S_skier,rc,neck_stress,neck_strain_rate,viscdefrate,defrateindex
5772,2004-12-27 11:00,36,3,1.0,28.0,1.0,3.5,1.0,87.0,0,88.19,30.32,1.84,0.0,0.72,0.0,5,152.2,13.02,24,82.71739130434781,59.556521739130424,57.87,135.40145152928977,345.73961429020676,43.262042488584186,157.85117395944502,165.38307508939212,0.28,1.06,0.0,2.7883014926378924,1.47,0.42,-0.5156,0.2632134635948155,0.2952298976493978,0.47078241378615343,0.40865116333820006,0.8236125024496137,0.11869272524102038,37729.00370024553,0.5093445521317816,-0.44,4.01
5946,2006-02-26 12:30,37,5,2.0,101.0,3.0,1.0,0.0,171.0,0,187.25,96.95,0.79,0.36,0.3,0.0,4,230.3,59.75,16,291.5189873417722,87.45569620253164,90.3,178.55379844961237,536.8124042270866,85.98282151990549,240.60407932011333,244.9136170212766,0.3,0.48000000000000004,-1.0,2.7741235135097275,2.98,1.0,-1.012,0.16868397716757447,0.21663901017281892,0.9781194578854259,0.8713630068514467,3.9587286095072067,0.49912798991089186,44913.0097777778,1.1801651250627907,-0.18,5.01
5951,2006-04-02 11:30,39,4,2.0,124.0,3.0,1.0,0.0,144.0,0,171.68,145.05,0.68,0.4,0.24,0.13,2,171.5,5.405,4,252.20588235294116,60.52941176470587,26.629999999999995,159.28291400675928,332.73190593372254,42.24197394362806,166.34123294593226,173.19471007121058,0.22,0.08000000000000007,0.0,1.0837706511175902,2.22,0.66,-0.268,0.5719926075190377,0.6150074022393451,0.210053247207962,0.12873382257848232,0.22379849382001593,0.4996985492914703,20587.985114300904,0.06578554324707185,-0.72,3.64
6070,2006-03-03 12:45,33,2,2.0,130.0,1.0,3.0,1.0,148.0,0,157.79,78.86,1.64,0.05,0.76,0.0,5,191.2,53.19,33,116.58536585365853,88.60487804878048,78.92999999999999,185.51568478398585,521.4674778566525,87.7444865789754,240.15698749320282,246.8688940092166,0.27,0.5599999999999998,0.0,1.7726638772663874,1.68,0.68,-1.017,0.19298318938593662,0.19895235222503344,0.683557102556594,0.6740605307607349,2.3182787421287276,0.2584392695728455,39218.80215412674,0.7903582150777352,-0.16,5.22
5974,2006-01-15 11:20,37,5,2.0,34.0,3.0,1.0,0.0,83.5,1,86.19,41.55,1.08,0.18,0.37,0.0,4,241.8,143.2,43,223.88888888888889,82.83888888888889,44.64,181.0367607526882,167.08249053591086,59.19310106059162,207.11805054151623,214.81137295081967,0.21,0.0,0.0,0.9801488833746897,3.03,1.11,-0.5153,0.3412222925231177,0.45328899171023035,1.0711243086993314,0.6935298918465516,1.7226968856536147,0.3769637541054963,25978.705140451504,0.18484012407489664,-0.02,5.02
5977,2006-01-31 10:30,35,4,2.0,100.0,3.0,1.0,0.0,119.0,0,125.72,93.63,1.54,0.19,0.79,0.0,5,160.8,17.21,26,104.41558441558442,82.4883116883117,32.09,165.69878466812094,347.55606537454514,57.497021252445165,190.86630256690333,199.03854166666667,0.22,1.17,-0.5,5.430482721527498,1.28,0.47,-0.3544,0.4746700884459946,0.46111739227359383,0.2661585339869618,0.2871428639369036,0.3113346382233178,0.21545984429165058,14251.125472532292,0.03587456656617228,-0.19,6.0
5978,2006-02-13 10:00,42,4,3.0,110.0,3.0,1.0,0.0,154.0,1,157.97,101.0,1.55,0.16,0.77,0.0,5,182.0,36.76,39,117.41935483870968,90.41290322580646,56.97,149.80010531858875,258.2683748498285,48.453201910499175,206.87556489753024,225.53447852760735,0.32,-0.1299999999999999,0.0,0.8896683673469389,2.56,0.61,-0.4722,0.26737165417293274,0.32390183780980264,0.5952193108933831,0.4270332431052255,0.9999695947169303,0.17495410313040566,16638.34358752484,0.062413039947133625,-0.09,6.0
5979,2006-02-28 11:15,38,4,2.0,0.0,3.0,1.0,0.0,84.0,1,103.65,5.69,2.03,0.0,0.96,0.0,5,275.4,164.9,95,135.66502463054186,130.23842364532018,97.96000000000001,210.0366986525112,162.12292077383495,83.92423111872105,258.45916485900216,263.92929687500003,0.2,-0.050000000000000266,0.0,0.9578881766381766,3.18,1.46,-1.269,0.15549370292192702,0.20286045048003123,1.230161746117989,1.1514531818519758,7.472451480926791,0.2744642498163416,28021.166087962953,0.1234603374903168,-0.02,1.54
6397,2006-01-31 09:30,30,3,1.0,80.0,1.0,3.0,1.0,139.0,1,128.13,81.21,1.96,0.0,1.11,0.0,5,136.7,11.0,12,69.74489795918367,77.41683673469387,46.92,152.90417732310317,446.2508814612673,66.52176015836058,170.0547341772152,176.63929411764707,0.24,0.97,0.0,2.320143645674004,1.33,0.33,-0.5342,0.32464115810383576,0.2909349163088515,0.3266892673030058,0.37383926378266447,0.49655455573579943,0.14134749574662622,22207.967102237366,0.14185314479444758,-0.61,6.0
6502,2006-01-20 11:15,36,2,1.0,62.0,1.0,3.0,1.0,97.0,0,91.6,49.0,0.91,0.27,0.31,0.0,4,243.1,92.14,34,267.1428571428571,82.81428571428572,42.599999999999994,191.1130751173709,228.50889521275377,64.74668856759953,217.9202298850575,222.31840490797546,0.2,0.010000000000000009,0.0,0.9886512180629828,3.01,1.12,-0.5379,0.3575625149819712,0.4527352170022527,1.0440919053269029,0.739248679906096,1.6617469081898246,0.49989306657418175,26410.937680656727,0.16773853827124618,-0.03,4.28
6671,2006-01-30 10:15,40,2,1.0,95.0,1.0,3.0,1.0,141.0,1,140.7,74.99,1.71,0.0,0.75,0.0,5,202.1,56.07,56,118.18713450292398,88.64035087719297,65.71,175.97137422005784,245.83844965561636,58.1208866259846,225.32433697347895,233.34103773584903,0.24,0.51,0.0,1.7049233052944088,1.82,0.76,-0.6767,0.23180890485819475,0.26566828450616214,0.8219383859158576,0.7477446658199762,2.0810964084566277,0.22228590789906524,26649.676363636358,0.19020613309440665,-0.06,4.76
6675,2006-03-17 10:30,44,3,1.0,53.0,1.0,3.0,1.0,133.0,1,129.22,46.59,2.09,0.0,1.09,0.0,5,200.6,49.09,73,95.98086124401914,104.61913875598087,82.63,188.912537819194,272.4520111993819,73.32419590701882,219.12642626480087,234.79640287769786,0.22,0.8599999999999999,0.0,1.9346675420891797,1.75,0.75,-0.7993,0.18434180247164433,0.19558027682836188,0.749524035700414,0.7338685869226002,2.9852949700798757,0.2107471489945418,22262.57820609937,0.10218302055060989,-0.08,4.64
6676,2005-12-26 15:00,32,7,0.0,68.0,3.0,1.0,0.0,68.0,0,76.85,53.72,0.43,0.42,0.15,0.0,4,195.9,19.55,9,455.58139534883725,68.33720930232558,23.129999999999995,135.9762645914397,307.3395883774967,44.1292863903712,145.97482441923285,155.16782231852656,0.24,0.09999999999999998,0.5,1.243166736275465,6.0,0.71,-0.2424,0.6585457474376125,0.9423963496815696,6.0,6.0,50.0,0.5175560307269227,16496.8060731539,0.06455142561463685,-0.14,6.0
7555,2003-12-11 10:30,34,5,2.0,54.6,3.0,1.0,0.0,78.0,1,82.71,55.44,1.77,0.0,0.71,0.0,5,174.5,52.2,32,98.58757062146893,69.99717514124293,27.269999999999996,166.41855518885222,176.595023955118,52.75447287221007,175.79071190211346,182.1773072747014,0.21,0.45999999999999996,0.0,1.4440604562654475,2.22,0.56,-0.3222,0.5585685052523643,0.5851986942528106,0.21077957346617512,0.17197591434063292,0.23051223704314588,0.1902552718832971,19161.922569855415,0.15778930078038947,-0.05,6.0
7556,2003-12-11 13:40,34,6,3.0,84.0,3.0,1.0,0.0,120.0,1,114.58,86.81,1.42,0.0,0.8,0.0,4,202.2,127.6,14,142.3943661971831,113.91549295774648,27.769999999999996,173.05758012243427,299.3262383076421,58.31125853269498,180.4594974874372,194.24260869565217,0.2,0.96,-0.5,3.2213047778781227,1.35,0.76,-0.3272,0.5485114561840827,0.6389962674728047,0.34681935262142927,0.18094766527320905,0.3876796713907453,0.25848224698427075,7809.731060606059,0.01286367185417382,-0.02,6.0
8470,2003-03-01 12:00,40,6,3.0,113.0,3.0,1.0,0.0,180.0,1,164.71,111.63,1.08,0.38,0.37,0.0,4,320.1,872.0,103,296.3888888888889,109.66388888888889,53.08000000000001,260.40340994724943,209.56297620045572,85.66946653743294,297.48184599694036,300.4333333333333,0.15,0.010000000000000009,0.5,1.0005167777592865,3.83,2.01,-0.8203,0.28696614804506343,0.3513612919343787,1.8642617220671884,1.6537423862043312,5.024946181667817,0.8117620463449557,27542.967107701505,0.47140852187579324,-0.0,6.0
52110,2009-02-08 14:30,34,2,1.0,125.0,1.0,3.0,1.0,175.0,0,179.04,150.06,1.44,0.0,0.69,0.0,6,149.8,21.85,2,104.02777777777779,71.77916666666667,28.97999999999999,100.3657694962043,297.7365195970206,29.73417222691166,110.88670953912111,116.68636363636367,0.34,1.0699999999999998,0.19999999999999996,3.2501713997041093,6.0,0.74,-0.197,0.5256094940728768,0.7784811121524464,6.0,6.0,50.0,0.1102162505668561,10214.420739940588,0.01977356795034394,-0.89,6.0
8903,2006-02-19 09:44,37,1,1.0,93.0,1.0,3.0,1.0,149.0,1,156.08,116.43,1.22,0.0,1.04,0.0,6,228.6,142.0,9,187.37704918032787,194.87213114754098,39.650000000000006,133.83911727616652,365.8675021110728,38.92584024999533,141.14815606627477,146.04814443329994,0.26,0.020000000000000018,0.8,0.5216754155730533,2.17,1.12,-0.333,0.3841655268154343,0.6492296996531108,0.8179952030404813,6.0,1.0036657210969522,0.1900188812302174,2932.7644970414194,0.00027458401748011666,-1.05,6.0
