profID,layer_thickness,density_combined,wl_index,wl_thickness,layers_above_wl,layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust,datetime,slopeangle,RB_score,RB_releasetype,RB_height_obs,RB_class,localNowcast,approximate_critical_loads,density_above_wl,snow_profiles,RB_class,region,nbr_layers,layers_above_wl,density_above_wl
43250,"[16.0, 5.0, 2.0, 40.0, 24.0, 23.0, 14.0]","[158.0, 283.9375, 174.25, 214.05538713582197, 202.0738495144293, 181.06998247500167, 159.80269941693467]",4,24.0,"[23.0, 14.0]","[16.0, 21.0, 23.0, 63.0, 87.0, 110.0, 124.0]","[0.0, 16.0, 21.0, 23.0, 63.0, 87.0, 110.0]","[1.0, 4.0, 1.5, 3.0, 3.0, 2.5, 2.0]","[4, 7, 4, 3, 3, 3, 3]","[4, 9, 9, 4, 3, 3, 2]","[1.0, 0.5, 0.5, 0.25, 0.1, 0.25, 0.25]","[1.5, 1.5, 0.5, 0.5, 0.25, 0.5, 0.5]","[0, 1, 0, 0, 0, 0, 0]",2008-11-28 10:00,37.0,6,3.0,87.0,3.0,1.0,439.4377420686678,"[181.06998247500167, 159.80269941693467]","[(181.06998247500167, 230.0), (159.80269941693467, 140.0)]",3.0,1,2,"[23.0, 14.0]","[181.06998247500167, 159.80269941693467]"
43290,"[10.0, 10.0, 27.0, 3.0]","[197.0, 176.55269941693467, 181.06998247500167, 149.3118667919715]",0,10.0,"[10.0, 27.0, 3.0]","[10.0, 20.0, 47.0, 50.0]","[0.0, 10.0, 20.0, 47.0]","[1.0, 2.0, 2.5, 1.5]","[5, 3, 3, 3]","[4, 4, 3, 2]","[2.0, 1.0, 0.25, 0.25]","[3.0, 1.0, 0.5, 0.25]","[0, 0, 0, 0]",2008-11-29 11:00,35.0,2,1.0,10.0,1.0,2.0,80.0,"[176.55269941693467, 181.06998247500167, 149.3118667919715]","[(176.55269941693467, 100.0), (181.06998247500167, 270.0), (149.3118667919715, 30.0)]",1.0,1,3,"[10.0, 27.0, 3.0]","[176.55269941693467, 181.06998247500167, 149.3118667919715]"
43772,"[54.0, 15.0, 1.0, 10.0, 15.0, 7.0]","[250.0, 204.0, 283.9375, 155.51, 81.0, 81.0]",2,1.0,"[10.0, 15.0, 7.0]","[54.0, 69.0, 70.0, 80.0, 95.0, 102.0]","[0.0, 54.0, 69.0, 70.0, 80.0, 95.0]","[3.0, 2.0, 4.0, 1.0, 1.0, 1.0]","[4, 4, 7, 3, 1, 1]","[4, 4, 9, 3, 1, 1]","[1.5, 1.5, 1.0, 0.5, 1.0, 2.0]","[1.5, 1.5, 1.0, 0.5, 1.0, 2.0]","[0, 0, 1, 0, 0, 0]",2008-12-02 12:00,33.0,4,2.0,70.0,3.0,2.0,131.83132262060033,"[155.51, 81.0, 81.0]","[(155.51, 100.0), (81.0, 150.0), (81.0, 70.0)]",3.0,1,3,"[10.0, 15.0, 7.0]","[155.51, 81.0, 81.0]"
43773,"[3.0, 11.5, 2.5, 19.0, 13.700000000000003, 0.29999999999999716, 1.0, 4.0, 10.0, 14.0, 2.5, 0.5]","[249.5, 182.25, 287.4375, 154.0, 176.55269941693467, 181.06998247500167, 176.55269941693467, 202.0738495144293, 149.3118667919715, 114.6275, 90.75, 110.25]",3,19.0,"[13.700000000000003, 0.29999999999999716, 1.0, 4.0, 10.0, 14.0, 2.5, 0.5]","[3.0, 14.5, 17.0, 36.0, 49.7, 50.0, 51.0, 55.0, 65.0, 79.0, 81.5, 82.0]","[0.0, 3.0, 14.5, 17.0, 36.0, 49.7, 50.0, 51.0, 55.0, 65.0, 79.0, 81.5]","[3.0, 2.0, 3.5, 1.5, 2.0, 2.5, 2.0, 3.0, 1.5, 1.0, 1.0, 1.0]","[4, 9, 7, 9, 3, 3, 3, 3, 3, 2, 1, 0]","[7, 4, 4, 9, 4, 3, 4, 3, 2, 3, 0, 1]","[1.5, 1.5, 1.0, 1.0, 0.5, 0.25, 0.25, 0.25, 0.25, 0.5, 2.0, 1.0]","[2.0, 2.0, 1.5, 1.0, 0.5, 0.25, 0.5, 0.5, 0.75, 1.0, 2.0, 1.5]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2008-12-02 11:00,27.0,3,1.0,36.0,1.0,2.3,100.9123351677189,"[176.55269941693467, 181.06998247500167, 176.55269941693467, 202.0738495144293, 149.3118667919715, 114.6275, 90.75, 110.25]","[(176.55269941693467, 137.00000000000003), (181.06998247500167, 2.9999999999999716), (176.55269941693467, 10.0), (202.0738495144293, 40.0), (149.3118667919715, 100.0), (114.6275, 140.0), (90.75, 25.0), (110.25, 5.0)]",1.0,1,8,"[13.700000000000003, 0.29999999999999716, 1.0, 4.0, 10.0, 14.0, 2.5, 0.5]","[176.55269941693467, 181.06998247500167, 176.55269941693467, 202.0738495144293, 149.3118667919715, 114.6275, 90.75, 110.25]"
43775,"[9.0, 1.0, 7.0, 33.0, 9.0, 7.0, 24.0, 2.0]","[171.125, 275.9375, 158.0, 176.55269941693467, 159.41582238929536, 141.8825, 101.0, 110.25]",0,9.0,"[1.0, 7.0, 33.0, 9.0, 7.0, 24.0, 2.0]","[9.0, 10.0, 17.0, 50.0, 59.0, 66.0, 90.0, 92.0]","[0.0, 9.0, 10.0, 17.0, 50.0, 59.0, 66.0, 90.0]","[1.5, 2.5, 1.0, 2.0, 1.5, 1.0, 1.0, 1.0]","[9, 7, 4, 3, 3, 3, 2, 0]","[5, 4, 4, 4, 3, 2, 2, 1]","[1.5, 1.0, 1.0, 0.5, 0.5, 0.5, 0.75, 1.0]","[2.0, 1.0, 1.5, 0.5, 0.5, 1.0, 1.25, 1.5]","[0, 1, 0, 0, 0, 0, 0, 0]",2008-12-02 11:00,40.0,5,2.0,9.0,3.0,2.0,197.7469839309005,"[275.9375, 158.0, 176.55269941693467, 159.41582238929536, 141.8825, 101.0, 110.25]","[(275.9375, 10.0), (158.0, 70.0), (176.55269941693467, 330.0), (159.41582238929536, 90.0), (141.8825, 70.0), (101.0, 240.0), (110.25, 20.0)]",3.0,1,7,"[1.0, 7.0, 33.0, 9.0, 7.0, 24.0, 2.0]","[275.9375, 158.0, 176.55269941693467, 159.41582238929536, 141.8825, 101.0, 110.25]"
43778,"[10.0, 23.0, 37.0, 35.0, 54.0, 1.0, 10.0, 7.0, 9.0, 2.0]","[148.5, 350.5, 273.0, 278.73334707923954, 232.12522605741117, 119.0, 173.0, 101.0, 86.0, 90.75]",4,54.0,"[1.0, 10.0, 7.0, 9.0, 2.0]","[10.0, 33.0, 70.0, 105.0, 159.0, 160.0, 170.0, 177.0, 186.0, 188.0]","[0.0, 10.0, 33.0, 70.0, 105.0, 159.0, 160.0, 170.0, 177.0, 186.0]","[1.0, 5.0, 3.5, 4.0, 3.5, 1.5, 3.0, 1.0, 1.0, 1.0]","[4, 4, 4, 3, 3, 2, 2, 2, 1, 1]","[7, 7, 4, 4, 3, 2, 2, 2, 2, 0]","[4.0, 4.0, 2.0, 0.25, 0.5, 0.5, 0.5, 1.0, 2.0, 2.0]","[5.0, 5.0, 2.0, 0.25, 0.5, 0.5, 1.0, 1.0, 2.0, 3.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2008-12-02 11:00,34.0,5,3.0,159.0,3.0,2.0,197.7469839309005,"[119.0, 173.0, 101.0, 86.0, 90.75]","[(119.0, 10.0), (173.0, 100.0), (101.0, 70.0), (86.0, 90.0), (90.75, 20.0)]",3.0,1,5,"[1.0, 10.0, 7.0, 9.0, 2.0]","[119.0, 173.0, 101.0, 86.0, 90.75]"
43779,"[10.0, 50.0, 85.0, 10.0, 15.0, 17.0]","[285.0, 296.0, 214.05538713582197, 173.0, 209.0, 81.0]",2,85.0,"[10.0, 15.0, 17.0]","[10.0, 60.0, 145.0, 155.0, 170.0, 187.0]","[0.0, 10.0, 60.0, 145.0, 155.0, 170.0]","[4.0, 4.0, 3.0, 3.0, 4.0, 1.0]","[5, 4, 3, 2, 2, 1]","[5, 4, 4, 2, 2, 1]","[2.0, 1.0, 0.25, 0.5, 1.0, 1.5]","[2.0, 1.0, 0.25, 0.5, 1.0, 1.5]","[0, 0, 0, 0, 0, 0]",2008-12-02 12:00,35.0,6,3.0,145.0,3.0,2.3,439.4377420686678,"[173.0, 209.0, 81.0]","[(173.0, 100.0), (209.0, 150.0), (81.0, 170.0)]",3.0,1,3,"[10.0, 15.0, 17.0]","[173.0, 209.0, 81.0]"
43790,"[19.0, 3.0, 28.0, 15.0, 20.0, 32.0, 8.0, 8.0]","[235.0, 298.9375, 296.0, 214.05538713582197, 272.9777961056527, 181.06998247500167, 101.0, 81.0]",4,20.0,"[32.0, 8.0, 8.0]","[19.0, 22.0, 50.0, 65.0, 85.0, 117.0, 125.0, 133.0]","[0.0, 19.0, 22.0, 50.0, 65.0, 85.0, 117.0, 125.0]","[2.0, 4.5, 4.0, 3.0, 4.0, 2.5, 1.0, 1.0]","[5, 7, 4, 3, 3, 3, 2, 1]","[5, 4, 4, 4, 3, 3, 2, 1]","[2.0, 2.0, 1.0, 0.5, 0.5, 0.5, 1.0, 1.5]","[2.0, 2.5, 1.0, 1.0, 0.5, 0.5, 1.0, 2.0]","[0, 1, 0, 0, 0, 0, 0, 0]",2008-12-02 12:00,35.0,7,3.0,85.0,3.0,3.0,878.8754841373355,"[181.06998247500167, 101.0, 81.0]","[(181.06998247500167, 320.0), (101.0, 80.0), (81.0, 80.0)]",3.0,1,3,"[32.0, 8.0, 8.0]","[181.06998247500167, 101.0, 81.0]"
44030,"[7.0, 5.5, 0.5, 8.0, 5.0, 19.0, 1.0, 1.0, 2.0, 14.0, 0.5, 0.5, 1.0]","[199.0, 250.0, 292.25, 214.05538713582197, 202.0738495144293, 181.06998247500167, 151.75, 292.25, 157.3775, 155.51, 157.3775, 275.9375, 143.75]",7,1.0,"[2.0, 14.0, 0.5, 0.5, 1.0]","[7.0, 12.5, 13.0, 21.0, 26.0, 45.0, 46.0, 47.0, 49.0, 63.0, 63.5, 64.0, 65.0]","[0.0, 7.0, 12.5, 13.0, 21.0, 26.0, 45.0, 46.0, 47.0, 49.0, 63.0, 63.5, 64.0]","[2.0, 3.0, 4.5, 3.0, 3.0, 2.5, 1.0, 3.5, 1.0, 1.0, 1.0, 2.5, 1.0]","[4, 4, 7, 3, 3, 3, 4, 7, 4, 3, 4, 7, 4]","[7, 4, 7, 4, 3, 3, 9, 7, 3, 3, 3, 4, 2]","[0.75, 0.5, 0.5, 0.5, 0.25, 0.25, 0.75, 0.75, 0.5, 0.25, 0.25, 0.5, 0.75]","[1.0, 0.75, 0.75, 0.75, 0.5, 0.5, 1.0, 1.25, 0.75, 0.5, 0.5, 0.75, 1.0]","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",2008-12-04 12:00,30.0,6,3.0,47.0,3.0,1.7,439.4377420686678,"[157.3775, 155.51, 157.3775, 275.9375, 143.75]","[(157.3775, 20.0), (155.51, 140.0), (157.3775, 5.0), (275.9375, 5.0), (143.75, 10.0)]",3.0,1,5,"[2.0, 14.0, 0.5, 0.5, 1.0]","[157.3775, 155.51, 157.3775, 275.9375, 143.75]"
44050,"[5.0, 12.0, 20.0, 14.0, 4.5, 0.5, 4.0, 7.0, 7.0, 9.0, 20.0, 5.0]","[171.125, 182.25, 139.25, 160.75, 139.25, 292.25, 158.0, 164.8118667919715, 272.9777961056527, 159.41582238929536, 141.8825, 101.0]",5,0.5,"[4.0, 7.0, 7.0, 9.0, 20.0, 5.0]","[5.0, 17.0, 37.0, 51.0, 55.5, 56.0, 60.0, 67.0, 74.0, 83.0, 103.0, 108.0]","[0.0, 5.0, 17.0, 37.0, 51.0, 55.5, 56.0, 60.0, 67.0, 74.0, 83.0, 103.0]","[1.5, 2.0, 1.0, 1.5, 1.0, 2.5, 1.0, 1.5, 4.0, 1.5, 1.0, 1.0]","[9, 9, 9, 9, 9, 7, 4, 3, 3, 3, 3, 2]","[5, 4, 4, 4, 4, 7, 4, 4, 3, 3, 2, 2]","[1.25, 0.75, 0.75, 0.75, 1.0, 0.5, 0.75, 0.5, 0.5, 0.25, 0.5, 0.75]","[2.0, 1.0, 1.5, 1.25, 1.5, 1.0, 1.25, 0.75, 0.5, 0.5, 0.75, 1.5]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2008-12-04 11:00,35.0,3,2.0,56.0,2.0,2.0,100.9123351677189,"[158.0, 164.8118667919715, 272.9777961056527, 159.41582238929536, 141.8825, 101.0]","[(158.0, 40.0), (164.8118667919715, 70.0), (272.9777961056527, 70.0), (159.41582238929536, 90.0), (141.8825, 200.0), (101.0, 50.0)]",2.0,1,6,"[4.0, 7.0, 7.0, 9.0, 20.0, 5.0]","[158.0, 164.8118667919715, 272.9777961056527, 159.41582238929536, 141.8825, 101.0]"
44290,"[25.0, 20.0, 10.0, 15.0, 15.0, 25.0, 15.0, 5.0]","[217.0, 259.0, 277.9375, 204.0, 192.55248685625125, 167.40359922257957, 114.6275, 96.0]",0,25.0,"[20.0, 10.0, 15.0, 15.0, 25.0, 15.0, 5.0]","[25.0, 45.0, 55.0, 70.0, 85.0, 110.0, 125.0, 130.0]","[0.0, 25.0, 45.0, 55.0, 70.0, 85.0, 110.0, 125.0]","[3.0, 4.0, 2.0, 2.0, 2.5, 2.0, 1.0, 1.0]","[9, 9, 7, 4, 3, 3, 2, 2]","[9, 9, 5, 4, 4, 3, 3, 1]","[0.75, 0.75, 2.0, 1.5, 1.0, 0.5, 0.5, 1.5]","[0.75, 0.75, 3.0, 1.5, 1.0, 0.5, 1.0, 2.0]","[0, 0, 1, 0, 0, 0, 0, 0]",2008-12-09 11:00,40.0,2,1.0,25.0,1.0,2.0,80.0,"[259.0, 277.9375, 204.0, 192.55248685625125, 167.40359922257957, 114.6275, 96.0]","[(259.0, 200.0), (277.9375, 100.0), (204.0, 150.0), (192.55248685625125, 150.0), (167.40359922257957, 250.0), (114.6275, 150.0), (96.0, 50.0)]",1.0,1,7,"[20.0, 10.0, 15.0, 15.0, 25.0, 15.0, 5.0]","[259.0, 277.9375, 204.0, 192.55248685625125, 167.40359922257957, 114.6275, 96.0]"
44291,"[15.0, 11.0, 15.0, 1.0, 1.0, 22.0, 2.0, 1.0]","[181.75, 281.6875, 175.0, 250.0, 281.6875, 169.1325, 262.4375, 101.0]",4,1.0,"[22.0, 2.0, 1.0]","[15.0, 26.0, 41.0, 42.0, 43.0, 65.0, 67.0, 68.0]","[0.0, 15.0, 26.0, 41.0, 42.0, 43.0, 65.0, 67.0]","[2.0, 3.0, 2.0, 3.0, 3.0, 1.0, 3.0, 1.0]","[7, 7, 9, 4, 7, 3, 7, 2]","[9, 4, 9, 4, 4, 5, 2, 2]","[1.0, 1.5, 1.0, 1.0, 0.5, 0.5, 1.0, 1.0]","[2.0, 2.0, 1.0, 1.5, 0.5, 0.75, 1.5, 1.0]","[0, 1, 0, 0, 1, 0, 1, 0]",2008-12-09 13:00,38.0,2,1.0,43.0,1.0,3.0,80.0,"[169.1325, 262.4375, 101.0]","[(169.1325, 220.0), (262.4375, 20.0), (101.0, 10.0)]",1.0,1,3,"[22.0, 2.0, 1.0]","[169.1325, 262.4375, 101.0]"
44293,"[5.0, 5.0, 25.0, 35.0, 30.0, 3.0, 12.0]","[158.0, 270.1875, 202.0738495144293, 202.0738495144293, 167.40359922257957, 181.06998247500167, 101.0]",5,3.0,[12.0],"[5.0, 10.0, 35.0, 70.0, 100.0, 103.0, 115.0]","[0.0, 5.0, 10.0, 35.0, 70.0, 100.0, 103.0]","[1.0, 2.0, 3.0, 3.0, 2.0, 2.5, 1.0]","[4, 7, 3, 3, 3, 3, 2]","[4, 4, 3, 3, 3, 3, 2]","[3.0, 2.0, 0.75, 0.5, 0.2, 0.2, 1.0]","[4.0, 2.0, 1.0, 0.75, 0.25, 0.5, 1.5]","[0, 1, 0, 0, 0, 0, 0]",2008-12-09 11:00,32.0,3,3.0,103.0,2.0,2.0,100.9123351677189,[101.0],"[(101.0, 120.0)]",2.0,1,1,[12.0],[101.0]
44310,"[23.0, 32.0, 22.0, 1.0]","[296.0, 202.0738495144293, 144.6008998056449, 86.0]",1,32.0,"[22.0, 1.0]","[23.0, 55.0, 77.0, 78.0]","[0.0, 23.0, 55.0, 77.0]","[4.0, 3.0, 2.0, 1.0]","[4, 3, 2, 1]","[4, 3, 3, 2]","[1.5, 0.25, 0.5, 1.5]","[1.5, 0.5, 0.5, 1.5]","[0, 0, 0, 0]",2008-12-09 13:00,32.0,6,3.0,55.0,3.0,2.0,439.4377420686678,"[144.6008998056449, 86.0]","[(144.6008998056449, 220.0), (86.0, 10.0)]",3.0,1,2,"[22.0, 1.0]","[144.6008998056449, 86.0]"
44311,"[15.5, 0.5, 5.0, 1.0, 13.0, 7.0, 3.0, 5.5, 0.5, 18.0, 3.0]","[190.75, 293.1875, 151.75, 275.9375, 158.0, 158.0, 158.0, 156.1325, 167.40359922257957, 143.75, 96.0]",0,15.5,"[0.5, 5.0, 1.0, 13.0, 7.0, 3.0, 5.5, 0.5, 18.0, 3.0]","[15.5, 16.0, 21.0, 22.0, 35.0, 42.0, 45.0, 50.5, 51.0, 69.0, 72.0]","[0.0, 15.5, 16.0, 21.0, 22.0, 35.0, 42.0, 45.0, 50.5, 51.0, 69.0]","[1.0, 4.0, 1.0, 2.5, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0]","[5, 7, 4, 7, 4, 4, 4, 3, 3, 4, 2]","[9, 4, 9, 4, 4, 4, 4, 4, 3, 2, 1]","[2.0, 1.0, 1.0, 1.0, 1.0, 0.5, 0.75, 0.5, 0.25, 0.5, 0.75]","[4.0, 2.0, 2.0, 2.0, 2.0, 1.0, 1.0, 0.75, 0.5, 1.0, 1.5]","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2008-12-09 13:00,35.0,3,2.0,15.5,2.0,2.0,100.9123351677189,"[293.1875, 151.75, 275.9375, 158.0, 158.0, 158.0, 156.1325, 167.40359922257957, 143.75, 96.0]","[(293.1875, 5.0), (151.75, 50.0), (275.9375, 10.0), (158.0, 130.0), (158.0, 70.0), (158.0, 30.0), (156.1325, 55.0), (167.40359922257957, 5.0), (143.75, 180.0), (96.0, 30.0)]",2.0,1,10,"[0.5, 5.0, 1.0, 13.0, 7.0, 3.0, 5.5, 0.5, 18.0, 3.0]","[293.1875, 151.75, 275.9375, 158.0, 158.0, 158.0, 156.1325, 167.40359922257957, 143.75, 96.0]"
44312,"[14.0, 2.0, 18.0, 10.0, 14.0, 8.0, 1.0]","[219.25, 293.1875, 242.34391954305838, 214.05538713582197, 181.06998247500167, 155.51, 101.0]",1,2.0,"[18.0, 10.0, 14.0, 8.0, 1.0]","[14.0, 16.0, 34.0, 44.0, 58.0, 66.0, 67.0]","[0.0, 14.0, 16.0, 34.0, 44.0, 58.0, 66.0]","[2.5, 4.0, 3.5, 3.0, 2.5, 1.0, 1.0]","[4, 7, 3, 3, 3, 3, 2]","[9, 4, 4, 4, 3, 3, 2]","[1.0, 1.0, 0.5, 0.5, 0.25, 0.5, 0.5]","[1.0, 1.5, 1.0, 1.0, 0.75, 0.75, 1.0]","[0, 1, 0, 0, 0, 0, 0]",2008-12-09 14:00,31.0,6,3.0,16.0,3.0,2.0,439.4377420686678,"[242.34391954305838, 214.05538713582197, 181.06998247500167, 155.51, 101.0]","[(242.34391954305838, 180.0), (214.05538713582197, 100.0), (181.06998247500167, 140.0), (155.51, 80.0), (101.0, 10.0)]",3.0,1,5,"[18.0, 10.0, 14.0, 8.0, 1.0]","[242.34391954305838, 214.05538713582197, 181.06998247500167, 155.51, 101.0]"
44331,"[20.0, 40.0, 20.0, 17.0, 7.0, 1.0]","[171.0, 214.05538713582197, 167.40359922257957, 194.80538713582197, 173.0, 101.0]",2,20.0,"[17.0, 7.0, 1.0]","[20.0, 60.0, 80.0, 97.0, 104.0, 105.0]","[0.0, 20.0, 60.0, 80.0, 97.0, 104.0]","[1.0, 3.0, 2.0, 3.0, 3.0, 1.0]","[4, 3, 3, 3, 2, 2]","[5, 4, 3, 2, 2, 2]","[1.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[2.0, 0.5, 0.5, 0.5, 0.75, 0.5]","[0, 0, 0, 0, 0, 0]",2008-12-09 11:00,38.0,3,2.0,80.0,2.0,2.0,100.9123351677189,"[194.80538713582197, 173.0, 101.0]","[(194.80538713582197, 170.0), (173.0, 70.0), (101.0, 10.0)]",2.0,1,3,"[17.0, 7.0, 1.0]","[194.80538713582197, 173.0, 101.0]"
44332,"[10.0, 43.0, 2.0, 10.0, 20.0, 1.0, 1.0]","[171.0, 250.0, 158.0, 181.0, 159.80269941693467, 214.05538713582197, 110.75]",3,10.0,"[20.0, 1.0, 1.0]","[10.0, 53.0, 55.0, 65.0, 85.0, 86.0, 87.0]","[0.0, 10.0, 53.0, 55.0, 65.0, 85.0, 86.0]","[1.0, 3.0, 1.0, 1.5, 2.0, 3.0, 1.0]","[4, 4, 4, 4, 3, 3, 2]","[5, 4, 4, 4, 2, 4, 6]","[1.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.5]","[0, 0, 0, 0, 0, 0, 0]",2008-12-09 10:00,32.0,2,2.0,65.0,1.0,2.0,80.0,"[159.80269941693467, 214.05538713582197, 110.75]","[(159.80269941693467, 200.0), (214.05538713582197, 10.0), (110.75, 10.0)]",1.0,1,3,"[20.0, 1.0, 1.0]","[159.80269941693467, 214.05538713582197, 110.75]"
44333,"[27.0, 57.0, 11.0, 14.0, 5.0]","[171.0, 278.73334707923954, 144.6008998056449, 129.10395559732385, 232.12522605741117]",1,57.0,"[11.0, 14.0, 5.0]","[27.0, 84.0, 95.0, 109.0, 114.0]","[0.0, 27.0, 84.0, 95.0, 109.0]","[1.0, 4.0, 2.0, 1.5, 3.5]","[4, 3, 2, 2, 3]","[5, 4, 3, 3, 3]","[2.0, 0.25, 0.5, 0.5, 0.2]","[3.0, 0.25, 0.75, 0.75, 0.2]","[0, 0, 0, 0, 0]",2008-12-09 11:00,34.0,5,2.0,84.0,3.0,2.0,197.7469839309005,"[144.6008998056449, 129.10395559732385, 232.12522605741117]","[(144.6008998056449, 110.0), (129.10395559732385, 140.0), (232.12522605741117, 50.0)]",3.0,1,3,"[11.0, 14.0, 5.0]","[144.6008998056449, 129.10395559732385, 232.12522605741117]"
44334,"[18.0, 3.0, 9.0, 1.0, 5.0, 32.0, 3.5, 0.5, 19.0, 6.5, 0.5]","[171.0, 275.9375, 171.0, 281.6875, 158.0, 232.12522605741117, 204.0, 192.55248685625125, 156.1325, 114.6275, 95.75]",4,5.0,"[32.0, 3.5, 0.5, 19.0, 6.5, 0.5]","[18.0, 21.0, 30.0, 31.0, 36.0, 68.0, 71.5, 72.0, 91.0, 97.5, 98.0]","[0.0, 18.0, 21.0, 30.0, 31.0, 36.0, 68.0, 71.5, 72.0, 91.0, 97.5]","[1.0, 2.5, 1.0, 3.0, 1.0, 3.5, 2.0, 2.5, 1.0, 1.0, 1.0]","[4, 7, 4, 7, 4, 3, 4, 3, 3, 2, 1]","[5, 4, 5, 4, 4, 3, 4, 4, 4, 3, 6]","[2.0, 2.0, 2.0, 1.0, 1.0, 0.5, 0.5, 0.5, 0.5, 0.5, 2.0]","[3.0, 2.0, 3.0, 2.0, 2.0, 0.5, 1.0, 0.75, 1.0, 1.0, 3.0]","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2008-12-09 11:00,36.0,5,1.0,36.0,2.0,2.0,197.7469839309005,"[232.12522605741117, 204.0, 192.55248685625125, 156.1325, 114.6275, 95.75]","[(232.12522605741117, 320.0), (204.0, 35.0), (192.55248685625125, 5.0), (156.1325, 190.0), (114.6275, 65.0), (95.75, 5.0)]",2.0,1,6,"[32.0, 3.5, 0.5, 19.0, 6.5, 0.5]","[232.12522605741117, 204.0, 192.55248685625125, 156.1325, 114.6275, 95.75]"
44350,"[34.0, 14.0, 11.0, 12.0, 7.0, 10.0]","[211.75, 181.0, 214.05538713582197, 159.80269941693467, 180.26846237860732, 86.0]",2,11.0,"[12.0, 7.0, 10.0]","[34.0, 48.0, 59.0, 71.0, 78.0, 88.0]","[0.0, 34.0, 48.0, 59.0, 71.0, 78.0]","[2.0, 1.5, 3.0, 2.0, 3.0, 1.0]","[4, 4, 3, 3, 2, 1]","[5, 4, 4, 2, 3, 2]","[1.0, 1.0, 0.5, 0.5, 0.5, 1.0]","[2.0, 1.75, 1.0, 1.0, 1.0, 2.0]","[0, 0, 0, 0, 0, 0]",2008-12-09 14:00,33.0,2,2.0,59.0,1.0,2.0,80.0,"[159.80269941693467, 180.26846237860732, 86.0]","[(159.80269941693467, 120.0), (180.26846237860732, 70.0), (86.0, 100.0)]",1.0,1,3,"[12.0, 7.0, 10.0]","[159.80269941693467, 180.26846237860732, 86.0]"
45670,"[24.0, 18.0, 14.0, 20.0, 8.700000000000003, 0.29999999999999716, 1.0, 2.0, 7.0, 7.0, 19.5, 0.5]","[173.75, 151.75, 174.25, 181.06998247500167, 151.75, 292.25, 143.75, 167.40359922257957, 159.41582238929536, 141.8825, 202.0738495144293, 90.75]",8,7.0,"[7.0, 19.5, 0.5]","[24.0, 42.0, 56.0, 76.0, 84.7, 85.0, 86.0, 88.0, 95.0, 102.0, 121.5, 122.0]","[0.0, 24.0, 42.0, 56.0, 76.0, 84.7, 85.0, 86.0, 88.0, 95.0, 102.0, 121.5]","[1.5, 1.0, 1.5, 2.5, 1.0, 2.0, 1.0, 2.0, 1.5, 1.0, 3.0, 1.0]","[4, 4, 4, 3, 4, 7, 4, 3, 3, 3, 3, 1]","[7, 9, 9, 3, 9, 7, 2, 3, 3, 2, 3, 0]","[1.5, 1.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.25, 1.0]","[2.5, 2.0, 1.0, 0.5, 1.0, 1.0, 1.0, 0.5, 0.5, 0.75, 0.5, 2.0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2008-12-17 11:00,33.0,3,1.0,95.0,1.0,3.0,100.9123351677189,"[141.8825, 202.0738495144293, 90.75]","[(141.8825, 70.0), (202.0738495144293, 195.0), (90.75, 5.0)]",1.0,1,3,"[7.0, 19.5, 0.5]","[141.8825, 202.0738495144293, 90.75]"
45771,"[23.0, 22.0, 26.0, 9.0, 20.0, 10.0]","[158.0, 204.0, 176.55269941693467, 202.0738495144293, 90.75, 110.25]",2,26.0,"[9.0, 20.0, 10.0]","[23.0, 45.0, 71.0, 80.0, 100.0, 110.0]","[0.0, 23.0, 45.0, 71.0, 80.0, 100.0]","[1.0, 2.0, 2.0, 3.0, 1.0, 1.0]","[4, 4, 3, 3, 1, 0]","[4, 4, 4, 3, 0, 1]","[1.0, 1.0, 0.5, 0.25, 1.0, 1.0]","[1.5, 1.0, 0.75, 0.25, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]",2008-12-21 11:00,35.0,5,1.0,71.0,2.0,3.0,197.7469839309005,"[202.0738495144293, 90.75, 110.25]","[(202.0738495144293, 90.0), (90.75, 200.0), (110.25, 100.0)]",2.0,1,3,"[9.0, 20.0, 10.0]","[202.0738495144293, 90.75, 110.25]"
