profID,layer_thickness,density_combined,wl_index,wl_thickness,layers_above_wl,layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust,datetime,slopeangle,RB_score,RB_releasetype,RB_height_obs,RB_class,localNowcast,approximate_critical_loads,density_above_wl,snow_profiles,RB_class,region,nbr_layers,trunc_layers_above_wl,trunc_density_above_wl
6671,"[10.0, 12.0, 16.0, 52.0, 5.0, 19.0, 6.0, 20.0, 1.0]","[210.0, 260.0, 235.0, 259.0, 181.0, 151.75, 272.9777961056527, 104.0, 140.0]",4,5.0,"[19.0, 6.0, 20.0, 1.0]","[10.0, 22.0, 38.0, 90.0, 95.0, 114.0, 120.0, 140.0, 141.0]","[0.0, 10.0, 22.0, 38.0, 90.0, 95.0, 114.0, 120.0, 140.0]","[1.0, 3.0, 2.0, 4.0, 1.5, 1.0, 4.0, 1.5, 1.0]","[5, 5, 5, 9, 4, 4, 3, 1, 6]","[5, 5, 5, 9, 4, 9, 3, 2, 6]","[5.0, 3.0, 2.5, 1.5, 1.0, 1.0, 0.25, 1.0, 0.5]","[6.0, 4.0, 3.0, 2.0, 1.5, 1.5, 0.5, 1.5, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",2006-01-30 10:15,40,2,1.0,95.0,1.0,3.0,80.0,"[151.75, 272.9777961056527, 104.0, 140.0]","[(151.75, 190.0), (272.9777961056527, 60.0), (104.0, 200.0), (140.0, 10.0)]",1.0,2,4,"[19.0, 6.0, 20.0, 1.0]","[151.75, 272.9777961056527, 104.0, 140.0]"
6675,"[17.0, 12.0, 26.0, 19.0, 7.0, 15.0, 9.0, 10.0, 4.0, 8.5, 0.5, 4.5, 0.5]","[210.0, 222.5, 210.0, 171.0, 250.0, 181.06998247500167, 167.40359922257957, 214.05538713582197, 159.80269941693467, 202.0738495144293, 140.0, 232.12522605741117, 140.0]",1,12.0,"[26.0, 19.0, 7.0, 15.0, 9.0, 10.0, 4.0, 8.5, 0.5, 4.5, 0.5]","[17.0, 29.0, 55.0, 74.0, 81.0, 96.0, 105.0, 115.0, 119.0, 127.5, 128.0, 132.5, 133.0]","[0.0, 17.0, 29.0, 55.0, 74.0, 81.0, 96.0, 105.0, 115.0, 119.0, 127.5, 128.0, 132.5]","[1.0, 1.5, 1.0, 1.0, 3.0, 2.5, 2.0, 3.0, 2.0, 3.0, 1.0, 3.5, 1.0]","[5, 5, 5, 4, 4, 3, 3, 3, 3, 3, 6, 3, 6]","[5, 5, 5, 5, 4, 3, 3, 4, 2, 3, 6, 3, 6]","[5.0, 3.0, 4.0, 2.0, 2.0, 0.25, 0.25, 0.5, 0.5, 0.5, 1.0, 0.25, 1.0]","[6.0, 4.0, 5.0, 2.5, 3.0, 0.25, 0.5, 0.75, 1.0, 1.0, 1.5, 0.5, 1.5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2006-03-17 10:30,44,3,1.0,53.0,1.0,3.0,100.9123351677189,"[210.0, 171.0, 250.0, 181.06998247500167, 167.40359922257957, 214.05538713582197, 159.80269941693467, 202.0738495144293, 140.0, 232.12522605741117, 140.0]","[(210.0, 260.0), (171.0, 190.0), (250.0, 70.0), (181.06998247500167, 150.0), (167.40359922257957, 90.0), (214.05538713582197, 100.0), (159.80269941693467, 40.0), (202.0738495144293, 85.0), (140.0, 5.0), (232.12522605741117, 45.0), (140.0, 5.0)]",1.0,2,11,"[26.0, 19.0, 7.0, 15.0, 9.0, 28.0]","[210.0, 171.0, 250.0, 181.06998247500167, 167.40359922257957, 181.34286035409954]"
6676,"[36.0, 12.0, 18.0, 2.0]","[250.0, 202.0738495144293, 159.41582238929536, 81.0]",-1,,[],"[36.0, 48.0, 66.0, 68.0]","[0.0, 36.0, 48.0, 66.0]","[3.0, 3.0, 1.5, 1.0]","[4, 3, 3, 1]","[4, 3, 3, 1]","[1.0, 1.0, 0.5, 2.0]","[1.0, 1.0, 1.0, 2.0]","[0, 0, 0, 0]",2005-12-26 15:00,32,7,0.0,68.0,3.0,1.0,878.8754841373355,[],[],3.0,2,0,[],[]
74292,"[16.0, 4.0, 10.0, 37.0, 35.0, 3.0, 15.5, 1.0, 1.5, 15.0]","[248.5, 269.5, 232.12522605741117, 272.9777961056527, 202.0738495144293, 292.25, 159.80269941693467, 156.1325, 292.25, 115.25]",5,3.0,"[15.5, 1.0, 1.5, 15.0]","[16.0, 20.0, 30.0, 67.0, 102.0, 105.0, 120.5, 121.5, 123.0, 138.0]","[0.0, 16.0, 20.0, 30.0, 67.0, 102.0, 105.0, 120.5, 121.5, 123.0]","[3.5, 3.5, 3.5, 4.0, 3.0, 4.5, 2.0, 1.0, 4.0, 1.0]","[9, 7, 3, 3, 3, 7, 3, 3, 7, 2]","[7, 9, 3, 3, 3, 7, 2, 4, 7, 4]","[0.5, 0.5, 0.25, 0.25, 0.25, 1.0, 0.25, 0.5, 0.5, 0.25]","[2.0, 1.5, 0.5, 0.25, 0.5, 1.0, 0.5, 0.5, 1.5, 1.0]","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",2009-12-15 11:50,36,4,2.0,105.0,3.0,1.0,131.83132262060033,"[159.80269941693467, 156.1325, 292.25, 115.25]","[(159.80269941693467, 155.0), (156.1325, 10.0), (292.25, 15.0), (115.25, 150.0)]",3.0,2,4,"[15.5, 1.0, 1.5, 15.0]","[159.80269941693467, 156.1325, 292.25, 115.25]"
74404,"[30.0, 8.0, 19.0, 23.0, 12.0, 22.0, 9.0, 10.0]","[222.5, 217.0, 296.0, 227.0, 272.9777961056527, 176.55269941693467, 167.40359922257957, 141.8825]",5,22.0,"[9.0, 10.0]","[30.0, 38.0, 57.0, 80.0, 92.0, 114.0, 123.0, 133.0]","[0.0, 30.0, 38.0, 57.0, 80.0, 92.0, 114.0, 123.0]","[1.5, 3.0, 4.0, 2.5, 4.0, 2.0, 2.0, 1.0]","[5, 9, 4, 4, 3, 3, 3, 3]","[5, 9, 4, 4, 3, 4, 3, 2]","[2.0, 2.0, 1.5, 1.0, 0.25, 0.5, 0.25, 0.5]","[3.0, 2.0, 1.5, 1.5, 0.25, 1.0, 0.5, 0.5]","[0, 0, 0, 0, 0, 0, 0, 0]",2010-01-05 11:29,38,3,1.0,114.0,1.0,3.0,100.9123351677189,"[167.40359922257957, 141.8825]","[(167.40359922257957, 90.0), (141.8825, 100.0)]",1.0,2,2,"[9.0, 10.0]","[167.40359922257957, 141.8825]"
74431,"[15.0, 49.0, 10.0, 9.0, 5.0, 11.0, 14.0, 13.0, 9.0]","[235.0, 227.0, 296.0, 326.42346393368337, 238.01846237860732, 202.0738495144293, 181.06998247500167, 159.80269941693467, 81.0]",3,9.0,"[5.0, 11.0, 14.0, 13.0, 9.0]","[15.0, 64.0, 74.0, 83.0, 88.0, 99.0, 113.0, 126.0, 135.0]","[0.0, 15.0, 64.0, 74.0, 83.0, 88.0, 99.0, 113.0, 126.0]","[2.0, 2.5, 4.0, 4.5, 3.0, 3.0, 2.5, 2.0, 1.0]","[5, 4, 4, 3, 4, 3, 3, 3, 1]","[5, 4, 4, 3, 3, 3, 3, 2, 1]","[3.0, 1.5, 0.5, 0.25, 0.5, 0.25, 0.25, 0.5, 2.0]","[3.0, 2.0, 0.5, 0.25, 1.0, 0.25, 0.25, 0.5, 2.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",2010-01-09 11:50,34,2,1.0,83.0,1.0,3.0,80.0,"[238.01846237860732, 202.0738495144293, 181.06998247500167, 159.80269941693467, 81.0]","[(238.01846237860732, 50.0), (202.0738495144293, 110.0), (181.06998247500167, 140.0), (159.80269941693467, 130.0), (81.0, 90.0)]",1.0,2,5,"[5.0, 11.0, 14.0, 13.0, 9.0]","[238.01846237860732, 202.0738495144293, 181.06998247500167, 159.80269941693467, 81.0]"
74557,"[37.0, 25.0, 3.0, 57.0, 19.0, 28.0, 4.0, 5.0, 2.0]","[250.0, 250.0, 296.0, 225.25, 259.0, 158.0, 167.40359922257957, 101.0, 81.0]",-1,,[],"[37.0, 62.0, 65.0, 122.0, 141.0, 169.0, 173.0, 178.0, 180.0]","[0.0, 37.0, 62.0, 65.0, 122.0, 141.0, 169.0, 173.0, 178.0]","[3.0, 3.0, 4.0, 3.0, 4.0, 1.0, 2.0, 1.0, 1.0]","[4, 4, 4, 9, 9, 4, 3, 2, 1]","[4, 4, 4, 4, 9, 4, 3, 2, 1]","[2.0, 1.5, 1.0, 1.0, 0.5, 1.0, 0.5, 0.5, 2.0]","[2.0, 2.0, 1.0, 1.5, 0.5, 2.0, 0.75, 1.0, 2.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",2010-01-26 13:30,33,7,0.0,180.0,3.0,1.0,878.8754841373355,[],[],3.0,2,0,[],[]
74635,"[94.0, 2.0, 4.0, 13.0]","[217.0, 342.0, 342.0, 137.0]",1,2.0,"[4.0, 13.0]","[94.0, 96.0, 100.0, 113.0]","[0.0, 94.0, 96.0, 100.0]","[3.0, 5.0, 5.0, 2.0]","[9, 4, 4, 2]","[9, 4, 4, 2]","[1.0, 0.5, 0.3, 0.5]","[2.0, 1.0, 0.5, 1.0]","[0, 0, 0, 0]",2010-01-31 13:00,30,2,1.0,96.0,1.0,3.0,80.0,"[342.0, 137.0]","[(342.0, 40.0), (137.0, 130.0)]",1.0,2,2,"[4.0, 13.0]","[342.0, 137.0]"
74692,"[5.0, 5.0, 24.0, 18.0, 13.0, 2.0, 5.0, 4.0, 11.0, 3.0]","[235.0, 242.375, 227.25, 250.0, 158.0, 296.0, 157.3775, 176.55269941693467, 114.6275, 149.3118667919715]",7,4.0,"[11.0, 3.0]","[5.0, 10.0, 34.0, 52.0, 65.0, 67.0, 72.0, 76.0, 87.0, 90.0]","[0.0, 5.0, 10.0, 34.0, 52.0, 65.0, 67.0, 72.0, 76.0, 87.0]","[2.0, 2.5, 2.0, 3.0, 1.0, 4.0, 1.0, 2.0, 1.0, 1.5]","[5, 5, 5, 4, 4, 4, 4, 3, 2, 3]","[5, 4, 4, 4, 4, 4, 3, 4, 3, 2]","[2.0, 2.0, 3.0, 1.0, 0.8, 0.8, 0.5, 0.5, 0.5, 0.5]","[4.0, 4.0, 5.0, 2.0, 1.5, 1.5, 1.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2010-02-08 10:00,38,2,1.0,80.0,1.0,3.0,80.0,"[114.6275, 149.3118667919715]","[(114.6275, 110.0), (149.3118667919715, 30.0)]",1.0,2,2,"[11.0, 3.0]","[114.6275, 149.3118667919715]"
74722,"[15.0, 5.0, 27.0, 15.0, 38.0, 24.0, 3.0, 9.0, 5.0, 3.0, 8.0, 1.0, 17.0]","[210.0, 296.0, 250.0, 268.25, 311.25, 296.0, 217.0, 217.0, 158.0, 205.80538713582197, 155.51, 167.40359922257957, 86.0]",8,5.0,"[3.0, 8.0, 1.0, 17.0]","[15.0, 20.0, 47.0, 62.0, 100.0, 124.0, 127.0, 136.0, 141.0, 144.0, 152.0, 153.0, 170.0]","[0.0, 15.0, 20.0, 47.0, 62.0, 100.0, 124.0, 127.0, 136.0, 141.0, 144.0, 152.0, 153.0]","[1.0, 4.0, 3.0, 4.0, 5.0, 4.0, 3.0, 3.0, 1.0, 3.0, 1.0, 2.0, 1.0]","[5, 4, 4, 9, 9, 4, 9, 9, 4, 3, 3, 3, 1]","[5, 4, 4, 4, 4, 4, 9, 9, 4, 9, 3, 3, 2]","[3.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 0.25, 0.5, 2.0]","[4.0, 2.0, 3.0, 1.5, 2.0, 2.0, 1.0, 1.5, 1.5, 1.0, 0.5, 1.0, 3.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2010-02-12 08:00,34,2,1.0,141.0,1.0,3.0,80.0,"[205.80538713582197, 155.51, 167.40359922257957, 86.0]","[(205.80538713582197, 30.0), (155.51, 80.0), (167.40359922257957, 10.0), (86.0, 170.0)]",1.0,2,4,"[3.0, 8.0, 1.0, 17.0]","[205.80538713582197, 155.51, 167.40359922257957, 86.0]"
74834,"[35.0, 16.0, 24.0, 10.0, 5.0, 11.0, 15.0, 3.0, 25.0, 2.0, 9.0, 5.0, 7.0, 12.0]","[187.5, 301.0, 300.0, 173.75, 250.0, 205.80538713582197, 196.75, 269.48334707923954, 133.0, 269.48334707923954, 167.40359922257957, 144.6008998056449, 202.0738495144293, 86.0]",12,7.0,[12.0],"[35.0, 51.0, 75.0, 85.0, 90.0, 101.0, 116.0, 119.0, 144.0, 146.0, 155.0, 160.0, 167.0, 179.0]","[0.0, 35.0, 51.0, 75.0, 85.0, 90.0, 101.0, 116.0, 119.0, 144.0, 146.0, 155.0, 160.0, 167.0]","[1.0, 5.0, 4.0, 1.5, 3.0, 3.0, 2.0, 4.0, 1.0, 4.0, 2.0, 2.0, 3.0, 1.0]","[5, 9, 4, 4, 4, 3, 4, 3, 9, 3, 3, 2, 3, 1]","[7, 9, 7, 7, 4, 9, 9, 9, 9, 9, 3, 3, 3, 2]","[4.0, 4.0, 1.0, 2.0, 1.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.25, 0.5, 0.25, 0.5]","[4.0, 4.0, 3.0, 3.0, 2.0, 1.0, 2.0, 0.5, 1.0, 1.0, 0.5, 1.0, 0.5, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2010-02-20 13:00,34,2,1.0,167.0,1.0,3.0,80.0,[86.0],"[(86.0, 120.0)]",1.0,2,1,[12.0],[86.0]
74856,"[2.0, 8.0, 10.0, 9.0, 9.0, 19.0, 2.0, 13.0, 8.0, 11.0, 12.0, 1.0]","[182.25, 225.25, 203.75, 286.75, 225.25, 210.0, 217.0, 210.0, 290.2444490264132, 171.0, 101.0, 173.0]",7,13.0,"[8.0, 11.0, 12.0, 1.0]","[2.0, 10.0, 20.0, 29.0, 38.0, 57.0, 59.0, 72.0, 80.0, 91.0, 103.0, 104.0]","[0.0, 2.0, 10.0, 20.0, 29.0, 38.0, 57.0, 59.0, 72.0, 80.0, 91.0, 103.0]","[2.0, 3.0, 2.5, 4.0, 3.0, 1.0, 3.0, 1.0, 4.0, 1.0, 1.0, 3.0]","[9, 9, 9, 4, 9, 5, 9, 5, 4, 4, 2, 2]","[4, 4, 4, 9, 4, 5, 9, 5, 3, 5, 2, 2]","[0.5, 0.5, 0.5, 0.5, 0.5, 2.0, 1.0, 2.0, 0.5, 1.0, 0.5, 0.5]","[2.5, 1.5, 2.0, 1.0, 1.5, 5.0, 2.0, 5.0, 1.0, 4.0, 2.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2010-02-25 09:00,35,2,1.0,72.0,1.0,3.0,80.0,"[290.2444490264132, 171.0, 101.0, 173.0]","[(290.2444490264132, 80.0), (171.0, 110.0), (101.0, 120.0), (173.0, 10.0)]",1.0,2,4,"[8.0, 11.0, 12.0, 1.0]","[290.2444490264132, 171.0, 101.0, 173.0]"
74888,"[28.0, 6.0, 8.0, 2.0, 23.0, 1.0, 3.0, 2.0, 6.0, 4.0, 12.0, 2.0, 8.0, 3.0, 9.0, 3.0, 5.0, 1.0]","[210.0, 210.0, 273.0, 171.0, 250.0, 210.0, 250.0, 153.5, 241.75, 210.0, 210.0, 210.0, 232.12522605741117, 202.0738495144293, 272.9777961056527, 158.0, 164.8118667919715, 202.0738495144293]",13,3.0,"[9.0, 3.0, 5.0, 1.0]","[28.0, 34.0, 42.0, 44.0, 67.0, 68.0, 71.0, 73.0, 79.0, 83.0, 95.0, 97.0, 105.0, 108.0, 117.0, 120.0, 125.0, 126.0]","[0.0, 28.0, 34.0, 42.0, 44.0, 67.0, 68.0, 71.0, 73.0, 79.0, 83.0, 95.0, 97.0, 105.0, 108.0, 117.0, 120.0, 125.0]","[1.0, 1.0, 3.5, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 1.0, 1.0, 1.0, 3.5, 3.0, 4.0, 1.0, 1.5, 3.0]","[5, 5, 4, 4, 4, 5, 4, 4, 4, 5, 5, 5, 3, 3, 3, 4, 3, 3]","[5, 5, 4, 5, 4, 5, 4, 6, 9, 5, 5, 5, 3, 3, 3, 4, 4, 3]","[1.5, 2.0, 0.5, 1.2, 1.2, 1.2, 0.8, 1.2, 1.0, 1.2, 1.0, 1.5, 0.2, 0.2, 0.2, 0.4, 0.2, 0.2]","[2.5, 4.0, 1.8, 2.0, 1.8, 2.0, 1.5, 2.4, 1.5, 2.5, 1.5, 3.0, 0.4, 0.6, 0.4, 0.9, 0.7, 0.4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2010-02-27 13:00,33,2,1.0,108.0,1.0,3.0,80.0,"[272.9777961056527, 158.0, 164.8118667919715, 202.0738495144293]","[(272.9777961056527, 90.0), (158.0, 30.0), (164.8118667919715, 50.0), (202.0738495144293, 10.0)]",1.0,2,4,"[9.0, 3.0, 5.0, 1.0]","[272.9777961056527, 158.0, 164.8118667919715, 202.0738495144293]"
74948,"[54.0, 4.0, 28.0, 1.0, 1.0, 6.0, 5.0, 2.0, 4.0, 3.0, 1.0, 1.7000000000000028, 0.29999999999999716, 5.0]","[247.5, 290.4375, 247.5, 235.0, 290.4375, 204.0, 210.0, 158.0, 227.0, 273.0, 158.0, 210.0, 281.0625, 101.0]",6,5.0,"[2.0, 4.0, 3.0, 1.0, 1.7000000000000028, 0.29999999999999716, 5.0]","[54.0, 58.0, 86.0, 87.0, 88.0, 94.0, 99.0, 101.0, 105.0, 108.0, 109.0, 110.7, 111.0, 116.0]","[0.0, 54.0, 58.0, 86.0, 87.0, 88.0, 94.0, 99.0, 101.0, 105.0, 108.0, 109.0, 110.7, 111.0]","[2.5, 4.0, 2.5, 2.0, 4.0, 2.0, 1.0, 1.0, 2.5, 3.5, 1.0, 1.0, 2.5, 1.0]","[5, 7, 5, 5, 7, 4, 5, 4, 4, 4, 4, 5, 7, 2]","[5, 5, 5, 5, 5, 4, 5, 4, 4, 4, 4, 5, 5, 2]","[3.0, 2.0, 3.0, 2.0, 1.0, 1.2, 1.5, 1.2, 1.0, 1.0, 1.0, 1.2, 1.0, 1.0]","[4.0, 2.5, 3.0, 3.0, 1.0, 1.2, 2.0, 1.5, 1.0, 1.0, 1.0, 1.2, 1.0, 1.0]","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2010-03-05 09:45,33,2,3.0,99.0,1.0,3.0,80.0,"[158.0, 227.0, 273.0, 158.0, 210.0, 281.0625, 101.0]","[(158.0, 20.0), (227.0, 40.0), (273.0, 30.0), (158.0, 10.0), (210.0, 17.00000000000003), (281.0625, 2.9999999999999716), (101.0, 50.0)]",1.0,2,7,"[2.0, 4.0, 3.0, 1.0, 1.7000000000000028, 5.299999999999997]","[158.0, 227.0, 273.0, 158.0, 210.0, 191.03125]"
75078,"[25.0, 32.0, 18.0, 45.0, 4.0, 9.0, 15.0, 6.0, 9.0, 5.0, 8.0, 4.0]","[125.0, 235.0, 241.75, 296.0, 148.5, 259.0, 204.0, 259.0, 205.80538713582197, 175.0, 202.0738495144293, 272.9777961056527]",9,5.0,"[8.0, 4.0]","[25.0, 57.0, 75.0, 120.0, 124.0, 133.0, 148.0, 154.0, 163.0, 168.0, 176.0, 180.0]","[0.0, 25.0, 57.0, 75.0, 120.0, 124.0, 133.0, 148.0, 154.0, 163.0, 168.0, 176.0]","[1.0, 2.0, 3.0, 4.0, 1.0, 4.0, 2.0, 4.0, 3.0, 2.0, 3.0, 4.0]","[7, 5, 4, 4, 4, 9, 4, 9, 3, 9, 3, 3]","[6, 5, 9, 4, 7, 9, 4, 9, 9, 9, 3, 3]","[3.0, 2.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 0.5, 0.5, 0.25, 0.25]","[4.0, 3.0, 1.5, 1.5, 3.0, 1.0, 1.5, 1.0, 1.0, 1.0, 0.5, 0.25]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2010-03-17 13:40,34,2,2.0,168.0,1.0,3.0,80.0,"[202.0738495144293, 272.9777961056527]","[(202.0738495144293, 80.0), (272.9777961056527, 40.0)]",1.0,2,2,"[8.0, 4.0]","[202.0738495144293, 272.9777961056527]"
75212,"[25.0, 55.0, 2.0, 18.0, 31.0]","[212.125, 210.0, 227.0, 159.41582238929536, 101.0]",-1,,[],"[25.0, 80.0, 82.0, 100.0, 131.0]","[0.0, 25.0, 80.0, 82.0, 100.0]","[1.5, 1.0, 2.5, 1.5, 1.0]","[5, 5, 4, 3, 2]","[4, 5, 4, 3, 2]","[1.0, 2.0, 1.0, 0.5, 1.0]","[2.0, 3.0, 2.0, 0.5, 1.0]","[0, 0, 0, 0, 0]",2010-04-02 14:00,36,2,1.0,0.0,1.0,3.0,80.0,[],[],1.0,2,0,[],[]
75224,"[15.0, 60.0, 10.0, 29.0, 15.0, 13.0, 25.0, 11.0, 10.0]","[184.0, 120.0, 152.0, 292.25, 292.25, 181.06998247500167, 144.6008998056449, 114.0, 86.0]",6,25.0,"[11.0, 10.0]","[15.0, 75.0, 85.0, 114.0, 129.0, 142.0, 167.0, 178.0, 188.0]","[0.0, 15.0, 75.0, 85.0, 114.0, 129.0, 142.0, 167.0, 178.0]","[2.0, 1.0, 1.5, 4.0, 4.0, 2.5, 2.0, 1.5, 1.0]","[7, 7, 7, 7, 7, 3, 2, 2, 1]","[7, 7, 7, 7, 7, 3, 3, 1, 2]","[2.0, 2.0, 1.0, 1.0, 1.0, 0.25, 0.5, 1.0, 0.5]","[3.0, 4.0, 2.0, 1.5, 2.0, 0.75, 1.0, 2.0, 1.5]","[0, 0, 0, 1, 1, 0, 0, 0, 0]",2010-04-06 09:30,38,2,2.0,167.0,1.0,3.0,80.0,"[114.0, 86.0]","[(114.0, 110.0), (86.0, 100.0)]",1.0,2,2,"[11.0, 10.0]","[114.0, 86.0]"
75261,"[4.0, 25.0, 9.0, 7.0, 12.0, 8.0, 22.0, 6.0, 7.0, 9.0, 6.0, 9.0, 6.0]","[210.0, 227.0, 289.1875, 250.0, 290.2444490264132, 242.34391954305838, 202.0738495144293, 232.12522605741117, 194.80538713582197, 232.12522605741117, 144.6008998056449, 114.6275, 81.0]",4,12.0,"[8.0, 22.0, 6.0, 7.0, 9.0, 6.0, 9.0, 6.0]","[4.0, 29.0, 38.0, 45.0, 57.0, 65.0, 87.0, 93.0, 100.0, 109.0, 115.0, 124.0, 130.0]","[0.0, 4.0, 29.0, 38.0, 45.0, 57.0, 65.0, 87.0, 93.0, 100.0, 109.0, 115.0, 124.0]","[1.0, 2.5, 4.5, 3.0, 4.0, 3.5, 3.0, 3.5, 3.0, 3.5, 2.0, 1.0, 1.0]","[5, 4, 7, 4, 4, 3, 3, 3, 3, 3, 2, 2, 1]","[5, 4, 9, 4, 3, 4, 3, 3, 2, 3, 3, 3, 1]","[3.0, 1.25, 1.25, 1.0, 1.0, 0.75, 0.5, 0.25, 0.75, 0.25, 1.0, 0.5, 2.5]","[3.0, 1.5, 1.25, 1.0, 1.0, 0.75, 0.5, 0.5, 0.75, 0.5, 1.0, 0.5, 2.5]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2010-04-15 09:30,40,6,3.0,57.0,3.0,1.0,439.4377420686678,"[242.34391954305838, 202.0738495144293, 232.12522605741117, 194.80538713582197, 232.12522605741117, 144.6008998056449, 114.6275, 81.0]","[(242.34391954305838, 80.0), (202.0738495144293, 220.0), (232.12522605741117, 60.0), (194.80538713582197, 70.0), (232.12522605741117, 90.0), (144.6008998056449, 60.0), (114.6275, 90.0), (81.0, 60.0)]",3.0,2,8,"[8.0, 22.0, 6.0, 7.0, 9.0, 21.0]","[242.34391954305838, 202.0738495144293, 232.12522605741117, 194.80538713582197, 232.12522605741117, 113.40946660188165]"
75528,"[15.0, 14.0, 19.0, 15.0, 18.0, 16.0]","[293.25, 204.0, 196.0, 292.25, 161.51749561875042, 256.98334707923954]",4,18.0,[16.0],"[15.0, 29.0, 48.0, 63.0, 81.0, 97.0]","[0.0, 15.0, 29.0, 48.0, 63.0, 81.0]","[4.0, 2.0, 2.5, 3.0, 2.5, 4.0]","[4, 4, 9, 7, 2, 3]","[5, 4, 9, 7, 3, 2]","[1.0, 1.0, 0.5, 0.5, 0.25, 0.25]","[3.0, 2.0, 1.0, 2.0, 1.0, 0.75]","[0, 0, 0, 1, 0, 0]",2010-12-18 10:00,34,2,1.0,81.0,1.0,3.0,80.0,[256.98334707923954],"[(256.98334707923954, 160.0)]",1.0,2,1,[16.0],[256.98334707923954]
75544,"[2.0, 24.0, 16.0, 5.0, 4.0, 21.0]","[292.25, 181.0, 181.06998247500167, 167.40359922257957, 174.55248685625125, 96.0]",3,5.0,"[4.0, 21.0]","[2.0, 26.0, 42.0, 47.0, 51.0, 72.0]","[0.0, 2.0, 26.0, 42.0, 47.0, 51.0]","[5.0, 1.5, 2.5, 2.0, 2.5, 1.0]","[7, 4, 3, 3, 3, 2]","[7, 4, 3, 3, 2, 1]","[1.5, 1.0, 0.25, 0.25, 0.25, 1.0]","[2.0, 1.5, 0.5, 0.5, 1.0, 2.0]","[1, 0, 0, 0, 0, 0]",2010-12-26 11:30,37,3,1.0,47.0,1.0,3.0,100.9123351677189,"[174.55248685625125, 96.0]","[(174.55248685625125, 40.0), (96.0, 210.0)]",1.0,2,2,"[4.0, 21.0]","[174.55248685625125, 96.0]"
7555,"[20.0, 1.0, 17.0, 14.0, 2.6000000000000014, 0.3999999999999986, 13.0, 9.799999999999997, 0.20000000000000284]","[191.375, 224.25, 154.0, 152.25, 152.25, 199.0, 164.8118667919715, 158.0, 140.0]",4,2.6000000000000014,"[0.3999999999999986, 13.0, 9.799999999999997, 0.20000000000000284]","[20.0, 21.0, 38.0, 52.0, 54.6, 55.0, 68.0, 77.8, 78.0]","[0.0, 20.0, 21.0, 38.0, 52.0, 54.6, 55.0, 68.0, 77.8]","[1.5, 2.5, 1.5, 1.0, 1.0, 2.0, 1.5, 1.0, 1.0]","[4, 4, 9, 9, 9, 4, 3, 4, 6]","[5, 7, 9, 5, 5, 7, 4, 4, 6]","[1.0, 0.75, 1.0, 1.0, 1.0, 0.5, 0.5, 0.5, 1.0]","[2.0, 1.0, 1.5, 2.0, 2.5, 0.75, 0.75, 1.0, 2.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",2003-12-11 10:30,34,5,2.0,54.6,3.0,1.0,197.7469839309005,"[199.0, 164.8118667919715, 158.0, 140.0]","[(199.0, 3.999999999999986), (164.8118667919715, 130.0), (158.0, 97.99999999999997), (140.0, 2.0000000000000284)]",3.0,2,4,"[0.3999999999999986, 13.0, 9.799999999999997, 0.20000000000000284]","[199.0, 164.8118667919715, 158.0, 140.0]"
