layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust
3.0,0.0,1.0,5,5,4.0,6.0,0
16.0,3.0,2.0,5,5,2.5,4.0,0
23.2,16.0,1.0,5,5,4.0,6.0,0
23.5,23.2,3.0,7,4,1.0,1.0,1
24.0,23.5,1.5,6,6,4.0,6.0,0
24.5,24.0,2.0,4,4,1.0,2.0,0
25.0,24.5,3.0,7,4,1.0,1.5,1
29.0,25.0,2.0,4,4,0.75,1.0,0
59.0,29.0,3.5,3,3,0.25,0.5,0
66.0,59.0,1.5,4,3,0.5,1.0,0
69.0,66.0,2.0,3,4,0.5,0.75,0
72.0,69.0,1.0,3,4,0.5,0.75,0
80.0,72.0,2.5,3,4,0.5,0.75,0
88.0,80.0,1.5,4,2,0.5,1.0,0
99.8,88.0,1.0,4,2,0.5,1.0,0
99.9,99.8,1.5,7,7,0.5,0.5,1
100.0,99.9,1.0,6,6,1.0,1.0,0
