layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust
11.0,0.0,2.0,5,5,2.0,2.0,0
33.0,11.0,3.0,4,5,1.0,2.0,0
43.0,33.0,3.0,5,5,1.0,2.0,0
73.0,43.0,3.0,9,4,1.0,1.0,0
82.0,73.0,3.5,4,9,1.0,1.0,0
105.0,82.0,3.0,4,3,0.5,1.5,0
117.0,105.0,3.0,4,4,1.0,3.0,0
120.0,117.0,1.5,4,5,1.0,2.0,0
127.0,120.0,3.5,3,4,0.5,1.0,0
132.6,127.0,2.0,4,9,1.0,1.5,0
133.0,132.6,3.0,7,4,1.0,1.0,1
147.0,133.0,1.5,2,3,0.5,1.0,0
150.0,147.0,1.0,2,1,1.0,3.0,0
159.0,150.0,1.5,2,1,1.0,3.0,0
162.0,159.0,1.0,1,1,2.0,4.0,0
