layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust
19.0,0.0,2.0,4,7,1.0,1.0,0
32.0,19.0,3.5,7,4,1.0,2.0,0
33.0,32.0,2.0,7,4,1.0,2.0,0
61.0,33.0,4.0,3,4,0.25,0.75,0
65.0,61.0,3.0,7,4,1.0,1.0,0
92.0,65.0,3.5,3,4,0.5,0.5,0
104.0,92.0,3.0,4,4,0.5,1.0,0
113.0,104.0,2.5,4,4,0.75,1.0,0
116.0,113.0,1.5,4,7,0.75,1.5,0
117.0,116.0,4.0,7,7,1.0,1.0,1
127.7,117.0,2.5,3,4,0.5,0.75,0
128.0,127.7,3.0,7,7,0.5,0.5,1
140.0,128.0,2.5,3,4,0.25,0.5,0
157.0,140.0,2.0,4,3,0.5,0.75,0
168.7,157.0,1.0,4,4,0.5,0.75,0
169.0,168.7,1.5,4,7,0.5,1.0,1
169.5,169.0,1.0,4,4,0.5,1.0,0
171.0,169.5,1.0,6,6,12.0,15.0,0
172.5,171.0,1.0,2,1,0.5,1.5,0
173.0,172.5,1.5,3,2,0.5,0.5,0
