layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust
15.0,0.0,2.0,9,5,2.0,4.0,0
57.0,15.0,4.0,7,9,2.0,3.0,1
60.0,57.0,2.5,4,4,2.0,2.0,0
62.0,60.0,4.0,7,4,1.0,1.5,1
70.0,62.0,2.5,9,4,1.5,2.0,0
94.0,70.0,3.0,4,9,1.5,2.0,0
114.0,94.0,4.0,4,4,1.0,1.0,0
117.0,114.0,2.5,4,4,1.0,1.5,0
127.5,117.0,3.5,3,4,0.5,0.5,0
128.0,127.5,1.5,6,4,1.0,2.0,0
137.0,128.0,3.5,3,4,0.3,0.5,0
158.5,137.0,3.0,4,4,0.5,0.5,0
159.0,158.5,4.0,7,4,0.5,1.0,1
164.0,159.0,1.5,2,3,1.0,1.0,0
172.0,164.0,2.0,3,2,0.5,1.0,0
176.0,172.0,1.0,3,2,0.5,1.0,0
