layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust
20.0,0.0,1.5,5,9,2.0,3.0,0
35.0,20.0,1.0,5,9,2.0,3.0,0
36.0,35.0,3.0,4,7,1.0,2.0,1
56.0,36.0,1.0,9,9,1.0,2.0,0
61.7,56.0,1.5,9,9,0.75,1.0,0
62.0,61.7,2.5,4,7,0.75,0.75,1
66.0,62.0,2.0,9,9,0.5,1.0,0
70.0,66.0,2.5,9,9,0.5,1.0,0
85.0,70.0,3.0,3,3,0.25,0.5,0
105.0,85.0,2.5,3,3,0.25,0.5,0
121.0,105.0,2.0,3,3,0.25,0.5,0
127.0,121.0,1.0,4,3,0.5,0.75,0
133.0,127.0,1.0,4,5,0.75,1.5,0
133.9,133.0,1.0,5,5,1.0,1.5,0
134.0,133.9,1.5,4,7,1.0,1.0,0
136.0,134.0,1.0,1,4,0.75,1.5,0
