layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust
17.0,0.0,1.0,5,9,2.0,4.0,0
19.0,17.0,3.0,4,7,2.0,3.0,1
26.0,19.0,1.0,5,9,1.5,3.0,0
30.0,26.0,2.5,4,7,1.0,3.0,1
39.0,30.0,1.0,5,9,2.0,3.0,0
40.0,39.0,2.0,4,7,1.0,2.0,1
50.5,40.0,1.0,9,5,2.0,3.0,0
51.0,50.5,2.0,4,7,0.5,1.0,1
55.0,51.0,2.0,9,9,0.5,1.0,0
62.0,55.0,2.5,3,3,0.25,0.5,0
75.0,62.0,1.0,3,3,0.5,0.5,0
99.5,75.0,1.5,3,3,0.25,0.5,0
100.0,99.5,2.5,7,7,0.5,1.0,1
111.0,100.0,1.5,2,3,0.5,1.0,0
112.0,111.0,2.5,7,7,0.5,0.75,1
118.0,112.0,1.0,2,0,1.0,1.0,0
