layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust
23.0,0.0,1.5,9,9,1.0,2.0,0
24.0,23.0,3.0,7,7,1.0,2.0,1
35.0,24.0,2.5,9,9,0.75,1.25,0
98.0,35.0,4.0,3,9,0.5,0.75,0
132.0,98.0,3.0,3,9,0.5,0.75,0
140.0,132.0,2.5,4,9,0.75,1.25,0
149.0,140.0,2.0,9,9,1.0,1.5,0
150.8,149.0,2.5,4,9,0.75,1.25,0
151.8,150.8,2.0,9,9,1.0,1.5,0
152.0,151.8,2.5,7,4,1.0,2.0,1
153.5,152.0,1.0,9,9,1.0,2.0,0
154.0,153.5,1.0,6,9,5.0,8.0,0
160.1,154.0,1.5,4,9,0.5,1.0,0
160.5,160.1,1.5,9,6,2.0,4.0,0
161.0,160.5,3.5,3,3,0.5,0.5,0
169.0,161.0,3.0,3,3,0.5,0.5,0
180.0,169.0,2.0,3,2,0.5,0.75,0
184.0,180.0,1.5,2,3,0.75,1.5,0
188.0,184.0,2.5,3,2,0.5,0.75,0
199.0,188.0,1.5,3,4,0.5,0.75,0
205.8,199.0,1.0,2,3,0.5,1.0,0
206.4,205.8,1.0,6,6,4.0,7.0,0
206.5,206.4,1.5,3,7,0.25,0.5,0
207.0,206.5,1.0,6,6,3.0,6.0,0
