layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust
5.0,0.0,1.5,9,9,1.5,2.0,0
11.0,5.0,3.0,4,7,1.5,2.5,1
24.0,11.0,1.0,9,9,2.0,3.0,0
28.0,24.0,2.0,4,7,1.5,2.0,1
56.0,28.0,1.0,9,9,1.0,2.0,0
77.0,56.0,2.5,9,9,0.5,1.0,0
99.0,77.0,3.0,4,9,0.5,0.75,0
103.0,99.0,3.0,4,7,1.0,1.5,1
108.0,103.0,1.5,9,9,0.5,1.0,0
110.0,108.0,2.0,4,7,1.0,2.0,1
122.0,110.0,3.0,3,9,0.5,0.75,0
145.0,122.0,1.5,3,9,0.5,1.0,0
162.0,145.0,2.0,3,0,0.5,1.0,0
186.0,162.0,1.0,3,2,0.5,0.75,0
188.6,186.0,1.0,2,4,0.5,1.0,0
188.8,188.6,1.5,3,3,0.5,0.5,0
190.0,188.8,1.0,6,6,2.0,3.0,0
193.0,190.0,1.0,3,0,0.5,1.0,0
