layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust
5.0,0.0,2.5,9,7,1.5,2.0,0
35.0,5.0,1.5,9,5,1.5,2.5,0
37.0,35.0,3.5,7,4,1.0,1.5,1
53.0,37.0,2.0,9,9,0.75,1.25,0
70.0,53.0,1.0,9,9,0.75,1.5,0
71.0,70.0,4.0,7,4,0.75,1.25,1
74.0,71.0,1.5,9,9,1.0,2.0,0
77.0,74.0,4.5,7,4,1.0,2.0,1
83.0,77.0,1.0,4,4,0.75,1.5,0
83.5,83.0,3.0,7,7,1.0,2.0,1
85.0,83.5,1.0,4,4,0.75,1.5,0
90.0,85.0,4.0,7,4,1.0,2.0,1
101.0,90.0,1.0,2,3,0.5,1.0,0
103.0,101.0,3.0,7,7,0.5,1.0,1
103.8,103.0,1.0,4,2,0.5,1.0,0
104.0,103.8,1.0,6,6,1.0,2.0,0
