layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust
20.0,0.0,2.0,4,5,2.0,4.0,0
21.0,20.0,6.0,8,8,,,0
37.0,21.0,4.5,9,9,0.25,0.5,0
43.0,37.0,1.0,4,9,1.5,3.0,0
45.0,43.0,3.5,7,7,1.0,2.0,1
65.0,45.0,2.5,4,5,1.0,1.5,0
66.0,65.0,6.0,8,8,,,0
75.0,66.0,2.0,9,9,1.0,2.0,0
86.5,75.0,3.0,9,9,0.25,0.5,0
87.0,86.5,6.0,8,8,,,0
93.0,87.0,2.0,4,9,1.0,2.0,0
95.0,93.0,3.5,7,7,1.0,2.0,1
99.0,95.0,2.0,4,9,0.5,1.25,0
102.0,99.0,4.0,7,4,0.5,1.0,1
104.5,102.0,2.0,4,9,0.5,1.0,0
105.0,104.5,2.5,7,7,0.5,1.5,1
112.5,105.0,1.0,4,5,1.0,1.25,0
113.5,112.5,3.5,7,7,1.0,2.0,1
114.0,113.5,1.0,4,9,0.75,1.25,0
119.0,114.0,3.5,7,7,1.0,1.5,1
121.0,119.0,2.0,2,3,0.5,1.0,0
126.0,121.0,1.0,2,1,1.0,2.0,0
131.0,126.0,2.0,2,7,0.5,1.0,0
132.0,131.0,1.0,7,1,1.0,2.0,0
