layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust
8.0,0.0,1.0,5,9,2.0,3.0,0
18.0,8.0,1.0,9,5,2.0,3.0,0
28.0,18.0,1.0,9,9,1.5,2.5,0
30.0,28.0,2.0,4,7,1.5,2.5,0
38.0,30.0,1.0,4,9,1.5,2.0,0
59.0,38.0,1.0,4,4,1.0,1.5,0
68.0,59.0,2.0,4,3,0.5,0.75,0
76.1,68.0,1.0,3,4,0.5,0.75,0
76.5,76.1,1.0,1,2,1.0,3.0,0
77.0,76.5,1.5,3,2,0.5,0.75,0
78.0,77.0,1.0,3,2,0.5,1.0,0
79.0,78.0,2.0,3,3,0.5,0.5,0
84.5,79.0,1.0,3,2,0.5,1.0,0
85.0,84.5,2.5,3,2,0.5,0.5,0
97.2,85.0,1.0,3,2,0.5,0.75,0
98.0,97.2,1.0,6,6,10.0,12.0,0
