layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust
10.0,0.0,4.0,3,3,0.5,0.5,0
35.0,10.0,3.5,3,3,0.25,0.5,0
44.0,35.0,3.0,3,3,0.5,0.5,0
49.0,44.0,3.5,3,3,0.25,0.5,0
54.2,49.0,2.0,3,3,0.5,0.5,0
55.0,54.2,1.5,7,7,0.75,1.5,1
60.0,55.0,1.5,3,9,0.5,1.0,0
65.0,60.0,2.5,3,3,0.5,0.5,0
70.0,65.0,2.0,3,2,0.5,1.0,0
71.0,70.0,3.5,7,7,1.0,1.0,1
77.0,71.0,2.5,3,3,0.5,0.5,0
81.0,77.0,1.5,3,2,0.5,1.0,0
83.0,81.0,2.0,3,3,0.25,0.5,0
88.0,83.0,1.5,3,2,0.5,0.75,0
92.0,88.0,2.0,3,3,0.5,0.5,0
96.0,92.0,1.0,4,2,0.5,1.0,0
98.0,96.0,2.5,3,4,0.5,0.75,0
99.5,98.0,4.0,7,7,0.5,1.0,1
100.0,99.5,1.0,4,5,0.5,1.0,0
