layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust
16.0,0.0,1.5,4,5,1.0,3.0,0
40.0,16.0,3.0,4,4,0.5,0.75,0
57.0,40.0,2.0,4,4,0.5,1.0,0
61.0,57.0,3.0,4,4,0.5,1.0,0
63.0,61.0,3.5,7,4,1.0,2.0,1
63.5,63.0,1.5,4,5,1.0,2.0,0
64.0,63.5,2.5,4,7,1.0,1.0,1
68.0,64.0,1.0,4,4,1.0,2.0,0
76.0,68.0,2.0,4,4,0.75,1.25,0
88.0,76.0,3.0,4,4,0.5,0.75,0
100.0,88.0,2.0,4,4,0.5,0.75,0
110.0,100.0,1.5,4,4,0.75,1.25,0
124.0,110.0,2.0,4,4,0.5,0.75,0
136.0,124.0,1.5,4,4,0.5,0.75,0
151.5,136.0,1.0,4,4,0.5,0.75,0
152.0,151.5,2.5,3,4,0.25,0.5,0
160.0,152.0,1.0,2,2,0.5,1.0,0
