layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust
18.0,0.0,2.0,9,9,1.0,1.5,0
30.0,18.0,2.5,9,9,1.0,2.0,0
43.5,30.0,1.0,9,5,1.5,2.5,0
45.0,43.5,2.5,7,4,1.0,2.0,1
55.0,45.0,1.0,4,5,1.5,2.5,0
57.0,55.0,2.5,7,4,1.0,2.0,1
75.0,57.0,2.0,9,9,1.0,1.5,0
89.5,75.0,1.0,9,4,1.0,2.0,0
91.5,89.5,2.0,7,4,1.0,2.0,1
92.5,91.5,1.5,4,7,1.0,2.0,0
93.0,92.5,4.5,7,7,1.0,2.0,1
98.0,93.0,1.0,4,4,0.5,1.0,0
100.0,98.0,4.0,7,7,0.5,1.0,1
103.0,100.0,2.0,3,3,0.25,0.5,0
107.0,103.0,1.0,3,2,0.25,0.75,0
119.0,107.0,2.0,3,2,0.5,0.75,0
120.0,119.0,1.0,3,2,0.5,1.0,0
121.0,120.0,1.0,7,2,1.0,1.0,0
