layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust
29.0,0.0,1.0,5,5,3.0,5.0,0
30.0,29.0,2.0,7,4,2.0,2.0,1
36.0,30.0,1.0,5,5,4.0,6.0,0
37.0,36.0,2.0,7,4,2.0,2.0,1
42.5,37.0,1.5,5,5,2.0,3.5,0
43.0,42.5,2.0,7,4,1.0,2.0,1
45.0,43.0,1.5,4,4,1.0,2.0,0
68.0,45.0,3.0,3,4,0.5,0.75,0
71.0,68.0,1.5,4,3,0.5,1.0,0
80.0,71.0,2.5,3,4,0.5,0.75,0
85.0,80.0,2.0,3,4,0.5,0.75,0
88.0,85.0,2.5,3,4,0.5,0.5,0
101.0,88.0,2.0,3,4,0.5,0.75,0
120.0,101.0,1.5,4,2,0.75,1.0,0
129.0,120.0,1.5,4,2,0.5,1.0,0
136.9,129.0,1.0,4,2,0.5,1.0,0
137.0,136.9,1.0,6,6,2.0,3.0,0
