layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust
130.0,100.0,4.5,3,3,0.25,0.25,0
178.0,130.0,4.0,3,3,0.25,0.5,0
186.0,178.0,1.5,4,3,0.5,1.0,0
194.0,186.0,3.0,3,4,0.5,0.75,0
206.0,194.0,2.0,4,3,0.5,0.75,0
208.4,206.0,1.0,4,4,0.75,1.25,0
209.0,208.4,1.0,4,6,1.0,6.0,0
211.0,209.0,1.0,4,4,0.75,1.25,0
211.5,211.0,1.0,4,6,1.0,5.0,0
213.0,211.5,1.0,4,4,0.5,1.0,0
220.0,213.0,3.0,3,3,0.25,0.5,0
230.0,220.0,1.0,3,2,0.25,0.75,0
247.0,230.0,2.5,3,0,0.25,0.5,0
249.0,247.0,1.0,2,3,0.5,1.0,0
252.0,249.0,1.5,3,2,0.5,0.75,0
260.0,252.0,1.0,2,3,0.5,1.0,0
