layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust
25.0,0.0,1.0,9,5,2.0,4.0,0
59.0,25.0,2.0,9,9,1.5,2.5,0
69.0,59.0,1.5,9,9,1.0,2.0,0
83.0,69.0,1.0,9,9,1.0,2.0,0
84.0,83.0,1.0,9,6,2.0,5.0,0
88.0,84.0,2.5,9,9,0.75,1.5,0
108.0,88.0,1.0,9,9,0.75,1.0,0
109.0,108.0,3.0,9,9,0.5,0.75,0
115.7,109.0,2.5,9,9,0.5,1.0,0
116.0,115.7,3.0,7,7,0.5,0.5,1
163.0,116.0,2.5,3,3,0.25,0.5,0
174.0,163.0,2.0,3,4,0.25,0.5,0
185.9,174.0,1.0,4,4,0.5,1.25,0
186.0,185.9,1.0,4,7,0.5,1.0,1
186.5,186.0,1.0,6,6,6.0,9.0,0
188.0,186.5,1.0,1,4,0.75,1.5,0
