layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust
15.0,0.0,3.0,9,9,1.0,1.5,0
46.0,15.0,4.0,9,9,1.0,1.5,0
57.0,46.0,2.5,9,9,1.0,2.0,0
62.0,57.0,1.5,9,9,1.0,2.0,0
87.0,62.0,3.5,9,9,0.5,1.0,0
90.0,87.0,1.5,9,5,1.5,2.0,0
93.0,90.0,2.5,9,9,1.5,2.0,0
101.0,93.0,2.0,9,9,1.0,2.0,0
107.5,101.0,1.0,9,5,1.5,2.5,0
108.5,107.5,1.0,9,5,2.0,3.0,0
109.0,108.5,2.5,9,9,0.75,1.0,0
113.0,109.0,2.0,9,4,0.75,1.5,0
117.5,113.0,1.0,4,9,1.0,2.0,0
119.0,117.5,2.5,9,4,0.5,1.0,0
123.0,119.0,1.0,9,4,0.75,1.5,0
126.0,123.0,4.0,7,7,1.0,2.0,1
128.0,126.0,1.0,9,4,1.0,2.0,0
130.0,128.0,1.5,9,4,0.5,1.0,0
138.0,130.0,1.5,4,4,0.5,1.0,0
139.0,138.0,3.0,7,5,1.0,1.0,1
