layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust
36.0,0.0,2.5,9,9,1.0,1.5,0
79.0,36.0,4.0,3,3,0.25,0.5,0
83.0,79.0,2.5,4,7,1.0,1.0,1
100.0,83.0,3.0,4,9,0.75,1.0,0
115.0,100.0,3.5,3,4,0.5,0.75,0
120.0,115.0,1.5,4,4,0.75,1.5,0
130.0,120.0,2.5,4,3,0.5,1.0,0
141.0,130.0,2.0,4,3,0.75,1.5,0
143.0,141.0,1.0,6,6,15.0,22.0,0
147.0,143.0,2.5,3,4,0.5,1.0,0
160.0,147.0,1.5,4,3,0.5,0.75,0
161.0,160.0,2.0,4,4,0.5,0.5,0
173.0,161.0,1.0,4,4,0.5,1.0,0
177.0,173.0,2.0,4,4,0.5,0.75,0
190.8,177.0,1.0,4,4,0.5,0.5,0
190.9,190.8,1.5,4,4,0.5,0.5,0
191.0,190.9,1.0,6,6,0.5,1.0,0
