layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust
8.0,0.0,1.0,9,5,2.0,4.0,0
16.0,8.0,2.5,9,5,1.5,2.5,0
23.0,16.0,1.0,9,5,2.0,3.0,0
45.0,23.0,2.0,9,5,2.0,3.0,0
53.0,45.0,1.0,5,9,2.0,3.0,0
65.0,53.0,2.0,9,5,1.5,2.5,0
83.0,65.0,1.0,5,9,2.0,6.0,0
87.0,83.0,2.5,9,5,1.0,2.0,0
95.0,87.0,1.0,5,9,2.0,3.0,0
97.0,95.0,2.0,4,9,1.0,1.5,0
98.0,97.0,1.0,5,9,1.5,2.5,0
101.6,98.0,3.5,4,4,0.5,1.0,0
102.0,101.6,4.0,4,7,1.0,1.0,1
108.5,102.0,1.0,4,5,0.75,1.25,0
111.0,108.5,2.0,3,4,0.5,1.0,0
112.5,111.0,1.0,5,5,1.0,2.0,0
115.0,112.5,1.0,4,2,0.5,1.0,0
