layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust
8.0,0.0,1.0,9,5,2.0,3.0,0
26.0,8.0,2.5,9,7,2.0,3.0,0
38.0,26.0,1.0,9,5,1.5,2.5,0
39.0,38.0,2.5,7,4,1.5,2.0,1
42.5,39.0,1.0,9,5,1.5,2.5,0
43.0,42.5,2.5,7,4,1.0,2.0,1
46.3,43.0,1.0,9,9,1.0,2.0,0
47.0,46.3,2.5,7,4,1.0,1.0,1
56.0,47.0,1.5,9,9,0.75,1.25,0
78.5,56.0,3.5,3,3,0.5,0.5,0
79.8,78.5,1.5,9,9,0.75,1.25,0
80.0,79.8,1.0,9,6,1.0,3.0,0
93.0,80.0,2.5,3,3,0.5,0.5,0
96.0,93.0,2.0,3,2,0.5,0.75,0
97.0,96.0,3.5,7,7,0.5,1.0,1
99.0,97.0,1.5,3,2,0.5,0.75,0
109.0,99.0,3.5,3,3,0.5,0.5,0
112.5,109.0,1.5,3,2,0.5,0.75,0
114.0,112.5,3.0,3,3,0.25,0.5,0
125.0,114.0,1.0,3,4,0.5,0.75,0
137.0,125.0,1.0,4,2,0.5,0.75,0
140.5,137.0,1.0,4,2,0.5,1.0,0
141.0,140.5,1.0,6,6,4.0,6.0,0
