layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust
10.0,0.0,4.0,7,5,2.0,3.0,1
23.0,10.0,1.0,4,5,2.0,3.0,0
25.0,23.0,2.5,7,4,1.0,2.0,1
31.0,25.0,1.0,4,4,2.0,3.0,0
31.5,31.0,2.5,7,4,2.0,2.0,1
33.0,31.5,1.0,4,5,2.0,4.0,0
37.0,33.0,3.0,7,4,1.0,2.0,1
50.0,37.0,2.5,4,4,0.75,1.25,0
67.0,50.0,1.5,4,4,1.0,1.5,0
67.5,67.0,2.0,4,4,1.0,1.0,0
68.0,67.5,1.0,4,4,1.0,2.0,0
69.0,68.0,2.5,4,4,0.75,1.0,0
82.0,69.0,2.0,4,4,0.5,1.0,0
91.0,82.0,1.5,4,4,0.75,1.5,0
92.8,91.0,1.0,4,4,0.75,1.0,0
93.0,92.8,1.5,3,4,0.5,1.0,0
