layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust
28,0,3.0,9,9,1.0,2.5,0
45,28,2.5,9,5,1.0,4.0,0
50,45,1.5,9,5,1.0,3.0,0
55,50,5.0,7,9,1.0,2.0,1
60,55,1.5,9,9,1.0,3.0,0
61,60,4.5,7,9,1.0,2.0,1
69,61,3.5,9,9,1.0,1.5,0
72,69,2.5,9,9,1.0,2.0,0
87,72,4.5,3,9,0.25,1.0,0
90,87,1.5,9,9,0.5,1.0,0
98,90,4.5,3,3,0.25,0.5,0
100,98,2.0,3,9,0.25,0.5,0
115,100,4.0,3,3,0.25,0.5,0
126,115,4.5,3,3,0.25,0.5,0
129,126,2.0,3,4,0.25,1.0,0
140,129,3.5,3,3,0.25,0.25,0
142,140,1.5,2,3,0.25,0.5,0
158,142,4.0,3,3,0.25,0.25,0
160,158,1.0,2,3,0.25,1.0,0
174,160,3.5,3,3,0.25,0.5,0
