layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust
100.0,99.0,3.5,7,7,1.0,2.0,1
133.0,100.0,3.0,3,9,0.5,0.75,0
135.0,133.0,1.0,9,9,1.0,1.0,0
136.0,135.0,3.0,7,7,1.0,2.0,1
150.0,136.0,1.5,9,4,0.75,1.5,0
162.0,150.0,1.0,9,9,1.0,1.5,0
163.0,162.0,2.5,7,4,1.0,1.5,1
163.5,163.0,1.0,5,4,2.0,3.0,0
164.0,163.5,4.5,7,4,1.5,2.5,1
168.0,164.0,1.0,4,4,0.5,1.0,0
171.0,168.0,4.0,7,4,1.0,2.0,1
178.0,171.0,1.0,3,2,0.5,0.75,0
191.0,178.0,2.5,3,2,0.5,0.75,0
195.5,191.0,1.0,3,2,0.5,0.75,0
196.0,195.5,2.0,3,3,0.5,0.5,0
199.8,196.0,1.0,3,2,0.5,1.0,0
200.5,199.8,3.0,7,7,0.5,1.0,1
201.0,200.5,1.0,3,2,0.5,1.0,0
