layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust
17.0,0.0,1.0,5,9,3.0,5.0,0
28.0,17.0,2.0,9,9,1.0,2.0,0
52.0,28.0,1.0,5,9,1.5,3.0,0
53.0,52.0,2.5,7,4,1.0,2.0,1
54.0,53.0,1.0,5,9,1.5,3.0,0
55.0,54.0,1.5,7,4,1.0,2.0,1
60.0,55.0,1.0,4,9,1.0,1.5,0
65.0,60.0,2.0,4,9,0.75,1.0,0
74.0,65.0,1.0,4,9,0.75,1.25,0
78.8,74.0,1.5,4,9,0.75,1.0,0
79.0,78.8,2.0,7,4,0.5,1.0,1
97.8,79.0,1.0,3,4,0.5,0.75,0
98.0,97.8,1.5,7,4,0.5,1.0,1
109.0,98.0,1.0,3,2,0.5,0.75,0
120.0,109.0,2.5,3,2,0.25,0.5,0
133.0,120.0,2.0,3,3,0.25,0.5,0
144.0,133.0,1.5,3,3,0.25,0.5,0
145.0,144.0,2.0,3,3,0.25,0.5,0
