layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust
2.0,0.0,2.5,4,7,2.0,4.0,0
9.0,2.0,4.5,7,4,2.0,4.0,1
23.8,9.0,1.0,4,5,2.0,4.0,0
24.0,23.8,4.0,7,4,1.0,1.0,1
33.7,24.0,1.0,4,5,1.0,2.0,0
34.0,33.7,3.0,7,7,0.5,1.0,1
60.0,34.0,2.5,4,3,0.5,0.75,0
70.8,60.0,1.0,4,4,0.5,1.0,0
71.0,70.8,2.5,7,3,0.75,1.0,1
72.7,71.0,1.0,4,4,0.75,1.0,0
73.0,72.7,2.0,7,3,0.5,0.5,1
78.5,73.0,1.0,4,4,0.5,1.0,0
80.0,78.5,2.5,4,3,0.5,0.75,0
81.7,80.0,1.0,4,4,0.5,1.0,0
81.9,81.7,2.0,3,4,0.5,1.0,0
82.0,81.9,2.0,6,5,1.5,2.5,0
