layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust
11.0,0.0,2.0,5,5,2.0,4.0,0
20.0,11.0,1.5,5,9,2.0,4.0,0
45.0,20.0,3.5,4,5,1.0,3.0,0
48.0,45.0,2.5,9,4,2.0,3.0,0
72.0,48.0,3.0,4,5,1.0,3.0,0
75.0,72.0,3.5,9,9,2.0,2.0,0
96.0,75.0,3.0,9,9,0.5,2.0,0
115.0,96.0,1.5,5,9,2.0,3.0,0
130.0,115.0,2.5,4,4,0.5,1.0,0
138.0,130.0,1.0,5,9,2.0,3.0,0
140.0,138.0,1.5,4,9,1.0,2.0,0
145.0,140.0,1.0,4,5,2.0,2.0,0
146.0,145.0,1.5,6,5,1.0,2.0,0
152.0,146.0,2.0,4,4,1.0,1.0,0
156.0,152.0,1.5,4,5,1.0,2.0,0
157.0,156.0,3.0,4,7,1.0,1.0,1
159.6,157.0,1.0,4,3,0.5,1.0,0
160.0,159.6,1.5,3,6,0.2,0.2,0
