layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust
28.0,0.0,1.0,5,9,1.5,4.0,0
30.0,28.0,4.0,7,4,1.0,2.0,1
42.0,30.0,1.0,9,9,1.0,2.0,0
45.0,42.0,4.0,7,4,1.0,2.0,1
58.2,45.0,1.0,9,5,2.0,3.0,0
60.0,58.2,1.0,9,6,15.0,20.0,0
61.0,60.0,2.0,9,9,1.0,1.5,0
70.5,61.0,1.0,9,9,1.0,2.0,0
71.0,70.5,2.5,7,7,1.0,1.0,1
86.0,71.0,1.0,9,9,1.0,1.5,0
86.7,86.0,1.0,3,4,0.5,1.0,0
87.0,86.7,2.0,7,7,0.5,0.75,1
91.8,87.0,1.0,3,2,0.5,1.0,0
92.0,91.8,2.0,7,7,0.5,0.5,1
104.0,92.0,1.5,3,2,0.5,0.75,0
106.0,104.0,3.0,3,3,0.25,0.5,0
120.0,106.0,2.5,3,3,0.25,0.5,0
121.0,120.0,1.5,3,2,0.5,0.5,0
136.0,121.0,2.5,3,3,0.25,0.5,0
141.0,136.0,1.0,3,3,0.25,0.5,0
152.0,141.0,1.5,3,3,0.25,0.5,0
155.0,152.0,2.0,3,3,0.25,0.5,0
155.2,155.0,1.0,2,3,0.25,0.75,0
