layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust
11.0,0.0,1.0,9,5,1.5,3.0,0
37.0,11.0,3.0,9,9,0.75,1.5,0
60.0,37.0,2.5,9,9,1.0,1.5,0
66.0,60.0,2.0,9,4,1.0,2.0,0
68.0,66.0,2.5,9,9,1.0,1.5,0
83.0,68.0,1.5,9,4,1.0,2.0,0
92.0,83.0,3.5,4,9,0.75,1.0,0
104.0,92.0,1.0,4,9,1.0,2.0,0
109.0,104.0,1.5,4,4,0.15,1.5,0
116.5,109.0,1.0,4,4,1.0,1.5,0
118.0,116.5,2.0,4,4,1.0,2.0,0
121.0,118.0,1.0,4,4,1.0,2.0,0
132.8,121.0,1.0,3,4,0.5,1.0,0
133.0,132.8,1.5,3,3,0.5,0.5,0
133.9,133.0,1.0,2,1,1.0,2.0,0
134.0,133.9,1.0,6,6,1.0,1.0,0
