layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust
20.0,0.0,4.0,7,7,1.0,1.0,1
22.0,20.0,2.0,4,9,1.0,1.0,0
27.0,22.0,3.0,7,9,1.0,1.5,1
42.0,27.0,2.0,9,9,1.0,1.0,0
56.0,42.0,1.0,9,9,1.0,2.0,0
60.0,56.0,3.0,7,9,1.0,1.0,1
63.0,60.0,2.0,4,4,0.5,1.0,0
77.0,63.0,3.0,3,4,0.25,0.5,0
80.5,77.0,1.0,4,4,0.75,0.75,0
81.0,80.5,3.0,7,7,1.0,2.0,1
85.0,81.0,1.5,4,4,0.5,0.5,0
102.0,85.0,2.0,3,3,0.25,0.5,0
105.0,102.0,3.0,3,2,0.25,0.75,0
119.0,105.0,1.0,2,2,0.5,1.0,0
121.0,119.0,2.0,3,2,0.5,1.0,0
122.0,121.0,1.0,1,1,2.0,2.0,0
