layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust
20.0,0.0,3.5,4,7,1.0,2.0,1
22.0,20.0,3.5,4,7,1.0,2.0,1
30.0,22.0,3.0,9,9,1.0,2.0,0
31.0,30.0,3.5,4,7,1.0,2.0,1
40.0,31.0,4.0,9,9,0.5,1.0,0
88.0,40.0,3.5,9,9,0.5,1.0,0
103.0,88.0,2.0,9,9,1.5,2.5,0
114.0,103.0,1.0,9,9,1.0,2.0,0
115.0,114.0,1.0,9,6,2.5,5.0,0
118.0,115.0,2.5,9,9,0.25,1.25,0
139.0,118.0,2.0,9,9,0.75,1.5,0
144.0,139.0,2.5,9,4,0.5,1.0,0
152.0,144.0,2.0,9,4,0.5,1.0,0
166.6,152.0,2.5,3,9,0.5,0.75,0
167.0,166.6,3.5,3,7,0.5,0.5,1
172.0,167.0,3.0,3,3,0.25,0.5,0
185.0,172.0,2.0,3,4,0.5,0.75,0
189.0,185.0,1.5,3,4,0.5,0.75,0
211.0,189.0,2.5,3,3,0.25,0.5,0
220.0,211.0,1.5,3,4,0.25,0.5,0
225.7,220.0,1.0,2,4,0.75,1.5,0
226.2,225.7,1.5,4,7,0.5,1.0,1
226.7,226.2,1.0,5,6,2.0,5.0,0
227.9,226.7,1.0,4,4,0.5,1.0,0
228.0,227.9,1.0,4,7,0.5,0.5,0
