layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust
13.0,0.0,1.0,5,9,2.0,4.0,0
28.0,13.0,2.5,9,9,1.0,1.5,0
40.0,28.0,1.5,5,9,1.5,2.5,0
60.0,40.0,1.0,9,5,1.0,2.0,0
61.0,60.0,2.0,7,9,0.75,1.5,1
65.0,61.0,1.0,4,9,1.0,2.0,0
67.0,65.0,3.5,7,4,1.0,2.0,1
69.0,67.0,1.0,9,5,1.5,2.5,0
75.0,69.0,1.5,4,9,0.75,1.0,0
78.0,75.0,2.0,4,9,0.5,0.75,0
90.0,78.0,1.5,4,9,0.5,1.0,0
92.0,90.0,2.0,4,9,0.5,1.0,0
99.5,92.0,1.5,4,4,0.5,1.0,0
101.0,99.5,1.0,4,5,1.0,1.5,0
107.7,101.0,1.5,3,4,0.5,0.75,0
108.0,107.7,1.5,7,4,0.5,1.0,1
121.0,108.0,1.5,3,2,0.25,0.75,0
134.0,121.0,1.0,3,2,0.5,1.0,0
150.3,134.0,1.0,3,2,0.25,0.75,0
151.0,150.3,2.0,3,7,0.5,0.5,1
