layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust
55.0,0.0,4.0,9,9,0.75,1.25,0
67.0,55.0,2.0,9,5,1.5,3.0,0
68.0,67.0,3.5,4,7,1.0,1.5,1
69.0,68.0,1.0,9,5,2.0,3.0,0
123.0,69.0,3.5,9,9,0.75,1.25,0
124.0,123.0,2.0,9,9,1.0,2.0,0
125.0,124.0,3.5,4,7,1.0,1.0,1
172.0,125.0,3.5,3,4,0.5,0.75,0
173.0,172.0,4.0,7,7,0.5,1.0,1
184.0,173.0,3.5,3,3,0.5,0.5,0
197.6,184.0,2.5,3,3,0.5,0.5,0
198.0,197.6,3.5,7,7,0.5,0.5,1
205.0,198.0,2.5,3,3,0.5,0.5,0
212.0,205.0,2.5,3,2,0.5,0.75,0
221.0,212.0,1.5,3,2,0.5,1.0,0
230.0,221.0,1.0,2,2,1.0,1.0,0
231.0,230.0,1.0,4,7,1.0,1.0,0
233.0,231.0,1.0,4,5,1.0,2.0,0
