layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust
5.0,0.0,3.0,9,5,1.0,2.5,0
37.0,5.0,3.5,3,4,0.5,0.5,0
40.0,37.0,3.0,7,4,1.0,2.0,1
60.0,40.0,2.5,4,9,0.5,0.75,0
76.0,60.0,2.0,4,3,0.5,0.75,0
81.5,76.0,1.5,4,9,0.75,1.0,0
82.0,81.5,1.0,4,6,2.0,8.0,0
88.0,82.0,2.0,3,4,0.5,0.75,0
99.0,88.0,1.5,3,4,0.5,1.0,0
100.0,99.0,3.0,3,4,0.5,0.75,0
110.0,100.0,2.0,3,4,0.5,1.0,0
124.0,110.0,1.5,3,2,0.5,0.75,0
127.0,124.0,2.5,3,3,0.5,0.5,0
147.0,127.0,1.5,3,3,0.5,0.5,0
151.0,147.0,1.0,3,3,0.25,0.5,0
152.0,151.0,1.0,3,2,0.5,0.5,0
158.3,152.0,1.0,3,3,0.25,0.25,0
159.0,158.3,1.5,3,3,0.25,0.5,0
