layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust
20.0,0.0,4.0,9,9,0.75,1.0,0
25.0,20.0,3.0,9,9,1.0,1.5,0
40.0,25.0,4.0,9,9,0.75,1.0,0
55.0,40.0,3.5,9,9,1.0,1.0,0
68.0,55.0,3.0,9,9,1.0,2.0,0
70.0,68.0,2.0,9,4,1.0,2.0,0
86.0,70.0,2.5,9,9,1.0,1.0,0
98.0,86.0,2.0,9,9,1.0,1.5,0
110.0,98.0,1.5,9,9,1.0,1.5,0
111.8,110.0,1.0,9,5,1.5,2.5,0
112.0,111.8,2.0,7,4,0.5,0.75,1
114.0,112.0,2.0,9,4,0.75,1.5,0
116.0,114.0,2.5,9,4,0.5,1.0,0
123.0,116.0,1.5,4,9,0.75,1.0,0
126.0,123.0,2.5,4,9,0.75,1.0,0
131.0,126.0,1.5,4,4,1.0,1.0,0
131.4,131.0,1.0,9,6,3.0,6.0,0
133.0,131.4,2.5,3,4,0.5,0.75,0
136.5,133.0,1.5,4,2,0.5,1.0,0
137.0,136.5,1.0,4,2,1.0,2.0,0
138.0,137.0,2.0,3,2,0.5,1.0,0
143.0,138.0,1.0,3,2,0.5,1.0,0
149.0,143.0,2.0,3,3,0.25,0.5,0
153.7,149.0,1.0,3,3,0.5,0.5,0
154.0,153.7,3.0,3,7,0.5,0.5,0
158.5,154.0,1.0,1,2,1.0,2.0,0
159.0,158.5,1.0,1,1,3.0,4.0,0
