layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust
42.5,0.0,1.5,9,5,2.0,3.0,0
45.0,42.5,2.5,7,4,1.0,2.0,1
57.0,45.0,1.0,9,5,1.5,2.5,0
61.0,57.0,2.0,9,9,1.0,2.0,0
83.0,61.0,1.5,9,9,1.0,1.5,0
88.0,83.0,3.5,9,9,0.75,1.0,0
101.0,88.0,2.0,9,9,0.75,1.5,0
115.0,101.0,2.5,3,9,0.5,1.0,0
116.0,115.0,1.5,3,9,0.5,1.0,0
136.0,116.0,3.5,3,3,0.25,0.5,0
148.0,136.0,3.0,3,3,0.25,0.5,0
163.5,148.0,2.0,3,2,0.5,1.0,0
165.0,163.5,1.5,3,0,0.5,2.0,0
171.0,165.0,2.5,3,3,0.5,0.5,0
184.0,171.0,1.5,3,2,0.5,0.75,0
194.0,184.0,2.0,3,2,0.5,0.75,0
201.0,194.0,1.0,2,4,0.5,1.0,0
204.0,201.0,1.5,3,2,0.5,1.0,0
218.0,204.0,1.0,2,3,0.5,1.0,0
