layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust
12.0,0.0,1.5,4,9,0.75,1.0,0
20.0,12.0,3.0,7,4,1.0,2.0,0
30.5,20.0,1.5,4,9,0.75,1.0,0
30.9,30.5,3.5,7,4,1.0,1.0,1
31.0,30.9,6.0,8,8,,,0
33.5,31.0,1.0,4,4,0.75,1.0,0
34.0,33.5,3.0,7,4,1.0,1.0,1
37.5,34.0,1.0,4,4,0.75,1.25,0
38.0,37.5,2.5,7,4,0.75,1.0,1
41.0,38.0,1.0,4,4,0.75,1.25,0
42.0,41.0,2.5,7,4,1.0,1.5,1
50.0,42.0,1.0,4,4,1.0,1.5,0
52.0,50.0,3.0,7,4,1.0,1.5,1
62.5,52.0,1.0,4,9,0.75,1.25,0
63.0,62.5,1.5,7,4,0.5,1.0,1
65.5,63.0,1.0,4,4,0.5,1.0,0
66.0,65.5,2.0,7,4,0.5,1.0,1
