layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust
4.0,0.0,4.0,4,7,1.0,2.0,1
10.0,4.0,1.5,9,5,2.0,3.0,0
35.0,10.0,3.5,9,9,1.0,1.5,0
45.0,35.0,2.0,9,9,1.0,1.5,0
60.0,45.0,1.5,9,9,1.0,2.0,0
72.3,60.0,1.0,9,5,1.0,2.0,0
73.0,72.3,1.0,9,6,2.0,5.0,0
74.0,73.0,2.0,9,9,0.75,1.5,0
84.5,74.0,1.0,9,9,0.75,1.0,0
85.0,84.5,2.5,7,7,1.0,1.0,1
106.0,85.0,1.0,9,9,0.75,1.0,0
106.2,106.0,2.0,4,7,0.5,0.75,1
114.8,106.2,2.0,4,9,0.5,1.0,0
115.0,114.8,2.5,4,7,0.5,0.5,1
126.0,115.0,2.0,3,4,0.5,0.75,0
142.0,126.0,1.5,3,4,0.5,0.5,0
143.0,142.0,2.5,4,7,0.5,1.0,1
144.6,143.0,1.0,4,7,1.0,1.0,0
145.0,144.6,1.0,6,5,2.0,4.0,0
146.0,145.0,1.0,4,4,0.5,1.0,0
