layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust
10.0,0.0,4.5,7,9,1.0,2.0,1
15.0,10.0,1.0,5,4,2.0,4.0,0
21.0,15.0,1.5,3,4,0.25,1.0,0
58.0,21.0,2.0,2,3,0.25,1.0,0
62.0,58.0,3.0,3,2,0.25,0.5,0
64.0,62.0,1.0,1,1,2.0,2.0,0
