layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust
20.0,0.0,5.0,7,7,2.0,3.0,1
55.0,20.0,3.0,7,7,2.0,2.0,1
66.0,55.0,1.0,7,4,2.0,2.0,0
70.0,66.0,6.0,8,8,,,0
88.0,70.0,2.0,3,4,1.0,2.0,0
103.0,88.0,2.0,3,3,1.0,1.0,0
140.0,103.0,1.0,2,1,0.5,1.0,0
