layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust
12.0,0.0,3.5,7,5,2.0,2.0,1
27.0,12.0,1.5,5,5,2.0,3.0,0
33.0,27.0,6.0,8,8,,,0
58.0,33.0,1.0,4,9,1.5,1.5,0
59.0,58.0,1.0,6,6,2.0,2.5,0
66.0,59.0,2.0,9,9,1.0,1.5,0
67.0,66.0,3.0,7,4,1.0,1.0,1
69.0,67.0,1.0,4,4,0.75,1.0,0
71.5,69.0,3.0,7,4,1.0,1.5,1
81.8,71.5,1.0,3,4,0.5,0.5,0
82.0,81.8,1.0,6,6,0.5,0.5,0
