layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust
5.0,0.0,2.0,4,4,1.5,1.5,0
43.0,5.0,3.0,4,4,1.0,1.0,0
94.0,43.0,2.0,4,4,1.0,1.5,0
99.0,94.0,3.0,3,4,0.5,0.5,0
125.0,99.0,2.0,3,2,0.5,1.0,0
131.0,125.0,1.0,2,2,0.1,0.1,0
