layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust
20.0,0.0,3.0,9,9,1.0,1.0,0
38.0,20.0,2.0,4,4,0.5,1.0,0
40.0,38.0,3.0,7,7,0.5,1.0,1
86.0,40.0,2.0,3,3,1.0,1.0,0
110.0,86.0,2.0,3,3,1.0,1.0,0
120.0,110.0,1.0,2,3,1.0,1.0,0
140.0,120.0,1.0,2,2,1.0,1.0,0
152.0,140.0,1.0,2,2,1.0,1.0,0
165.0,152.0,1.0,1,0,1.0,2.0,0
