layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust
1.0,0.0,6.0,8,8,,,0
4.0,1.0,3.5,7,9,0.8,1.0,0
42.0,4.0,3.5,3,9,0.5,1.2,0
46.0,42.0,5.0,7,7,1.5,2.0,1
62.0,46.0,1.0,4,3,0.5,0.8,0
64.0,62.0,5.0,7,7,0.8,1.0,1
72.0,64.0,2.5,4,3,0.5,0.8,0
74.0,72.0,5.0,4,4,1.0,1.0,0
84.0,74.0,1.5,4,4,1.0,1.0,0
88.0,84.0,5.0,7,7,0.2,1.0,1
97.0,88.0,5.0,3,3,0.2,0.2,0
