layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust
50.0,0.0,4.5,3,4,0.25,1.0,0
52.0,50.0,2.0,4,4,2.0,3.0,0
58.0,52.0,3.0,4,4,1.0,3.0,0
78.0,58.0,4.0,4,3,0.5,1.5,0
113.0,78.0,3.0,3,3,0.25,0.75,0
115.0,113.0,5.0,7,7,1.0,3.0,1
158.0,115.0,2.0,2,2,1.0,2.0,0
200.0,158.0,1.0,1,2,2.0,3.0,0
