layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust
45.0,0.0,2.5,7,7,2.0,2.0,0
80.0,45.0,1.0,7,7,2.0,3.0,0
85.0,80.0,4.0,7,7,2.0,2.0,1
90.0,85.0,1.0,1,2,1.0,1.0,0
