layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust
5.0,0.0,5.0,7,7,1.0,2.0,1
80.0,5.0,2.0,7,7,1.5,2.0,0
93.0,80.0,1.0,7,7,1.0,1.5,0
95.0,93.0,6.0,8,8,,,0
105.0,95.0,3.0,7,7,1.0,1.5,0
108.0,105.0,6.0,8,8,,,0
115.0,108.0,3.0,7,7,2.0,3.0,0
118.0,115.0,4.0,7,7,2.0,3.0,1
135.0,118.0,5.0,7,7,1.0,2.0,1
