layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust
20.0,0.0,5.0,9,9,1.5,1.5,0
26.0,20.0,5.0,4,4,1.5,1.5,0
41.0,26.0,4.0,9,9,1.0,1.0,0
53.0,41.0,2.0,4,4,3.0,3.0,0
63.0,53.0,3.0,4,4,2.5,2.5,0
64.0,63.0,6.0,8,8,,,0
75.0,64.0,2.0,4,4,2.0,2.0,0
78.0,75.0,6.0,8,8,,,0
97.0,78.0,1.0,4,4,2.0,2.0,0
100.0,97.0,5.0,7,8,3.0,3.0,1
120.0,100.0,2.0,4,4,2.0,2.0,0
124.0,120.0,5.0,7,7,3.0,3.0,1
