layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust
12.0,0.0,3.0,9,5,2.5,3.5,0
25.0,12.0,3.5,9,5,2.0,3.0,0
33.0,25.0,4.0,5,9,1.5,3.0,0
58.0,33.0,3.5,9,5,1.5,2.5,0
94.0,58.0,3.0,9,4,1.0,2.0,0
95.0,94.0,3.5,7,7,1.0,1.5,1
132.0,95.0,3.0,9,4,0.75,1.25,0
149.0,132.0,3.5,3,2,0.25,0.5,0
175.0,149.0,3.0,3,2,0.25,0.5,0
188.0,175.0,1.0,2,3,0.25,1.0,0
190.0,188.0,4.0,7,2,0.5,1.5,1
