"date","hydrYear","slfCode","aspect","region","elevation","lon","lat","HS","AvD","sumAvalanches","maxAvalancheSize","medianAvalancheSize","p_decisive","z_decisive","gt_decisive","p_deepestUnstable","z_deepestUnstable","gt_deepestUnstable","z_pp","z_hn24","z_hn72","sn38","z_sn38"
"2019-12-13",2020,"KLO3","E","Davos-Zuoz",2299,9.93167229569342,46.8412712603804,68.36,1,1,1,1,0.913510681425621,40.9,"pg",0.84360453063197,48.87,"pg",38.55,2.057,16.855,1.67,41.71
"2019-12-14",2020,"FNH2","E","elsewhere",2252,6.96410423112248,46.1007599043094,220.72,1,1,3,3,0.907745421245421,114.86,"pg",0.865495421245421,117.09,"pg",112.88,36.616,69.324,1,75.05
"2019-12-14",2020,"ROT3","E","elsewhere",2495,9.60438596843145,46.7331165395744,140.84,1,1,2,2,0.901057921245421,39.1,"hn",0.793181045783485,77.15,"pg",53.4,13.745,42.429,1.09,54.26
"2019-12-14",2020,"WFJ2","E","Davos-Zuoz",2536,9.80928943600516,46.8296382941581,94.32,1,1,2,2,0.861246792536732,38.12,"pg",0.815731757571696,47.75,"pg",36.23,11.255,19.555,1.44,39.29
"2019-12-15",2020,"WFJ2","E","Davos-Zuoz",2536,9.80928943600516,46.8296382941581,92.63,1,3,2,2,0.876052348092287,37.15,"pg",0.820532352809792,42.94,"pg",35.27,0,11.255,1.57,38.26
"2019-12-24",2020,"CON2","E","elsewhere",2229,7.27420875750933,46.2897395710704,186.79,1,1,4,4,0.886747023809524,82.55,"hn",0.780036005661006,169.31,"pg",130.39,36.028,117.629,0.85,119.03
"2019-12-24",2020,"CON2","S","elsewhere",2229,7.27420875750933,46.2897395710704,189.72,1,1,4,4,0.901747023809524,61.3,"hn",0.858827672327672,125.26,"pg",96.37,36.028,117.629,1.09,84.2
"2019-12-24",2020,"FNH2","E","elsewhere",2252,6.96410423112248,46.1007599043094,270.85,1,6,4,3,0.939983426295926,108.54,"pg",0.789412087912088,111.98,"hn",150.84,20.083,118.862,0.87,230.02
"2019-12-24",2020,"FNH2","S","elsewhere",2252,6.96410423112248,46.1007599043094,164.49,1,3,4,3,0.922893148518149,97.62,"pg",0.800037087912088,99.88,"pg",89.68,20.083,118.862,1.04,87.37
"2019-12-24",2020,"GOR2","E","elsewhere",2953,7.78359911385216,45.9871921623904,108.98,1,1,3,3,0.954686006100945,88.11,"pg",0.919290172767612,97.78,"pg",55,15.914,47.807,1.27,90.28
"2019-12-24",2020,"LAU2","E","elsewhere",1970,7.37986767040874,46.4260294507536,91.9,1,1,2,2,0.763622023809524,10.08,"hn",NA,10.08,"",44.39,13.874,38.015,1.91,32.38
"2019-12-24",2020,"LAU2","S","elsewhere",1970,7.37986767040874,46.4260294507536,35.09,1,1,2,2,0.766364159891599,31.55,"pg",NA,31.55,"",30.04,13.874,38.015,2.21,32.66
"2019-12-24",2020,"PAR2","E","Davos-Zuoz",2290,9.80484494583298,46.8517249839739,82.83,1,2,2,2,0.867453265230704,52.18,"pg",0.867453265230704,52.18,"pg",22.92,2.327,28.515,1.71,53.3
"2019-12-24",2020,"VDS2","E","elsewhere",2385,7.36750511962445,46.3215111310242,180.37,1,1,4,4,0.898413690476191,72.73,"hn",0.818162087912088,133.61,"pg",127.01,25.922,103.228,0.88,109.73
"2019-12-24",2020,"VDS2","S","elsewhere",2385,7.36750511962445,46.3215111310242,203.55,1,1,4,4,0.919119338994339,112.35,"pg",0.799412087912088,114.31,"pg",96.49,25.922,103.228,1.2,75.19
"2019-12-25",2020,"NAS2","E","elsewhere",2350,10.2553213936194,46.8150383026398,164.62,1,2,3,2.5,0.914614848092287,102.39,"pg",0.881799894549894,106.65,"pg",78.43,37.987,65.916,1.16,72.87
"2019-12-25",2020,"SMN2","E","elsewhere",2512,10.338340429264,46.9563804668955,150.01,1,1,2,2,0.989253340155779,119.91,"pg",0.836606277056277,147.72,"pg",82.15,38.871,93.729,1.03,120.57
"2019-12-25",2020,"VIN2","E","elsewhere",2729,10.4428468878887,46.9317670954854,160.9,1,2,3,3,0.965494338994339,112.76,"pg",0.775577672327672,130.88,"pg",90.25,43.113,98.555,0.79,126.06
"2019-12-27",2020,"FLU2","E","Davos-Zuoz",2394,9.94644506119759,46.7527121108172,30.9,1,1,3,3,0.261708333333333,18,"pg",NA,18,"",0,0,0,3.12,24
"2019-12-28",2020,"HTR2","S","elsewhere",2147,9.20433545466491,46.5443794251159,122.14,1,1,2,2,0.476154581529581,19.73,"hn",NA,19.73,"",41.34,0,0,2.14,71.29
"2019-12-28",2020,"PUZ2","S","elsewhere",2196,8.86245523673698,46.626351811613,101.08,1,1,2,2,0.507552398989899,52.78,"pg",NA,52.78,"",51.48,2.001,6.4,2.51,52.78
"2019-12-28",2020,"TUJ2","S","elsewhere",2262,8.72375109940852,46.6838803108833,72.17,1,5,3,2,0.700475732600732,25.16,"other",NA,25.16,"",15.46,2.198,18.455,2.61,65.78
"2019-12-28",2020,"VDS2","E","elsewhere",2385,7.36750511962445,46.3215111310242,178.12,1,1,2,2,0.904913690476191,37.66,"hn",0.838684523809524,46.07,"hn",121.58,5.059,39.724,1.17,165.83
"2020-01-01",2020,"VDS2","E","elsewhere",2385,7.36750511962445,46.3215111310242,152.51,1,1,3,3,0.446309523809524,7.31,"hn",NA,7.31,"",91.22,0,0,1.26,140.53
"2020-01-01",2020,"VDS2","S","elsewhere",2385,7.36750511962445,46.3215111310242,156.57,1,3,3,3,0.306916666666667,71.28,"pg",NA,71.28,"",8.08,0,0,1.35,104.33
"2020-01-06",2020,"PMA2","W","elsewhere",2429,9.53738768920731,46.5800763351247,87.63,1,3,3,3,0.212345238095238,47.1,"other",NA,47.1,"",0,0,0,1.9,70.07
"2020-01-13",2020,"ALB2","E","Davos-Zuoz",2322,9.83622434620262,46.5809457020288,103.51,0,NA,NA,NA,0.318375,95.17,"pg",NA,95.17,"",0,0,0,1.44,95.96
"2020-01-13",2020,"ALB2","N","Davos-Zuoz",2322,9.83622434620262,46.5809457020288,109.17,0,NA,NA,NA,0.322125,102.33,"pg",NA,102.33,"",0,0,0,1.33,103.11
"2020-01-13",2020,"ALB2","W","Davos-Zuoz",2322,9.83622434620262,46.5809457020288,109.31,0,NA,NA,NA,0.374791666666667,105.45,"pg",NA,105.45,"",0,0,0,1.32,106.12
"2020-01-13",2020,"ATT2","E","elsewhere",2550,7.26991849106118,46.105287470923,130.8,0,NA,NA,NA,0.477291666666667,109.25,"pg",NA,109.25,"",0,0,0,1.14,111.77
"2020-01-13",2020,"BEV2","E","Davos-Zuoz",2512,9.83709063278609,46.5395643240313,117.5,0,NA,NA,NA,0.0960416666666667,42.58,"pg",NA,42.58,"",0,0,0,1.63,101.18
"2020-01-13",2020,"BOR2","S","elsewhere",2517,8.10930225320016,46.2905311776728,335.6,0,NA,NA,NA,0.310208333333333,316.54,"pg",NA,316.54,"",0,0,0,0.52,316.54
"2020-01-13",2020,"CON2","E","elsewhere",2229,7.27420875750933,46.2897395710704,145.66,0,NA,NA,NA,0.352583333333333,7,"pg",NA,7,"",0.789999999999992,0,0,1.45,129.86
"2020-01-13",2020,"CON2","S","elsewhere",2229,7.27420875750933,46.2897395710704,135.18,0,NA,NA,NA,0.1955,110.78,"other",NA,110.78,"",0,0,0,1.84,75.75
"2020-01-13",2020,"DAV2","E","Davos-Zuoz",2558,9.81941136139983,46.6988889844443,105.79,0,NA,NA,NA,0.333958333333333,66.7,"pg",NA,66.7,"",0,0,0,1.43,94.91
"2020-01-13",2020,"DAV2","N","Davos-Zuoz",2558,9.81941136139983,46.6988889844443,67.78,0,NA,NA,NA,0.242729166666667,16.95,"pg",NA,16.95,"",0,0,0,2.28,58.7
"2020-01-13",2020,"DAV2","S","Davos-Zuoz",2558,9.81941136139983,46.6988889844443,45.3,0,NA,NA,NA,0.287291666666667,36.66,"other",NA,36.66,"",0,0,0,5.71,43.36
"2020-01-13",2020,"DAV3","E","Davos-Zuoz",2455,9.77399051394934,46.788833109079,129.37,0,NA,NA,NA,0.370625,70.67,"pg",NA,70.67,"",0,0,0,1.24,110.26
"2020-01-13",2020,"DAV3","N","Davos-Zuoz",2455,9.77399051394934,46.788833109079,89.3,0,NA,NA,NA,0.389895833333333,28.85,"pg",NA,28.85,"",0,0,0,1.92,77.83
"2020-01-13",2020,"DAV3","S","Davos-Zuoz",2455,9.77399051394934,46.788833109079,97.27,0,NA,NA,NA,0.307541666666667,85.96,"pg",NA,85.96,"",0,0,0,1.45,85.96
"2020-01-13",2020,"DAV3","W","Davos-Zuoz",2455,9.77399051394934,46.788833109079,83.82,0,NA,NA,NA,0.217541666666667,66.5,"pg",NA,66.5,"",0,0,0,1.93,67.94
"2020-01-13",2020,"DAV4","E","Davos-Zuoz",2330,9.78470275758155,46.7841947486778,130.41,0,NA,NA,NA,0.290863095238095,55.75,"pg",NA,55.75,"",0,0,0,1.32,110.24
"2020-01-13",2020,"DAV4","N","Davos-Zuoz",2330,9.78470275758155,46.7841947486778,145.57,0,NA,NA,NA,0.268625,2.91999999999999,"pg",NA,2.91999999999999,"",0,0,0,1.27,123.82
"2020-01-13",2020,"DAV4","W","Davos-Zuoz",2330,9.78470275758155,46.7841947486778,126.3,0,NA,NA,NA,0.252633928571429,54.22,"pg",NA,54.22,"",0,0,0,1.32,107.98
"2020-01-13",2020,"ELA2","E","Davos-Zuoz",2726,9.71469450872067,46.5914252255484,152.96,0,NA,NA,NA,0.203291666666667,87.64,"pg",NA,87.64,"",2.78,0,0,1.26,139.43
"2020-01-13",2020,"ELA2","N","Davos-Zuoz",2726,9.71469450872067,46.5914252255484,107,0,NA,NA,NA,0.382136904761905,30.15,"pg",NA,30.15,"",0,0,0,1.57,103.29
"2020-01-13",2020,"ELA2","S","Davos-Zuoz",2726,9.71469450872067,46.5914252255484,89.4,0,NA,NA,NA,0.425872023809524,60.41,"pg",NA,60.41,"",0,0,0,1.77,67.98
"2020-01-13",2020,"FLU2","N","Davos-Zuoz",2394,9.94644506119759,46.7527121108172,31.52,0,NA,NA,NA,0.235458333333333,2.78,"pg",NA,2.78,"",0,0,0,3.22,23.84
"2020-01-13",2020,"FNH2","E","elsewhere",2252,6.96410423112248,46.1007599043094,235.29,0,NA,NA,NA,0.657546446608947,7.90000000000001,"pg",NA,7.90000000000001,"",11.73,0,0,0.93,195.04
"2020-01-13",2020,"FNH2","S","elsewhere",2252,6.96410423112248,46.1007599043094,129.05,0,NA,NA,NA,0.233833333333333,2.12,"hn",NA,2.12,"",5.16000000000001,0,0,1.44,109.58
"2020-01-13",2020,"FNH2","W","elsewhere",2252,6.96410423112248,46.1007599043094,137.92,0,NA,NA,NA,0.160166666666667,121.9,"pg",NA,121.9,"",0,0,0,1.29,123.89
"2020-01-13",2020,"GOR2","E","elsewhere",2953,7.78359911385216,45.9871921623904,100.29,0,NA,NA,NA,0.370875,82.36,"pg",NA,82.36,"",0,0,0,1.41,84.12
"2020-01-13",2020,"HTR2","S","elsewhere",2147,9.20433545466491,46.5443794251159,92.01,0,NA,NA,NA,0.23175,47.22,"other",NA,47.22,"",0,0,0,3.08,45.34
"2020-01-13",2020,"JUL2","W","Davos-Zuoz",2426,9.69231151006273,46.4784972280234,84,0,NA,NA,NA,0.369625,83.08,"pg",NA,83.08,"",0,0,0,1.74,83.08
"2020-01-13",2020,"KLO2","E","Davos-Zuoz",2147,9.8738591619793,46.9091149998652,116.97,0,NA,NA,NA,0.208291666666667,94.8,"pg",NA,94.8,"",0,0,0,1.37,94.8
"2020-01-13",2020,"KLO2","N","Davos-Zuoz",2147,9.8738591619793,46.9091149998652,95.91,0,NA,NA,NA,0.268458333333333,73.69,"pg",NA,73.69,"",0,0,0,1.56,81.5
"2020-01-13",2020,"KLO2","W","Davos-Zuoz",2147,9.8738591619793,46.9091149998652,44.72,0,NA,NA,NA,0.0795,6.67,"other",NA,6.67,"",0,0,0,4.15,41.88
"2020-01-13",2020,"KLO3","E","Davos-Zuoz",2299,9.93167229569342,46.8412712603804,141.02,0,NA,NA,NA,0.2435,118.66,"pg",NA,118.66,"",0,0,0,1.13,121.13
"2020-01-13",2020,"KLO3","N","Davos-Zuoz",2299,9.93167229569342,46.8412712603804,116.8,0,NA,NA,NA,0.157220238095238,72.91,"pg",NA,72.91,"",0,0,0,1.43,104.59
"2020-01-13",2020,"KLO3","W","Davos-Zuoz",2299,9.93167229569342,46.8412712603804,77.81,0,NA,NA,NA,0.14635119047619,0.960000000000008,"pg",NA,0.960000000000008,"",0,0,0,2.49,72.06
"2020-01-13",2020,"LAG2","N","elsewhere",2730,9.74458031776757,46.4513578780098,136.46,0,NA,NA,NA,0.222928571428571,2.49000000000001,"pg",NA,2.49000000000001,"",0.360000000000014,0,2.604,1.42,125.3
"2020-01-13",2020,"LAG2","W","elsewhere",2730,9.74458031776757,46.4513578780098,111.88,0,NA,NA,NA,0.271291666666667,5.36999999999999,"pg",NA,5.36999999999999,"",2.17999999999999,0,2.604,1.64,104.16
"2020-01-13",2020,"LAG3","W","elsewhere",2300,9.69777285373163,46.4245273383925,124.59,0,NA,NA,NA,0.393541666666667,39.98,"pg",NA,39.98,"",0,0,0,1.71,115.64
"2020-01-13",2020,"NAS2","E","elsewhere",2350,10.2553213936194,46.8150383026398,120.46,0,NA,NA,NA,0.147220238095238,64.27,"pg",NA,64.27,"",0,0,0,1.71,112.61
"2020-01-13",2020,"OBW2","E","elsewhere",2432,8.31595593868373,46.5452218766451,161.33,0,NA,NA,NA,0.284541666666667,69.99,"pg",NA,69.99,"",0,0,0,1.18,144.53
"2020-01-13",2020,"PAR2","E","Davos-Zuoz",2290,9.80484494583298,46.8517249839739,96.81,0,NA,NA,NA,0.405208333333333,85.63,"pg",NA,85.63,"",0,0,0,1.47,86.21
"2020-01-13",2020,"PAR2","N","Davos-Zuoz",2290,9.80484494583298,46.8517249839739,54.36,0,NA,NA,NA,0.269625,22.15,"pg",NA,22.15,"",0,0,0,2.71,45.34
"2020-01-13",2020,"PAR2","S","Davos-Zuoz",2290,9.80484494583298,46.8517249839739,118.32,0,NA,NA,NA,0.19675,108.91,"other",NA,108.91,"",0,0,0,2.06,80.77
"2020-01-13",2020,"PAR2","W","Davos-Zuoz",2290,9.80484494583298,46.8517249839739,96.28,0,NA,NA,NA,0.412708333333333,89.25,"pg",NA,89.25,"",0,0,0,1.5,89.75
"2020-01-13",2020,"PMA2","N","elsewhere",2429,9.53738768920731,46.5800763351247,115.59,0,NA,NA,NA,0.142220238095238,56.79,"pg",NA,56.79,"",0,0,0,1.75,104.54
"2020-01-13",2020,"PMA2","W","elsewhere",2429,9.53738768920731,46.5800763351247,84.17,0,NA,NA,NA,0.182636904761905,55.74,"pg",NA,55.74,"",0,0,0,1.98,66.8
"2020-01-13",2020,"ROT3","E","elsewhere",2495,9.60438596843145,46.7331165395744,133.38,0,NA,NA,NA,0.172220238095238,61.77,"pg",NA,61.77,"",0,0,0,1.49,115.45
"2020-01-13",2020,"STN2","S","elsewhere",2914,7.75055897669412,46.1678115804215,56.86,0,NA,NA,NA,0.251541666666667,1.11,"other",NA,1.11,"",0,0,0,4.47,54.25
"2020-01-13",2020,"TRU2","S","elsewhere",2459,7.58557232606275,46.3709519169687,181.71,0,NA,NA,NA,0.1855,162.02,"other",NA,162.02,"",0,0,0,1.44,112.95
"2020-01-13",2020,"VDS2","E","elsewhere",2385,7.36750511962445,46.3215111310242,138.41,0,NA,NA,NA,0.1725,124.19,"pg",NA,124.19,"",0,0,0,1.38,126.92
"2020-01-13",2020,"VDS2","S","elsewhere",2385,7.36750511962445,46.3215111310242,139.01,0,NA,NA,NA,0.28675,0.409999999999997,"other",NA,0.409999999999997,"",0,0,0,1.71,86.71
"2020-01-13",2020,"WFJ2","E","Davos-Zuoz",2536,9.80928943600516,46.8296382941581,114.98,0,NA,NA,NA,0.275166666666667,4.17,"pg",NA,4.17,"",0,0,0,1.41,103.1
"2020-01-13",2020,"WFJ2","N","Davos-Zuoz",2536,9.80928943600516,46.8296382941581,63.17,0,NA,NA,NA,0.211458333333333,4.69,"pg",NA,4.69,"",0,0,0,2.64,57.61
"2020-01-13",2020,"WFJ2","S","Davos-Zuoz",2536,9.80928943600516,46.8296382941581,96.41,0,NA,NA,NA,0.293416666666667,52.6,"other",NA,52.6,"",0,0,0,2.3,74.94
"2020-01-13",2020,"WFJ2","W","Davos-Zuoz",2536,9.80928943600516,46.8296382941581,114.49,0,NA,NA,NA,0.209011904761905,72.05,"other",NA,72.05,"",0,0,0,1.4,97.97
"2020-01-13",2020,"ZNZ2","E","Davos-Zuoz",2677,10.0188448172399,46.6977166981315,118.55,0,NA,NA,NA,0.391291666666667,96.99,"pg",NA,96.99,"",0,0,0,1.29,99.44
"2020-01-13",2020,"ZNZ2","N","Davos-Zuoz",2677,10.0188448172399,46.6977166981315,133.34,0,NA,NA,NA,0.176607142857143,68.85,"pg",NA,68.85,"",0,0,0,1.3,128.5
"2020-01-13",2020,"ZNZ2","S","Davos-Zuoz",2677,10.0188448172399,46.6977166981315,114.59,0,NA,NA,NA,0.371291666666667,110.83,"pg",NA,110.83,"",9.05,0,0,1.37,92.36
"2020-01-22",2020,"ALB2","E","Davos-Zuoz",2322,9.83622434620262,46.5809457020288,101.08,0,NA,NA,NA,0.299625,92.8,"pg",NA,92.8,"",0,0,0,1.49,95.43
"2020-01-22",2020,"ALB2","N","Davos-Zuoz",2322,9.83622434620262,46.5809457020288,106.6,0,NA,NA,NA,0.306875,99.8,"pg",NA,99.8,"",0,0,0,1.36,100.58
"2020-01-22",2020,"ALB2","W","Davos-Zuoz",2322,9.83622434620262,46.5809457020288,107.41,0,NA,NA,NA,0.330208333333333,102.25,"pg",NA,102.25,"",0,0,0,1.35,104.24
"2020-01-22",2020,"ATT2","E","elsewhere",2550,7.26991849106118,46.105287470923,133.05,0,NA,NA,NA,0.672908622373561,5.82000000000001,"pg",NA,5.82000000000001,"",5.82000000000001,0,0,1.16,115.66
"2020-01-22",2020,"BEV2","E","Davos-Zuoz",2512,9.83709063278609,46.5395643240313,116.5,0,NA,NA,NA,0.0952291666666667,42.2,"pg",NA,42.2,"",0,0,0,1.66,100.29
"2020-01-22",2020,"BOR2","S","elsewhere",2517,8.10930225320016,46.2905311776728,325.68,0,NA,NA,NA,0.310208333333333,306.82,"pg",NA,306.82,"",0,0,0,0.53,306.82
"2020-01-22",2020,"CON2","E","elsewhere",2229,7.27420875750933,46.2897395710704,136.54,0,NA,NA,NA,0.309375,1.25,"pg",NA,1.25,"",0,0,0,1.53,121.04
"2020-01-22",2020,"CON2","S","elsewhere",2229,7.27420875750933,46.2897395710704,136.95,0,NA,NA,NA,0.368416666666667,10.49,"pg",NA,10.49,"",0,0,0,1.89,77.78
"2020-01-22",2020,"DAV2","E","Davos-Zuoz",2558,9.81941136139983,46.6988889844443,103.44,0,NA,NA,NA,0.316375,64.89,"pg",NA,64.89,"",0,0,0,1.48,92.69
"2020-01-22",2020,"DAV2","N","Davos-Zuoz",2558,9.81941136139983,46.6988889844443,67.08,0,NA,NA,NA,0.189270833333333,26.21,"pg",NA,26.21,"",0,0,0,2.34,58.06
"2020-01-22",2020,"DAV2","S","Davos-Zuoz",2558,9.81941136139983,46.6988889844443,32.15,0,NA,NA,NA,0.251333333333333,28.18,"other",NA,28.18,"",0,0,0,6,30.21
"2020-01-22",2020,"DAV3","E","Davos-Zuoz",2455,9.77399051394934,46.788833109079,132.03,0,NA,NA,NA,0.500666666666667,2.16999999999999,"hn",NA,2.16999999999999,"",5.96000000000001,0,0,1.26,113.16
"2020-01-22",2020,"DAV3","N","Davos-Zuoz",2455,9.77399051394934,46.788833109079,91.05,0,NA,NA,NA,0.3506875,31,"pg",NA,31,"",2.34999999999999,0,0,1.92,79.64
"2020-01-22",2020,"DAV3","S","Davos-Zuoz",2455,9.77399051394934,46.788833109079,90.48,0,NA,NA,NA,0.352291666666667,7.21000000000001,"other",NA,7.21000000000001,"",0,0,0,1.47,79.34
"2020-01-22",2020,"DAV3","W","Davos-Zuoz",2455,9.77399051394934,46.788833109079,87.57,0,NA,NA,NA,0.371770833333333,9.31999999999999,"pg",NA,9.31999999999999,"",5.94999999999999,0,0,1.92,71.83
"2020-01-22",2020,"DAV4","E","Davos-Zuoz",2330,9.78470275758155,46.7841947486778,129.01,0,NA,NA,NA,0.390625,4.20999999999999,"other",NA,4.20999999999999,"",0,0,0,1.35,109.09
"2020-01-22",2020,"DAV4","N","Davos-Zuoz",2330,9.78470275758155,46.7841947486778,143.43,0,NA,NA,NA,0.220041666666667,52.5,"pg",NA,52.5,"",0,0,0,1.29,121.9
"2020-01-22",2020,"DAV4","W","Davos-Zuoz",2330,9.78470275758155,46.7841947486778,124.89,0,NA,NA,NA,0.237916666666667,2.68000000000001,"pg",NA,2.68000000000001,"",0,0,0,1.35,106.78
"2020-01-22",2020,"ELA2","E","Davos-Zuoz",2726,9.71469450872067,46.5914252255484,151.84,0,NA,NA,NA,0.36625,2.13,"hn",NA,2.13,"",3.88,0,0,1.29,138.47
"2020-01-22",2020,"ELA2","N","Davos-Zuoz",2726,9.71469450872067,46.5914252255484,118.69,0,NA,NA,NA,0.511101190476191,12.29,"hn",NA,12.29,"",14.04,0,0,1.55,115.01
"2020-01-22",2020,"ELA2","S","Davos-Zuoz",2726,9.71469450872067,46.5914252255484,97.3,0,NA,NA,NA,0.446041666666667,7.25,"hn",NA,7.25,"",4.64,0,0,1.76,76.2
"2020-01-22",2020,"FNH2","E","elsewhere",2252,6.96410423112248,46.1007599043094,218.26,0,NA,NA,NA,0.193642857142857,2.53999999999999,"pg",NA,2.53999999999999,"",0,0,0,0.99,181.99
"2020-01-22",2020,"FNH2","S","elsewhere",2252,6.96410423112248,46.1007599043094,130.37,0,NA,NA,NA,0.318101190476191,1.62,"hn",NA,1.62,"",13.96,0,0,1.47,111.15
"2020-01-22",2020,"FNH2","W","elsewhere",2252,6.96410423112248,46.1007599043094,176.85,0,NA,NA,NA,0.3500625,33.07,"hn",NA,33.07,"",52.91,0,0,1.16,163.04
"2020-01-22",2020,"GOR2","E","elsewhere",2953,7.78359911385216,45.9871921623904,97.85,0,NA,NA,NA,0.2958125,80.26,"pg",NA,80.26,"",0,0,0,1.48,81.98
"2020-01-22",2020,"HTR2","S","elsewhere",2147,9.20433545466491,46.5443794251159,89.35,0,NA,NA,NA,0.193,44.67,"other",NA,44.67,"",0,0,0,2.98,42.83
"2020-01-22",2020,"JUL2","W","Davos-Zuoz",2426,9.69231151006273,46.4784972280234,86.43,0,NA,NA,NA,0.306875,85.52,"pg",NA,85.52,"",4.22000000000001,0,3.084,1.77,85.52
"2020-01-22",2020,"KLO2","E","Davos-Zuoz",2147,9.8738591619793,46.9091149998652,113.84,0,NA,NA,NA,0.229166666666667,4.39,"pg",NA,4.39,"",0,0,0,1.43,91.88
"2020-01-22",2020,"KLO2","N","Davos-Zuoz",2147,9.8738591619793,46.9091149998652,96.11,0,NA,NA,NA,0.549625,2.17,"pg",NA,2.17,"",2.17,0,0,1.59,81.83
"2020-01-22",2020,"KLO2","W","Davos-Zuoz",2147,9.8738591619793,46.9091149998652,49.28,0,NA,NA,NA,0.519416666666667,2.62,"hn",NA,2.62,"",2.73,0,0,4.09,46.46
"2020-01-22",2020,"KLO3","E","Davos-Zuoz",2299,9.93167229569342,46.8412712603804,135.8,0,NA,NA,NA,0.3460625,3.17000000000002,"pg",NA,3.17000000000002,"",0,0,2.963,1.19,116.17
"2020-01-22",2020,"KLO3","N","Davos-Zuoz",2299,9.93167229569342,46.8412712603804,118.47,0,NA,NA,NA,0.336279761904762,2.09999999999999,"hn",NA,2.09999999999999,"",4.28999999999999,0,2.963,1.45,106.4
"2020-01-22",2020,"KLO3","W","Davos-Zuoz",2299,9.93167229569342,46.8412712603804,86.35,0,NA,NA,NA,0.474434523809524,8.88,"hn",NA,8.88,"",6,0,2.963,2.4,80.65
"2020-01-22",2020,"LAG2","N","elsewhere",2730,9.74458031776757,46.4513578780098,140.01,0,NA,NA,NA,0.459892857142857,4.16,"hn",NA,4.16,"",6.25,0,0,1.43,128.96
"2020-01-22",2020,"LAG2","W","elsewhere",2730,9.74458031776757,46.4513578780098,112.85,0,NA,NA,NA,0.328208333333333,4.67999999999999,"hn",NA,4.67999999999999,"",5.94999999999999,0,0,1.66,105.21
"2020-01-22",2020,"LAG3","W","elsewhere",2300,9.69777285373163,46.4245273383925,123.18,0,NA,NA,NA,0.3015625,39.37,"pg",NA,39.37,"",0,0,0,1.76,114.29
"2020-01-22",2020,"NAS2","E","elsewhere",2350,10.2553213936194,46.8150383026398,117.8,0,NA,NA,NA,0.148291666666667,2.5,"pg",NA,2.5,"",0,0,0,1.75,110.02
"2020-01-22",2020,"OBW2","E","elsewhere",2432,8.31595593868373,46.5452218766451,157.31,0,NA,NA,NA,0.289541666666667,67.19,"pg",NA,67.19,"",0,0,0,1.23,140.73
"2020-01-22",2020,"PAR2","E","Davos-Zuoz",2290,9.80484494583298,46.8517249839739,102.24,0,NA,NA,NA,0.351541666666667,2.70999999999999,"hn",NA,2.70999999999999,"",8.52,0,0,1.47,91.8
"2020-01-22",2020,"PAR2","N","Davos-Zuoz",2290,9.80484494583298,46.8517249839739,56.93,0,NA,NA,NA,0.316333333333333,2.22,"hn",NA,2.22,"",4.3,0,0,2.73,47.99
"2020-01-22",2020,"PAR2","S","Davos-Zuoz",2290,9.80484494583298,46.8517249839739,124.05,0,NA,NA,NA,0.405666666666667,6.14,"hn",NA,6.14,"",6.75,0,0,2.07,86.83
"2020-01-22",2020,"PAR2","W","Davos-Zuoz",2290,9.80484494583298,46.8517249839739,101.02,0,NA,NA,NA,0.413166666666667,6.95999999999999,"hn",NA,6.95999999999999,"",8.16,0,0,1.5,94.58
"2020-01-22",2020,"PMA2","N","elsewhere",2429,9.53738768920731,46.5800763351247,132.44,0,NA,NA,NA,0.367306547619048,4.37,"hn",NA,4.37,"",17.08,0,0,1.66,121.5
"2020-01-22",2020,"PMA2","W","elsewhere",2429,9.53738768920731,46.5800763351247,100.31,0,NA,NA,NA,0.97439595101714,19.29,"pg",0.827586435786436,20.82,"pg",15.12,0,0,1.79,83.12
"2020-01-22",2020,"ROT3","E","elsewhere",2495,9.60438596843145,46.7331165395744,139.23,0,NA,NA,NA,0.389907738095238,6.44999999999999,"hn",NA,6.44999999999999,"",10.09,0,2.792,1.48,121.49
"2020-01-22",2020,"STN2","S","elsewhere",2914,7.75055897669412,46.1678115804215,46.92,0,NA,NA,NA,0.297291666666667,0.469999999999999,"other",NA,0.469999999999999,"",0,0,0,4.98,44.37
"2020-01-22",2020,"TRU2","S","elsewhere",2459,7.58557232606275,46.3709519169687,175.71,0,NA,NA,NA,0.1855,156.2,"other",NA,156.2,"",0,0,0,1.49,107.87
"2020-01-22",2020,"VDS2","E","elsewhere",2385,7.36750511962445,46.3215111310242,115.23,0,NA,NA,NA,0.182666666666667,101.23,"pg",NA,101.23,"",0,0,0,1.57,103.91
"2020-01-22",2020,"VDS2","S","elsewhere",2385,7.36750511962445,46.3215111310242,138.97,0,NA,NA,NA,0.336541666666667,3.93000000000001,"pg",NA,3.93000000000001,"",0,0,0,1.78,87.2
"2020-01-22",2020,"WFJ2","E","Davos-Zuoz",2536,9.80928943600516,46.8296382941581,118.85,0,NA,NA,NA,0.479735119047619,7.47999999999999,"pg",NA,7.47999999999999,"",7.47999999999999,0,0,1.42,107.13
"2020-01-22",2020,"WFJ2","N","Davos-Zuoz",2536,9.80928943600516,46.8296382941581,62.8,0,NA,NA,NA,0.164833333333333,50.14,"pg",NA,50.14,"",0,0,0,2.67,57.24
