"date","hydrYear","slfCode","aspect","region","elevation","lon","lat","HS","AvD","sumAvalanches","maxAvalancheSize","medianAvalancheSize","p_decisive","z_decisive","gt_decisive","p_deepestUnstable","z_deepestUnstable","gt_deepestUnstable","z_pp","z_hn24","z_hn72","sn38","z_sn38"
"2020-04-13",2020,"FLU2","E","Davos-Zuoz",2394,9.94644506119759,46.7527121108172,55.84,0,NA,NA,NA,0.242791666666667,1.1,"other",NA,1.1,"",0,0,0,4.47,55.11
"2020-04-13",2020,"FLU2","N","Davos-Zuoz",2394,9.94644506119759,46.7527121108172,97.32,0,NA,NA,NA,0.389375,76.61,"pg",NA,76.61,"",0,0,0,1.15,90.81
"2020-04-13",2020,"FNH2","E","elsewhere",2252,6.96410423112248,46.1007599043094,444.42,0,NA,NA,NA,0.242791666666667,0.560000000000002,"other",NA,0.560000000000002,"",0,0,0,1.67,329.04
"2020-04-13",2020,"FNH2","S","elsewhere",2252,6.96410423112248,46.1007599043094,186.35,0,NA,NA,NA,0.242791666666667,0.609999999999985,"other",NA,0.609999999999985,"",0,0,0,2.51,134.59
"2020-04-13",2020,"FNH2","W","elsewhere",2252,6.96410423112248,46.1007599043094,195.32,0,NA,NA,NA,0.244041666666667,1.01999999999998,"other",NA,1.01999999999998,"",0,0,0,2.48,127.37
"2020-04-13",2020,"GOR2","E","elsewhere",2953,7.78359911385216,45.9871921623904,336.75,0,NA,NA,NA,0.419375,322.08,"pg",NA,322.08,"",0,0,0,0.42,325.87
"2020-04-13",2020,"KLO2","E","Davos-Zuoz",2147,9.8738591619793,46.9091149998652,139.84,0,NA,NA,NA,0.250291666666667,2.81,"other",NA,2.81,"",0,0,0,2.55,137.84
"2020-04-13",2020,"KLO2","N","Davos-Zuoz",2147,9.8738591619793,46.9091149998652,150.09,0,NA,NA,NA,0.367291666666667,134.93,"pg",NA,134.93,"",0,0,0,0.92,136.95
"2020-04-13",2020,"KLO3","E","Davos-Zuoz",2299,9.93167229569342,46.8412712603804,248.16,0,NA,NA,NA,0.29925,247.42,"other",NA,247.42,"",0,0,0,1.88,247.42
"2020-04-13",2020,"KLO3","N","Davos-Zuoz",2299,9.93167229569342,46.8412712603804,210.89,0,NA,NA,NA,0.396708333333333,124.22,"pg",NA,124.22,"",0,0,0,0.74,200.09
"2020-04-13",2020,"LAG2","N","elsewhere",2730,9.74458031776757,46.4513578780098,197.41,0,NA,NA,NA,0.305166666666667,5.40000000000001,"pg",NA,5.40000000000001,"",0,0,0,1.08,186.98
"2020-04-13",2020,"LAG2","W","elsewhere",2730,9.74458031776757,46.4513578780098,143.11,0,NA,NA,NA,0.360729166666667,55.43,"pg",NA,55.43,"",0,0,0,1.36,135.88
"2020-04-13",2020,"LAG3","W","elsewhere",2300,9.69777285373163,46.4245273383925,51,0,NA,NA,NA,0.247291666666667,0.590000000000003,"other",NA,0.590000000000003,"",0,0,0,4.89,48.74
"2020-04-13",2020,"OBW2","E","elsewhere",2432,8.31595593868373,46.5452218766451,155.52,0,NA,NA,NA,0.279791666666667,1.07000000000002,"other",NA,1.07000000000002,"",0,0,0,3.03,99.83
"2020-04-13",2020,"PAR2","E","Davos-Zuoz",2290,9.80484494583298,46.8517249839739,128.96,0,NA,NA,NA,0.251541666666667,1.63000000000001,"other",NA,1.63000000000001,"",0,0,0,2.66,126.32
"2020-04-13",2020,"PAR2","N","Davos-Zuoz",2290,9.80484494583298,46.8517249839739,83.78,0,NA,NA,NA,0.313541666666667,1.07000000000001,"other",NA,1.07000000000001,"",0,0,0,3.63,82.76
"2020-04-13",2020,"PAR2","S","Davos-Zuoz",2290,9.80484494583298,46.8517249839739,61.43,0,NA,NA,NA,0.291458333333333,2.2,"other",NA,2.2,"",0,0,0,4.2,59.45
"2020-04-13",2020,"PAR2","W","Davos-Zuoz",2290,9.80484494583298,46.8517249839739,31.17,0,NA,NA,NA,0.259791666666667,1.45,"other",NA,1.45,"",0,0,0,6,29.34
"2020-04-13",2020,"PMA2","N","elsewhere",2429,9.53738768920731,46.5800763351247,168.59,0,NA,NA,NA,0.311041666666667,0.780000000000001,"other",NA,0.780000000000001,"",0,0,0,0.99,116.87
"2020-04-13",2020,"PMA2","W","elsewhere",2429,9.53738768920731,46.5800763351247,79.87,0,NA,NA,NA,0.283541666666667,1.21000000000001,"other",NA,1.21000000000001,"",0,0,0,3.53,77.3
"2020-04-13",2020,"ROT3","E","elsewhere",2495,9.60438596843145,46.7331165395744,160.84,0,NA,NA,NA,0.250291666666667,2.20000000000002,"other",NA,2.20000000000002,"",0,0,0,3.9,151.15
"2020-04-13",2020,"TRU2","S","elsewhere",2459,7.58557232606275,46.3709519169687,142.34,0,NA,NA,NA,0.249791666666667,0.319999999999993,"other",NA,0.319999999999993,"",0,0,0,1.95,85.54
"2020-04-13",2020,"VDS2","E","elsewhere",2385,7.36750511962445,46.3215111310242,203.06,0,NA,NA,NA,0.244041666666667,0.879999999999995,"other",NA,0.879999999999995,"",0,0,0,3.1,94.15
"2020-04-13",2020,"VDS2","S","elsewhere",2385,7.36750511962445,46.3215111310242,73.05,0,NA,NA,NA,0.250291666666667,1.31,"other",NA,1.31,"",0,0,0,3.98,63.95
"2020-04-13",2020,"WFJ2","E","Davos-Zuoz",2536,9.80928943600516,46.8296382941581,136.34,0,NA,NA,NA,0.257291666666667,0.610000000000014,"other",NA,0.610000000000014,"",0,0,0,2.86,109.59
"2020-04-13",2020,"WFJ2","N","Davos-Zuoz",2536,9.80928943600516,46.8296382941581,123.19,0,NA,NA,NA,0.386875,76.02,"pg",NA,76.02,"",0,0,0,1.16,109.1
"2020-04-13",2020,"WFJ2","S","Davos-Zuoz",2536,9.80928943600516,46.8296382941581,52.46,0,NA,NA,NA,0.249041666666667,1.26,"other",NA,1.26,"",0,0,0,4.56,49.83
"2020-04-13",2020,"WFJ2","W","Davos-Zuoz",2536,9.80928943600516,46.8296382941581,68.78,0,NA,NA,NA,0.259791666666667,1.53,"other",NA,1.53,"",0,0,0,5.21,44.75
"2020-04-13",2020,"ZNZ2","E","Davos-Zuoz",2677,10.0188448172399,46.6977166981315,174.84,0,NA,NA,NA,0.321041666666667,155.9,"other",NA,155.9,"",0,0,0,0.9,172.37
"2020-04-13",2020,"ZNZ2","N","Davos-Zuoz",2677,10.0188448172399,46.6977166981315,190.88,0,NA,NA,NA,0.352791666666667,0.969999999999999,"other",NA,0.969999999999999,"",0,0,0,0.95,186.36
"2020-04-13",2020,"ZNZ2","S","Davos-Zuoz",2677,10.0188448172399,46.6977166981315,93.55,0,NA,NA,NA,0.255291666666667,1.88,"other",NA,1.88,"",0,0,0,3.13,90.59
"2020-04-16",2020,"ALB2","E","Davos-Zuoz",2322,9.83622434620262,46.5809457020288,107.48,0,NA,NA,NA,0.279458333333333,2.52000000000001,"other",NA,2.52000000000001,"",0,0,0,4.91,102.22
"2020-04-16",2020,"ALB2","N","Davos-Zuoz",2322,9.83622434620262,46.5809457020288,114.33,0,NA,NA,NA,0.336041666666667,107.81,"pg",NA,107.81,"",0,0,0,1.22,108.54
"2020-04-16",2020,"ATT2","E","elsewhere",2550,7.26991849106118,46.105287470923,215.21,0,NA,NA,NA,0.30925,130.68,"other",NA,130.68,"",0,0,0,2.25,162.31
"2020-04-16",2020,"BEV2","E","Davos-Zuoz",2512,9.83709063278609,46.5395643240313,106.73,0,NA,NA,NA,0.287291666666667,1.42,"other",NA,1.42,"",0,0,0,5.02,43.71
"2020-04-16",2020,"BOR2","S","elsewhere",2517,8.10930225320016,46.2905311776728,245.77,0,NA,NA,NA,0.289458333333333,0.340000000000003,"other",NA,0.340000000000003,"",0,0,0,2,240.64
"2020-04-16",2020,"CON2","E","elsewhere",2229,7.27420875750933,46.2897395710704,172.06,0,NA,NA,NA,0.262208333333333,2.46000000000001,"other",NA,2.46000000000001,"",0,0,0,2.27,168.11
"2020-04-16",2020,"CON2","S","elsewhere",2229,7.27420875750933,46.2897395710704,46.69,0,NA,NA,NA,0.278625,0.5,"other",NA,0.5,"",0,0,0,5.78,38.02
"2020-04-16",2020,"DAV2","E","Davos-Zuoz",2558,9.81941136139983,46.6988889844443,141.32,0,NA,NA,NA,0.255678571428571,114.6,"other",NA,114.6,"",0,0,0,2.45,134.73
"2020-04-16",2020,"DAV2","N","Davos-Zuoz",2558,9.81941136139983,46.6988889844443,89.54,0,NA,NA,NA,0.363541666666667,43.22,"pg",NA,43.22,"",0,0,0,1.69,81.07
"2020-04-16",2020,"DAV3","E","Davos-Zuoz",2455,9.77399051394934,46.788833109079,178.93,0,NA,NA,NA,0.333416666666667,0.830000000000013,"other",NA,0.830000000000013,"",0,0,2.435,2.63,119.63
"2020-04-16",2020,"DAV3","N","Davos-Zuoz",2455,9.77399051394934,46.788833109079,126.49,0,NA,NA,NA,0.352291666666667,0.569999999999993,"other",NA,0.569999999999993,"",0,0,2.435,1.35,115.54
"2020-04-16",2020,"DAV3","S","Davos-Zuoz",2455,9.77399051394934,46.788833109079,53.37,0,NA,NA,NA,0.254041666666667,0.699999999999996,"other",NA,0.699999999999996,"",0,0,2.435,4.65,49.63
"2020-04-16",2020,"DAV4","E","Davos-Zuoz",2330,9.78470275758155,46.7841947486778,94.67,0,NA,NA,NA,0.324791666666667,2.61,"other",NA,2.61,"",0,0,2.345,5.23,45.33
"2020-04-16",2020,"DAV4","N","Davos-Zuoz",2330,9.78470275758155,46.7841947486778,182.98,0,NA,NA,NA,0.320458333333333,64.42,"pg",NA,64.42,"",0,0,2.345,0.96,160.2
"2020-04-16",2020,"DAV4","W","Davos-Zuoz",2330,9.78470275758155,46.7841947486778,84.53,0,NA,NA,NA,0.217916666666667,2.23999999999999,"other",NA,2.23999999999999,"",0,0,2.345,6,82.09
"2020-04-16",2020,"ELA2","E","Davos-Zuoz",2726,9.71469450872067,46.5914252255484,226.04,0,NA,NA,NA,0.329583333333333,109.75,"other",NA,109.75,"",0,0,0,0.72,170.96
"2020-04-16",2020,"ELA2","N","Davos-Zuoz",2726,9.71469450872067,46.5914252255484,161.57,0,NA,NA,NA,0.366541666666667,0.329999999999984,"other",NA,0.329999999999984,"",0,0,0,1.12,158.05
"2020-04-16",2020,"ELA2","S","Davos-Zuoz",2726,9.71469450872067,46.5914252255484,56.37,0,NA,NA,NA,0.306875,2.02999999999999,"other",NA,2.02999999999999,"",0,0,0,5.02,41.27
"2020-04-16",2020,"FLU2","E","Davos-Zuoz",2394,9.94644506119759,46.7527121108172,53.17,0,NA,NA,NA,0.358541666666667,0.460000000000001,"other",NA,0.460000000000001,"",0,0,6.338,4.67,52.45
"2020-04-16",2020,"FLU2","N","Davos-Zuoz",2394,9.94644506119759,46.7527121108172,94.86,0,NA,NA,NA,0.37875,81.09,"pg",NA,81.09,"",0,0,6.338,1.15,88.38
"2020-04-16",2020,"FNH2","E","elsewhere",2252,6.96410423112248,46.1007599043094,428.82,0,NA,NA,NA,0.242791666666667,0.79000000000002,"other",NA,0.79000000000002,"",0,0,0,1.7,428.43
"2020-04-16",2020,"FNH2","S","elsewhere",2252,6.96410423112248,46.1007599043094,165.81,0,NA,NA,NA,0.255291666666667,0.969999999999999,"other",NA,0.969999999999999,"",0,0,0,2.74,114.25
"2020-04-16",2020,"FNH2","W","elsewhere",2252,6.96410423112248,46.1007599043094,184.38,0,NA,NA,NA,0.205083333333333,1.19999999999999,"other",NA,1.19999999999999,"",0,0,0,2.64,116.9
"2020-04-16",2020,"GOR2","E","elsewhere",2953,7.78359911385216,45.9871921623904,325.99,0,NA,NA,NA,0.419375,311.35,"pg",NA,311.35,"",0,0,0,0.43,320.66
"2020-04-16",2020,"KLO2","E","Davos-Zuoz",2147,9.8738591619793,46.9091149998652,131.05,0,NA,NA,NA,0.237791666666667,1.28,"other",NA,1.28,"",0,0,6.118,2.63,129.06
"2020-04-16",2020,"KLO2","N","Davos-Zuoz",2147,9.8738591619793,46.9091149998652,146.56,0,NA,NA,NA,0.367291666666667,131.44,"pg",NA,131.44,"",0,0,6.118,0.91,133.45
"2020-04-16",2020,"KLO3","E","Davos-Zuoz",2299,9.93167229569342,46.8412712603804,240.3,0,NA,NA,NA,0.268178571428571,239.58,"other",NA,239.58,"",0,0,5.921,1.93,239.58
"2020-04-16",2020,"KLO3","N","Davos-Zuoz",2299,9.93167229569342,46.8412712603804,205.96,0,NA,NA,NA,0.402958333333333,119.72,"pg",NA,119.72,"",0,0,5.921,0.74,195.2
"2020-04-16",2020,"LAG2","N","elsewhere",2730,9.74458031776757,46.4513578780098,195,0,NA,NA,NA,0.363666666666667,4.13,"pg",NA,4.13,"",0,0,0,1.08,184.59
"2020-04-16",2020,"LAG2","W","elsewhere",2730,9.74458031776757,46.4513578780098,140.17,0,NA,NA,NA,0.362291666666667,52.86,"pg",NA,52.86,"",0,0,0,1.38,132.96
"2020-04-16",2020,"LAG3","W","elsewhere",2300,9.69777285373163,46.4245273383925,45.31,0,NA,NA,NA,0.245625,0.410000000000004,"other",NA,0.410000000000004,"",0,0,2.206,5.41,43.06
"2020-04-16",2020,"OBW2","E","elsewhere",2432,8.31595593868373,46.5452218766451,144.09,0,NA,NA,NA,0.293458333333333,2.00999999999999,"other",NA,2.00999999999999,"",0,0,0,3.25,89.73
"2020-04-16",2020,"PAR2","E","Davos-Zuoz",2290,9.80484494583298,46.8517249839739,124.84,0,NA,NA,NA,0.355625,4.90000000000001,"other",NA,4.90000000000001,"",0,0,15.673,2.71,122.21
"2020-04-16",2020,"PAR2","N","Davos-Zuoz",2290,9.80484494583298,46.8517249839739,81.22,0,NA,NA,NA,0.361458333333333,2.91,"other",NA,2.91,"",0,0,15.673,3.69,80.22
"2020-04-16",2020,"PAR2","S","Davos-Zuoz",2290,9.80484494583298,46.8517249839739,50.2,0,NA,NA,NA,0.254041666666667,2.04000000000001,"other",NA,2.04000000000001,"",0,0,15.673,4.89,48.22
"2020-04-16",2020,"PMA2","N","elsewhere",2429,9.53738768920731,46.5800763351247,167.84,0,NA,NA,NA,0.334041666666667,3.56,"other",NA,3.56,"",0,0,14.797,0.97,116.31
"2020-04-16",2020,"PMA2","W","elsewhere",2429,9.53738768920731,46.5800763351247,78.84,0,NA,NA,NA,0.348541666666667,1.19,"other",NA,1.19,"",0,0,14.797,3.62,78.03
"2020-04-16",2020,"ROT3","E","elsewhere",2495,9.60438596843145,46.7331165395744,151.27,0,NA,NA,NA,0.235291666666667,0.350000000000023,"other",NA,0.350000000000023,"",0,0,0,4.08,148.09
"2020-04-16",2020,"TRU2","S","elsewhere",2459,7.58557232606275,46.3709519169687,125.57,0,NA,NA,NA,0.261541666666667,2.06999999999999,"other",NA,2.06999999999999,"",0,0,0,2.44,68.91
"2020-04-16",2020,"VDS2","E","elsewhere",2385,7.36750511962445,46.3215111310242,189.02,0,NA,NA,NA,0.251541666666667,1.22,"other",NA,1.22,"",0,0,0,3.42,80.51
"2020-04-16",2020,"VDS2","S","elsewhere",2385,7.36750511962445,46.3215111310242,53.68,0,NA,NA,NA,0.251541666666667,0.560000000000002,"other",NA,0.560000000000002,"",0,0,0,5.17,44.59
"2020-04-16",2020,"WFJ2","E","Davos-Zuoz",2536,9.80928943600516,46.8296382941581,129.24,0,NA,NA,NA,0.264041666666667,1.80000000000001,"other",NA,1.80000000000001,"",0,0,13.52,2.98,102.61
"2020-04-16",2020,"WFJ2","N","Davos-Zuoz",2536,9.80928943600516,46.8296382941581,119.27,0,NA,NA,NA,0.362291666666667,101.73,"pg",NA,101.73,"",0,0,13.52,1.15,105.2
"2020-04-16",2020,"WFJ2","S","Davos-Zuoz",2536,9.80928943600516,46.8296382941581,42.05,0,NA,NA,NA,0.291458333333333,2.51,"other",NA,2.51,"",0,0,13.52,5.49,39.42
"2020-04-16",2020,"WFJ2","W","Davos-Zuoz",2536,9.80928943600516,46.8296382941581,59.75,0,NA,NA,NA,0.269791666666667,0.329999999999998,"other",NA,0.329999999999998,"",0,0,13.52,6,57.36
"2020-04-16",2020,"ZNZ2","E","Davos-Zuoz",2677,10.0188448172399,46.6977166981315,166.56,0,NA,NA,NA,0.30925,81.17,"other",NA,81.17,"",0,0,0,3.42,164.17
"2020-04-16",2020,"ZNZ2","N","Davos-Zuoz",2677,10.0188448172399,46.6977166981315,188.9,0,NA,NA,NA,0.237708333333333,1.15000000000001,"other",NA,1.15000000000001,"",0,0,0,0.96,184.39
"2020-04-16",2020,"ZNZ2","S","Davos-Zuoz",2677,10.0188448172399,46.6977166981315,85.45,0,NA,NA,NA,0.240291666666667,1.06,"other",NA,1.06,"",0,0,0,3.3,82.51
"2020-04-17",2020,"ALB2","E","Davos-Zuoz",2322,9.83622434620262,46.5809457020288,103.68,0,NA,NA,NA,0.233625,0.600000000000009,"other",NA,0.600000000000009,"",0,0,0,5.11,98.45
"2020-04-17",2020,"ALB2","N","Davos-Zuoz",2322,9.83622434620262,46.5809457020288,111.5,0,NA,NA,NA,0.336041666666667,104.98,"pg",NA,104.98,"",0,0,0,1.23,105.71
"2020-04-17",2020,"ATT2","E","elsewhere",2550,7.26991849106118,46.105287470923,211.15,0,NA,NA,NA,0.30925,126.91,"other",NA,126.91,"",0,0,0,2.28,158.44
"2020-04-17",2020,"BEV2","E","Davos-Zuoz",2512,9.83709063278609,46.5395643240313,103.82,0,NA,NA,NA,0.337291666666667,1.08,"other",NA,1.08,"",0,0,0,5.18,97.71
"2020-04-17",2020,"BOR2","S","elsewhere",2517,8.10930225320016,46.2905311776728,241.27,0,NA,NA,NA,0.245291666666667,1.73000000000002,"other",NA,1.73000000000002,"",0,0,0,2.02,236.15
"2020-04-17",2020,"CON2","E","elsewhere",2229,7.27420875750933,46.2897395710704,165.08,0,NA,NA,NA,0.274791666666667,0.670000000000016,"other",NA,0.670000000000016,"",0,0,0,2.32,161.13
"2020-04-17",2020,"CON2","S","elsewhere",2229,7.27420875750933,46.2897395710704,37.76,0,NA,NA,NA,0.296458333333333,2.27,"other",NA,2.27,"",0,0,0,6,37.34
"2020-04-17",2020,"DAV2","E","Davos-Zuoz",2558,9.81941136139983,46.6988889844443,136.53,0,NA,NA,NA,0.256928571428571,127.56,"other",NA,127.56,"",0,0,0,2.52,129.97
"2020-04-17",2020,"DAV2","N","Davos-Zuoz",2558,9.81941136139983,46.6988889844443,85.19,0,NA,NA,NA,0.324375,75.01,"pg",NA,75.01,"",0,0,0,1.69,76.72
"2020-04-17",2020,"DAV3","E","Davos-Zuoz",2455,9.77399051394934,46.788833109079,176.03,0,NA,NA,NA,0.257345238095238,129.44,"other",NA,129.44,"",0,0,0,2.65,116.92
"2020-04-17",2020,"DAV3","N","Davos-Zuoz",2455,9.77399051394934,46.788833109079,124.97,0,NA,NA,NA,0.330166666666667,68.74,"pg",NA,68.74,"",0,0,0,1.35,114.02
"2020-04-17",2020,"DAV3","S","Davos-Zuoz",2455,9.77399051394934,46.788833109079,48.86,0,NA,NA,NA,0.254041666666667,1.02,"other",NA,1.02,"",0,0,0,5.01,45.12
"2020-04-17",2020,"DAV4","E","Davos-Zuoz",2330,9.78470275758155,46.7841947486778,88.68,0,NA,NA,NA,0.239791666666667,0.63000000000001,"other",NA,0.63000000000001,"",0,0,0,5.84,39.39
"2020-04-17",2020,"DAV4","N","Davos-Zuoz",2330,9.78470275758155,46.7841947486778,180.45,0,NA,NA,NA,0.330041666666667,62.06,"pg",NA,62.06,"",0,0,0,0.96,157.68
"2020-04-17",2020,"DAV4","W","Davos-Zuoz",2330,9.78470275758155,46.7841947486778,80.77,0,NA,NA,NA,0.274458333333333,1.00999999999999,"other",NA,1.00999999999999,"",0,0,0,6,78.33
"2020-04-17",2020,"ELA2","E","Davos-Zuoz",2726,9.71469450872067,46.5914252255484,222.42,0,NA,NA,NA,0.335416666666667,106.67,"other",NA,106.67,"",0,0,0,0.72,167.41
"2020-04-17",2020,"ELA2","N","Davos-Zuoz",2726,9.71469450872067,46.5914252255484,159.8,0,NA,NA,NA,0.327291666666667,0.590000000000003,"other",NA,0.590000000000003,"",0,0,0,1.12,156.28
"2020-04-17",2020,"ELA2","S","Davos-Zuoz",2726,9.71469450872067,46.5914252255484,53.06,0,NA,NA,NA,0.291875,0.330000000000005,"other",NA,0.330000000000005,"",0,0,0,5.39,37.97
"2020-04-17",2020,"FLU2","E","Davos-Zuoz",2394,9.94644506119759,46.7527121108172,51.24,0,NA,NA,NA,0.270291666666667,0.450000000000003,"other",NA,0.450000000000003,"",0,0,0,4.78,50.52
"2020-04-17",2020,"FLU2","N","Davos-Zuoz",2394,9.94644506119759,46.7527121108172,92.68,0,NA,NA,NA,0.373541666666667,1.63000000000001,"other",NA,1.63000000000001,"",0,0,0,1.16,86.21
"2020-04-17",2020,"FNH2","E","elsewhere",2252,6.96410423112248,46.1007599043094,422.01,0,NA,NA,NA,0.256541666666667,2.28999999999996,"other",NA,2.28999999999996,"",0,0,0,1.71,421.62
"2020-04-17",2020,"FNH2","S","elsewhere",2252,6.96410423112248,46.1007599043094,157.36,0,NA,NA,NA,0.251541666666667,2.86000000000001,"other",NA,2.86000000000001,"",0,0,0,2.86,105.86
"2020-04-17",2020,"FNH2","W","elsewhere",2252,6.96410423112248,46.1007599043094,179.65,0,NA,NA,NA,0.236333333333333,1.06999999999999,"other",NA,1.06999999999999,"",0,0,0,2.72,112.3
"2020-04-17",2020,"GOR2","E","elsewhere",2953,7.78359911385216,45.9871921623904,321.6,0,NA,NA,NA,0.419375,306.98,"pg",NA,306.98,"",0,0,0,0.43,316.28
"2020-04-17",2020,"KLO2","E","Davos-Zuoz",2147,9.8738591619793,46.9091149998652,126.99,0,NA,NA,NA,0.245958333333333,2.31999999999999,"other",NA,2.31999999999999,"",0,0,0,2.67,125
"2020-04-17",2020,"KLO2","N","Davos-Zuoz",2147,9.8738591619793,46.9091149998652,143.06,0,NA,NA,NA,0.367291666666667,127.96,"pg",NA,127.96,"",0,0,0,0.92,129.96
"2020-04-17",2020,"KLO3","E","Davos-Zuoz",2299,9.93167229569342,46.8412712603804,234.65,0,NA,NA,NA,0.265678571428571,233.93,"other",NA,233.93,"",0,0,0,1.95,233.93
"2020-04-17",2020,"KLO3","N","Davos-Zuoz",2299,9.93167229569342,46.8412712603804,201.81,0,NA,NA,NA,0.337083333333333,115.88,"other",NA,115.88,"",0,0,0,0.74,191.06
"2020-04-17",2020,"LAG2","N","elsewhere",2730,9.74458031776757,46.4513578780098,194.37,0,NA,NA,NA,0.403541666666667,2.92000000000002,"other",NA,2.92000000000002,"",0,0,0,1.09,183.97
"2020-04-17",2020,"LAG2","W","elsewhere",2730,9.74458031776757,46.4513578780098,139.12,0,NA,NA,NA,0.364791666666667,51.92,"pg",NA,51.92,"",0,0,0,1.38,131.92
"2020-04-17",2020,"LAG3","W","elsewhere",2300,9.69777285373163,46.4245273383925,42.82,0,NA,NA,NA,0.238625,0.609999999999999,"other",NA,0.609999999999999,"",0,0,0,5.61,40.57
"2020-04-17",2020,"OBW2","E","elsewhere",2432,8.31595593868373,46.5452218766451,136.69,0,NA,NA,NA,0.272291666666667,3.07999999999998,"other",NA,3.07999999999998,"",0,0,0,3.45,82.39
"2020-04-17",2020,"PAR2","E","Davos-Zuoz",2290,9.80484494583298,46.8517249839739,120.16,0,NA,NA,NA,0.340208333333333,0.879999999999995,"other",NA,0.879999999999995,"",0,0,0,2.77,117.54
"2020-04-17",2020,"PAR2","N","Davos-Zuoz",2290,9.80484494583298,46.8517249839739,78,0,NA,NA,NA,0.358125,0.920000000000002,"other",NA,0.920000000000002,"",0,0,0,3.77,77.01
"2020-04-17",2020,"PAR2","S","Davos-Zuoz",2290,9.80484494583298,46.8517249839739,43.77,0,NA,NA,NA,0.251541666666667,0.520000000000003,"other",NA,0.520000000000003,"",0,0,0,5.48,41.79
"2020-04-17",2020,"PMA2","N","elsewhere",2429,9.53738768920731,46.5800763351247,162.82,0,NA,NA,NA,0.348541666666667,4.72999999999999,"other",NA,4.72999999999999,"",0,0,0,1.15,152.64
"2020-04-17",2020,"PMA2","W","elsewhere",2429,9.53738768920731,46.5800763351247,74.62,0,NA,NA,NA,0.311041666666667,0.609999999999999,"other",NA,0.609999999999999,"",0,0,0,3.74,73.81
"2020-04-17",2020,"ROT3","E","elsewhere",2495,9.60438596843145,46.7331165395744,147.28,0,NA,NA,NA,0.235291666666667,0.400000000000006,"other",NA,0.400000000000006,"",0,0,0,4.18,144.11
"2020-04-17",2020,"TRU2","S","elsewhere",2459,7.58557232606275,46.3709519169687,116.94,0,NA,NA,NA,0.249041666666667,0.929999999999993,"other",NA,0.929999999999993,"",0,0,0,2.8,60.32
"2020-04-17",2020,"VDS2","E","elsewhere",2385,7.36750511962445,46.3215111310242,182.57,0,NA,NA,NA,0.281458333333333,1.48999999999998,"other",NA,1.48999999999998,"",0,0,0,3.61,74.18
"2020-04-17",2020,"VDS2","S","elsewhere",2385,7.36750511962445,46.3215111310242,43.53,0,NA,NA,NA,0.274458333333333,0.649999999999999,"other",NA,0.649999999999999,"",0,0,0,6,41.87
"2020-04-17",2020,"WFJ2","E","Davos-Zuoz",2536,9.80928943600516,46.8296382941581,122.37,0,NA,NA,NA,0.330208333333333,1.94,"other",NA,1.94,"",0,0,0,3.11,96.98
"2020-04-17",2020,"WFJ2","N","Davos-Zuoz",2536,9.80928943600516,46.8296382941581,115.37,0,NA,NA,NA,0.248958333333333,1.58,"other",NA,1.58,"",0,0,0,1.66,114.16
"2020-04-17",2020,"WFJ2","S","Davos-Zuoz",2536,9.80928943600516,46.8296382941581,34.17,0,NA,NA,NA,0.315208333333333,2.5,"other",NA,2.5,"",0,0,0,6,31.54
"2020-04-17",2020,"WFJ2","W","Davos-Zuoz",2536,9.80928943600516,46.8296382941581,53.28,0,NA,NA,NA,0.251958333333333,2.48,"other",NA,2.48,"",0,0,0,6,50.89
"2020-04-17",2020,"ZNZ2","E","Davos-Zuoz",2677,10.0188448172399,46.6977166981315,161.43,0,NA,NA,NA,0.30925,76.59,"other",NA,76.59,"",0,0,0,3.53,159.07
"2020-04-17",2020,"ZNZ2","N","Davos-Zuoz",2677,10.0188448172399,46.6977166981315,188.37,0,NA,NA,NA,0.319375,0.960000000000008,"other",NA,0.960000000000008,"",0,0,0,0.96,183.86
"2020-04-17",2020,"ZNZ2","S","Davos-Zuoz",2677,10.0188448172399,46.6977166981315,80.22,0,NA,NA,NA,0.199011904761905,59.52,"other",NA,59.52,"",0,0,0,3.45,77.28
"2020-04-18",2020,"ALB2","E","Davos-Zuoz",2322,9.83622434620262,46.5809457020288,99.13,0,NA,NA,NA,0.286958333333333,0.86999999999999,"other",NA,0.86999999999999,"",0,0,0,5.35,95.58
"2020-04-18",2020,"ALB2","N","Davos-Zuoz",2322,9.83622434620262,46.5809457020288,108.28,0,NA,NA,NA,0.341041666666667,101.76,"pg",NA,101.76,"",0,0,0,1.23,102.5
"2020-04-18",2020,"ATT2","E","elsewhere",2550,7.26991849106118,46.105287470923,207.09,0,NA,NA,NA,0.29675,123.12,"other",NA,123.12,"",0,0,0,2.32,154.55
"2020-04-18",2020,"BEV2","E","Davos-Zuoz",2512,9.83709063278609,46.5395643240313,99.85,0,NA,NA,NA,0.150928571428571,37.13,"other",NA,37.13,"",0,0,0,5.41,93.75
"2020-04-18",2020,"BOR2","S","elsewhere",2517,8.10930225320016,46.2905311776728,234.88,0,NA,NA,NA,0.249041666666667,1.03999999999999,"other",NA,1.03999999999999,"",0,0,0,2.04,229.77
"2020-04-18",2020,"CON2","E","elsewhere",2229,7.27420875750933,46.2897395710704,157.96,0,NA,NA,NA,0.252291666666667,0.370000000000005,"other",NA,0.370000000000005,"",0,0,0,2.37,154.02
