"triggerDateTime","coordX","coordY","startZoneElevation","startZoneAspect","fractureThicknessMean","size"
"2016-01-31 23:00:00",192967.461434359,735216.804298418,2631.2,"E",50,3
"2016-01-14 04:00:00",192800.094236099,731299.375051996,2855.5,"S",40,3
"2003-01-17 14:30:00",170659.440203678,701769.916179099,1900,"NW",100,3
"2005-02-25 15:00:00",105599.394102287,593699.126974794,3060,"NW",50,2
"2016-01-24 11:30:00",160574.634964744,625289.869955386,2400,"NW",80,4
"2016-01-04 08:00:00",193627.769709307,734022.426303733,2745.4,"S",45,3
"2018-03-09 12:30:00",129899.646581793,648899.741452441,2480,"SE",30,2
"2007-03-02 11:00:00",181955.635168005,784867.929118795,2520,"NE",50,4
"2022-02-23 12:00:00",233167.443921579,742563.480635755,1884,"E",30,2
"2016-04-16 10:00:00",184908.932527356,714409.964134947,2640,"E",40,1
"2010-12-11 11:45:00",142024.917837685,624079.739372431,2900,"SE",60,2
"2021-03-17 11:20:00",184459.926199928,784060.965549822,2190,"NE",80,3
"2014-12-12 15:00:00",153387.305332401,781853.339702452,2620,"E",20,1
"2017-02-06 11:00:00",145759.60415053,762244.745144138,2080,"E",30,2
"2020-01-30 07:16:00",135760.400982134,638777.622438092,2696,"E",60,3
"2018-01-18 23:00:00",170179.167506968,801270.996449776,2349.2,"W",40,2
"2006-02-21 14:50:00",86650.8308089174,574893.66808315,2060,"N",80,3
"2010-02-12 11:00:00",202900.113486371,764549.91265888,2300,"S",70,3
"2020-12-12 13:15:00",181161.747757053,785594.527964114,2571,"E",60,2
"2016-11-29 11:00:00",146538.321954163,799214.318602381,2475.1,"SW",100,2
"2021-12-11 05:30:00",180697.071574318,663770.42209004,1921,"S",15,1
"2021-12-10 15:00:00",163712.756579109,732662.637946618,1370,"SE",25,1
"2019-01-07 11:30:00",206542.050999239,749454.369787193,2187,"SE",30,1
"2022-02-02 12:00:00",161101.639717497,732245.000181548,2239,"NW",45,2
"2004-02-21 10:00:00",86200.9721092606,573498.649469373,1700,"NW",30,3
"2019-01-15 07:00:00",178497.240235751,758279.263403056,2403,"SE",100,3
"2019-01-29 11:30:00",205316.394331829,749447.860287391,2423,"E",30,2
"2020-01-30 08:30:00",105499.780744431,586629.084428147,2600,"SW",40,3
"2015-02-28 12:55:00",193605.585374461,679295.025257558,1800,"NE",30,2
"2018-03-03 06:30:00",174079.275312619,703063.854265066,2497.1,"S",12,2
"2021-01-23 07:30:00",105775.196944256,587808.25000396,2744,"N",15,2
"2021-01-16 10:00:00",132959.071356904,604854.169677601,2110,"E",50,2
"2022-02-03 08:51:00",98605.5434098121,622920.119000052,2886,"E",30,3
"2010-02-21 09:48:00",182671.67439402,777095.962442343,2460,"NE",40,2
"2008-12-20 10:10:00",96500.2634408781,623849.893625789,3040,"SW",20,2
"2021-03-12 09:00:00",134203.792704584,604422.179136944,2787,"NE",30,3
"2012-02-17 09:00:00",181774.341764771,785873.936337757,2070,"SW",40,3
"2009-02-15 11:10:00",88304.9054473924,582140.010859569,2100,"W",40,3
"2002-04-28 11:25:00",174500.244100711,792249.869988571,3050,"N",130,4
"2021-01-29 08:30:00",92977.4970298484,621811.313434888,2460,"N",50,1
"2012-12-30 09:00:00",161456.592057665,764627.987918193,2380,"E",50,2
"2010-01-03 10:23:00",153059.492719713,607649.823519944,2290,"SW",40,2
"2019-04-04 14:30:00",175542.020960497,706099.922696802,2200,"N",80,3
"2015-01-25 11:00:00",164473.000203432,578333.983505833,1680,"W",60,2
"2018-03-20 10:40:00",146449.814425005,794049.489908305,2280,"NE",50,2
"2013-04-01 13:00:00",164589.982688948,793350.038912627,2500,"W",80,3
"2015-01-27 07:00:00",192148.124141461,783682.904607897,2284.5,"S",20,3
"2015-01-04 07:15:00",190650.96256201,780979.388956334,2608.4,"E",50,3
"2021-11-30 13:25:00",163760.051746832,732286.129478395,1571,"SE",18,2
"2010-04-02 11:10:00",164999.821678747,737289.870080544,2840,"E",60,3
"2021-11-07 16:30:00",165893.806492841,733740.482342626,1317,"E",25,2
"2022-03-19 11:00:00",155767.239229863,788639.638596912,2265,"W",30,2
"2021-01-28 11:00:00",231121.338888264,746771.135921521,1534,"S",30,2
"2004-12-29 11:00:00",154486.340746026,780085.991327467,2930,"E",50,3
"2020-01-31 11:00:00",198780.861091722,714231.306734842,2400,"NE",60,2
"2021-01-28 01:00:00",166259.599058464,733188.519823778,1588,"SE",50,2
"2019-03-15 07:00:00",173987.179111732,765585.740777013,2395,"E",30,2
"2019-02-02 13:00:00",205532.995968003,791822.058060438,2256,"N",25,2
"2009-05-02 08:25:00",146100.034011739,789419.523738664,2990,"NE",40,2
"2002-12-21 15:00:00",170659.440203678,701769.916179099,150,"W",100,3
"2008-01-16 05:30:00",180700.39656272,663349.987435599,1730,"NW",40,3
"2012-02-02 11:00:00",181774.341764771,785873.936337757,2650,"S",200,3
"2013-03-31 11:00:00",141276.017098137,642501.900080646,2600,"SE",15,1
"2017-01-26 11:00:00",190780.168020527,790650.034611959,2450,"W",60,2
"2004-12-30 13:00:00",154486.340746026,780085.991327467,2650,"SE",30,1
"2008-01-04 12:00:00",90799.8748117739,579898.764957463,2160,"NW",50,2
"2018-03-20 06:30:00",215887.435873219,793132.051653104,2189.7,"SW",15,3
"2018-01-04 18:00:00",132655.704509546,639835.414324934,2327.5,"NE",150,4
"2018-01-22 08:30:00",171636.507299034,700767.986437114,1920,"SE",80,3
"2017-03-10 08:00:00",189372.976270113,733905.384124993,2350.7,"E",20,1
"2016-03-06 16:00:00",188586.117309638,780959.120256475,2514.1,"E",30,2
"2017-03-10 07:00:00",166856.321875225,766865.53968346,2311.7,"N",50,3
"2022-02-23 09:05:00",99651.3222135188,623132.922360969,3092,"E",50,2
"2011-01-31 11:00:00",145420.009406298,612269.700891386,2870,"SW",40,3
"2006-01-01 11:35:00",105000.483843692,589519.095362297,2650,"N",45,2
"2016-02-05 07:00:00",188859.066888012,735527.10863298,2220,"NE",15,1
"2016-04-19 06:11:00",93227.984277613,570828.689659269,3100,"N",30,3
"2020-12-15 11:00:00",234479.315021276,745026.476902121,2093,"N",60,3
"1996-02-19 11:30:00",96200.1290905512,572848.751431074,2230,"NW",30,3
"2010-02-16 11:00:00",181955.635168005,784867.929118795,2500,"NE",20,2
"2020-03-08 09:00:00",173839.457298385,781539.866681698,2640,"NW",50,2
"2012-02-11 11:00:00",181774.341764771,785873.936337757,2630,"SE",10,2
"2022-02-03 07:30:00",166216.544378581,791630.16666898,2661,"E",80,3
"2006-01-04 12:00:00",181955.635168005,784867.929118795,2740,"NE",30,2
"2020-02-06 08:30:00",225869.074722143,744142.538669453,1861,"E",20,1
"2017-04-29 06:00:00",166583.238926482,770250.43457571,2354.3,"NW",30,3
"2003-02-03 05:00:00",154486.25120144,780082.99977634,2600,"SE",10,1
"2014-01-18 11:00:00",177441.455333199,631076.935181164,1650,"N",30,2
"2019-02-04 07:00:00",205580.121211766,749454.572731103,2410,"NE",20,1
"2021-01-18 13:30:00",225230.772127193,744281.492403598,1982,"NE",80,4
"2007-01-14 09:30:00",189549.217967877,780810.076170938,2620,"NE",50,3
"2012-01-06 06:00:00",88304.9054473924,582140.010859569,2100,"SE",90,3
"2017-12-11 23:00:00",163357.315666047,796765.754960964,2640,"W",50,2
"2022-04-08 06:30:00",105511.612193998,586809.292635471,2705,"NE",15,2
"2022-02-07 06:30:00",107806.673095747,563808.610482802,2769,"SE",50,3
"1998-01-04 11:50:00",163548.753330647,690249.971970227,2400,"N",130,4
"2015-01-08 13:00:00",153150.384352356,780299.989826589,2800,"SE",25,2
"2021-05-03 09:45:00",121482.88055102,650369.515271817,3322,"S",10,3
"2007-02-27 10:00:00",181955.635168005,784867.929118795,2500,"SE",20,1
"2007-12-22 11:00:00",181955.635168005,784867.929118795,2250,"E",100,3
"2019-01-19 07:00:00",165422.625610067,781689.502889104,2691,"SW",100,2
"2004-02-20 10:00:00",183479.602090225,662275.001035596,2000,"NE",20,2
"2019-02-04 07:00:00",205370.387398196,749383.569075211,2506,"NE",25,2
"2021-03-24 12:00:00",166120.738389969,789311.182509082,2900,"SE",50,2
"2020-01-03 14:00:00",160170.473581762,728270.983668515,2023,"S",20,2
"2004-12-30 11:00:00",143526.854396236,781445.00075966,2600,"N",40,2
"2020-01-30 11:00:00",224945.294704886,742681.801269293,2089,"SE",30,1
"1998-01-07 13:40:00",189430.086467059,781099.99262054,2580,"NE",80,2
"2019-12-14 23:19:00",134818.597910773,639260.818530029,2429,"E",140,2
"2008-12-13 23:00:00",168319.291503708,692649.991723209,2100,"SE",80,2
"2017-02-01 07:00:00",165768.951856419,758035.972307111,2639.5,"E",30,2
"2014-12-31 13:25:00",175409.548322244,782189.879254019,2785,"SE",50,2
"2019-12-26 06:30:00",205285.241740477,750111.75524066,2157,"NE",25,2
"2021-01-23 07:00:00",164561.687775509,790655.796014686,2412,"E",60,2
"2020-02-06 10:00:00",165749.848637183,758028.430325631,2647,"E",50,2
"2022-02-03 07:00:00",226484.483129378,744160.077779648,1745,"NE",20,1
"2013-03-20 13:00:00",174049.567599563,600099.945466304,1600,"N",40,2
"2019-02-05 12:20:00",89352.4818325394,578283.03351386,2120,"SW",40,1
"2007-02-07 09:45:00",229600.190335117,745149.962013332,1950,"N",20,1
"2017-12-31 07:30:00",101860.192628721,637238.775844211,3022.8,"NW",100,3
"2013-04-13 15:10:00",92228.399392928,618130.285108242,3380,"SE",30,2
"2021-12-10 23:00:00",105807.543723562,586705.006395143,2626,"NE",60,2
"2007-03-24 07:00:00",199724.746279228,717999.996965222,2000,"SE",35,3
"2015-01-05 09:00:00",153167.298543128,780456.139155783,2924.4,"SE",30,3
"2021-03-19 07:30:00",106536.48873324,586844.54905935,2450,"NW",10,1
"2019-02-02 07:00:00",166518.24401801,791987.294521334,2687,"S",50,4
"2022-02-03 06:30:00",161361.042536022,730376.569852144,1650,"S",45,2
"2004-01-01 08:00:00",181955.635168005,784867.929118795,3020,"E",100,4
"2012-01-12 14:30:00",160999.876942479,607499.985270288,1800,"SE",80,3
"2021-01-17 08:10:00",165106.428515863,733834.623118991,1260,"N",45,2
"2019-01-03 05:30:00",189594.413301608,780465.233679279,2668,"W",50,2
"2014-02-05 09:30:00",180700.39656272,663349.987435599,1730,"NW",20,2
"2006-02-23 11:00:00",189830.274142592,736719.957127877,2320,"NE",40,3
"2019-12-12 11:00:00",86100.254030037,570282.977598169,3110,"N",80,3
"2010-02-03 14:15:00",106500.115248945,590179.144620186,2480,"N",40,2
"2020-12-07 09:00:00",164346.489980945,732860.878026534,1426,"E",50,1
"2021-03-22 07:00:00",190547.764086502,813807.217260957,3039,"NE",30,3
"2010-12-18 04:15:00",180700.39656272,663349.987435599,1930,"SE",20,2
"2008-01-27 11:00:00",108045.062046185,585842.02522717,2450,"N",40,3
"2020-03-11 08:00:00",91284.8611635556,617847.29801743,3325,"NE",40,2
"2013-12-29 14:00:00",107907.843878346,585577.02507168,2420,"W",35,3
"2005-02-06 14:48:00",163100.244692628,789319.69225525,2470,"NE",120,3
"2020-12-31 23:00:00",103686.914112945,561446.61770978,2432,"NE",80,3
"1993-02-23 13:20:00",116250.865060987,555199.035495539,1855,"NW",50,2
"2022-02-21 23:00:00",201523.384472929,716333.485480631,2063,"SE",60,2
"2001-12-30 13:20:00",178899.619087566,659799.995079138,1920,"SW",30,2
"2017-02-07 07:00:00",193142.460530426,734396.949635967,2547.1,"S",30,3
"2020-02-05 11:24:00",134760.054794046,604991.267482643,2822,"W",70,3
"2010-01-03 06:00:00",170588.534523666,776732.942616185,2680,"SW",30,2
"2021-12-11 11:00:00",79877.3238542936,579300.113328651,2530,"S",30,2
"2009-02-18 03:00:00",199724.746279228,717999.996965222,2200,"S",80,4
"2021-12-13 11:00:00",142992.821781812,783386.163171569,3226,"E",40,1
"2017-02-01 07:00:00",166862.513648386,758009.724718314,2458.3,"E",50,2
"2020-12-14 10:06:00",137375.750349976,570595.908191666,1981,"SW",50,2
"2014-02-25 10:30:00",161456.592057665,764627.987918193,2720,"SW",20,3
"2019-01-13 16:00:00",164494.318019867,733159.553813404,1352,"SE",35,1
"2021-01-31 13:30:00",86680.0043426396,574828.627997745,2020,"N",50,3
"2021-01-30 07:00:00",170423.295315318,795501.187253391,2617,"NE",80,4
"2015-02-09 14:50:00",78675.7227720704,580602.569283821,2640,"N",100,3
"2001-02-04 10:38:00",204160.022624597,822530.73563932,2060,"S",50,3
"2021-02-12 11:45:00",163811.484757438,832223.223293651,2680,"N",50,2
"2018-02-24 09:57:00",133599.498126855,592039.539164953,2525,"N",50,3
"2016-01-14 07:30:00",190908.569578199,780818.359866743,2546.1,"NW",50,2
"2009-02-02 11:00:00",106799.721247706,708659.952312615,1280,"S",40,2
"2017-12-28 23:00:00",158636.062863304,791608.439396536,2489.1,"NE",50,3
"2017-03-03 07:00:00",193746.552033769,734310.86332643,2845.5,"SW",100,3
"2005-01-22 07:30:00",141324.543594007,642761.944608267,2160,"SE",70,3
"2007-01-05 11:15:00",192499.997393563,735049.993469906,2460,"SW",50,2
"2008-01-23 01:00:00",153150.384352356,780299.989826589,2420,"NE",30,3
"2015-01-31 07:00:00",192319.936470951,782428.90262407,2414.8,"SW",30,3
"2006-01-06 11:00:00",154486.340746026,780085.991327467,2650,"E",15,1
"2013-01-17 14:20:00",136479.655378391,567999.409889618,1970,"SE",40,2
"2022-02-06 23:00:00",198486.302287716,715105.313974152,2460,"NE",100,2
"2017-02-13 07:30:00",107907.843878346,585577.02507168,2400,"NE",120,3
"2003-12-21 17:00:00",104638.227519064,639516.823401308,2400,"E",30,3
"2017-12-11 23:00:00",163306.109926989,789534.704777922,2343.9,"E",30,3
"2022-02-03 07:00:00",226405.947860822,744131.648435317,1761,"NE",30,2
"2006-02-18 12:30:00",90984.8863749177,577548.748811392,2350,"N",70,2
"2010-02-13 08:45:00",189849.366276734,779550.045308095,2700,"SW",50,3
"2016-02-21 14:00:00",166761.876237088,791780.194957337,2827.8,"S",20,3
"2021-02-09 13:00:00",150238.983688155,786477.219523388,2502,"N",100,2
"2015-03-15 11:00:00",115055.195200313,559707.060395401,2000,"N",15,1
"2020-03-03 10:05:00",225487.613182981,744095.963018588,1955,"NE",25,2
"2020-12-06 06:00:00",165591.497108981,734145.548373639,1283,"W",40,1
"2009-02-07 08:30:00",170659.440203678,701769.916179099,2200,"N",50,3
"2013-03-19 07:50:00",181774.341764771,785873.936337757,2400,"E",30,3
"2019-02-04 07:00:00",205509.62408153,750278.333068658,NA,NA,30,1
"2003-02-06 11:00:00",171859.012039936,681440.017455997,2700,"SW",180,5
"2000-03-19 15:30:00",179099.205047006,764849.970701959,2760,"W",50,3
"2015-01-24 11:00:00",182877.477762975,785617.249176929,2134.8,"NE",50,2
"2004-12-21 11:00:00",196600.196288303,773406.895594381,2100,"NW",40,3
"2018-03-31 11:40:00",153446.943636504,700819.128917719,2673.7,"W",50,4
"2005-02-05 12:05:00",176399.89428266,782169.883410704,2805,"NW",40,3
"2010-03-03 09:00:00",180700.39656272,663349.987435599,1780,"NW",20,1
"2019-12-28 11:00:00",165292.996214641,747045.770984926,2254,"S",60,3
"2018-01-22 23:40:00",177299.998688654,806209.907496039,2875,"SW",100,5
"2008-04-07 13:30:00",183143.67911349,784189.003417376,2520,"NW",40,2
"2021-01-15 01:00:00",165569.098447071,734138.388266859,1284,"W",55,2
"2021-01-16 12:55:00",157136.392573613,789666.190724338,2403,"NW",40,3
"2019-12-29 15:10:00",95823.7234886505,622210.251327403,2272,"SE",100,2
"2014-12-31 07:00:00",192263.42891157,782508.829666344,2406.2,"SE",40,2
"2013-12-01 07:00:00",228224.575465628,589741.929231134,1470,"NW",20,1
"2021-01-30 07:51:00",107996.572264712,625080.110207714,2821,"SE",100,5
"2013-04-12 06:20:00",151698.939916524,649199.873409967,3320,"S",30,2
"2017-01-14 04:00:00",188766.829189329,735529.579358653,2227.2,"E",150,2
"2009-11-05 12:27:00",181955.635168005,784867.929118795,2650,"E",40,1
"2007-03-23 11:00:00",177399.751445686,761699.935200362,2500,"N",50,4
"2021-01-10 11:00:00",135862.827594839,566541.155438892,2151,"NW",25,2
"2014-11-08 09:00:00",202609.444262386,748370.058991483,2780,"NE",50,2
"2019-01-15 08:00:00",175542.020960497,706099.922696802,2280,"N",100,3
"2022-02-03 07:10:00",225560.341131779,744114.223710267,1926,"E",80,3
"2003-01-11 10:00:00",196600.196288303,773406.895594381,2150,"SW",80,3
"2018-03-30 17:45:00",149007.058183902,793642.248685596,3018.8,"W",40,3
"2016-03-08 09:00:00",191536.529087537,780987.919046526,2437.4,"NW",30,1
"2005-01-29 14:15:00",175674.41740553,702459.953729943,2790,"NW",30,2
"2021-01-15 11:00:00",102373.990848923,610835.97084731,3369,"W",60,4
"2022-02-03 06:00:00",159634.724438833,730245.323656222,2239,"NW",45,2
"2010-03-07 09:00:00",158355.957191885,765754.940525339,2320,"SE",50,2
"2022-02-12 09:15:00",225163.14674952,740528.638974223,1727,"N",20,1
"2020-03-06 06:30:00",192866.397733038,730976.281816659,3021,"NE",10,2
"2007-04-07 09:00:00",189830.274142592,736719.957127877,2980,"NE",30,2
"2018-03-31 22:00:00",166965.822242739,793456.924182687,NA,NA,40,3
"2019-01-07 11:30:00",206023.995464434,749283.34678342,2423,"NE",30,1
"2005-01-22 02:30:00",194839.297703618,732000.039647296,2500,"NW",100,4
"2021-12-28 07:30:00",105659.280859355,587959.039836355,2845,"N",20,3
"2019-01-01 08:00:00",193569.414390388,734196.965871147,2750,"SW",30,2
"2021-12-11 08:00:00",107877.487825303,582742.85450916,2334,"NE",15,1
"2019-01-31 23:00:00",98746.6274608322,563966.696239985,2158,"W",80,3
"2009-01-25 11:00:00",203300.129757023,700600.024932772,2400,"N",50,3
"2021-01-14 18:00:00",167245.658699902,776627.309733628,NA,NA,40,1
"2007-03-24 07:00:00",168999.885705371,588199.968894961,1680,"S",100,4
"2019-02-04 23:00:00",184640.673307824,661344.991895162,1930,"SW",150,2
"2018-12-25 10:45:00",94610.1364163879,627724.431573771,2530,"N",55,3
"2015-01-26 07:25:00",164499.652087316,733349.903885131,2760,"NW",45,2
"2010-04-07 09:30:00",181955.635168005,784867.929118795,2540,"NE",50,3
"2012-12-23 07:00:00",161456.592057665,764627.987918193,2380,"E",50,3
"2008-01-08 11:00:00",154486.340746026,780085.991327467,2750,"NE",30,2
"2020-01-18 15:45:00",225398.123897338,744166.165603146,1955,"N",30,2
"2009-02-18 04:00:00",131000.038964006,643799.915674833,2250,"SE",25,2
"2016-03-27 11:00:00",199724.746279228,717999.996965222,2000,"NE",15,2
"2022-02-03 08:30:00",145914.989551741,777045.47875022,2533,"SE",50,3
"2021-03-19 11:50:00",114881.876034321,603987.351571598,2660,"W",80,3
"2022-02-22 08:00:00",159609.343243616,726979.469844796,2461,"SE",45,3
"2016-03-30 11:00:00",116249.648297654,612529.931509649,2820,"N",50,3
"2021-01-16 07:50:00",162922.990859372,729591.672845839,2315,"NE",55,2
"2011-12-08 07:30:00",180700.39656272,663349.987435599,1930,"SE",10,1
"2018-03-25 14:00:00",161133.317930345,796543.290703092,2752.5,"N",30,3
"2019-12-25 10:06:00",111299.361699968,611939.365005422,2580,"NE",100,2
"2012-04-17 10:00:00",115929.438929597,617076.50473443,2900,"NW",50,2
"2022-01-10 11:00:00",170390.03620228,648118.930546835,2628,"NE",40,3
"2009-02-18 04:00:00",170659.440203678,701769.916179099,2900,"SE",80,4
"2019-02-02 07:00:00",166073.646474923,791857.279976202,2531,"SE",50,3
"2018-04-01 09:30:00",193801.741484377,676861.985360404,1700,"NE",40,3
"2010-01-14 15:00:00",174049.567599563,600099.945466304,1600,"N",30,2
"2009-04-01 11:30:00",206670.657141424,823950.895969656,2440,"N",45,3
"2022-02-04 17:40:00",165117.201185248,733819.061351868,1252,"N",20,1
"2006-01-05 10:00:00",229600.190335117,745149.962013332,2000,"SE",15,2
"2018-03-12 23:00:00",167868.062900921,799612.283280299,2510.7,"W",40,3
"2018-03-08 06:10:00",142715.574187571,781723.048672873,2847,"N",25,2
"2016-02-11 11:00:00",170659.440203678,701769.916179099,2240,"N",60,3
"2021-04-10 10:00:00",194584.242622241,797269.26310174,2600,"NW",15,2
"2009-02-18 04:00:00",170659.440203678,701769.916179099,2200,"N",40,4
"2009-02-22 14:00:00",170659.440203678,701769.916179099,1480,"S",100,3
"2003-12-23 09:15:00",104950.536128377,587179.058090518,2650,"W",50,2
"2019-12-28 11:00:00",165292.996214641,747045.770984926,2254,"S",60,3
"2012-01-23 14:00:00",170659.440203678,701769.916179099,2300,"SE",80,3
"1995-12-23 13:00:00",104800.31309395,587249.041115234,2700,"W",50,2
"2006-04-11 11:00:00",82080.960567808,576198.594475282,2220,"S",50,2
"2009-01-01 10:30:00",229600.190335117,745149.962013332,1960,"N",30,3
"2012-01-17 13:30:00",170659.440203678,701769.916179099,1500,"S",50,2
"2005-03-12 13:00:00",202920.141256277,782600.123232403,2200,"NE",40,2
"2020-12-28 11:00:00",163107.714774958,789697.529763684,2286,"NE",50,2
"2021-02-06 04:00:00",180891.726622849,782890.586259006,1715,"SW",80,2
"2009-02-11 11:00:00",153150.384352356,780299.989826589,2920,"SE",100,3
"2019-12-15 11:00:00",180039.14717011,739889.984678593,2080,"N",50,2
"1996-04-14 12:40:00",189420.076648849,781099.990349491,2580,"NE",100,2
"2009-01-03 04:15:00",180700.39656272,663349.987435599,1730,"NW",20,2
"2004-01-26 00:00:00",181891.946662171,719121.951469586,2100,"SE",100,4
"2021-01-14 11:00:00",191552.940844338,785730.32624731,1526,"E",35,2
"2019-01-10 07:00:00",143417.687898776,605110.548233533,2150,"NE",30,2
"2010-04-05 09:00:00",192999.631507885,799360.277531039,2530,"S",40,2
"2019-11-18 07:05:00",164070.796411012,778518.408284868,2256,"NW",55,2
"2003-02-08 14:01:00",120899.232057212,643479.652116383,2100,"SE",50,4
"2010-01-22 13:30:00",129817.93450022,599245.986170505,2600,"SW",10,1
"2018-01-23 07:00:00",165169.334825505,791436.785520422,2311.8,"E",70,3
"2011-01-29 12:00:00",180700.39656272,663349.987435599,60,"NW",40,2
"2007-03-09 13:00:00",177399.751445686,761699.935200362,2660,"NE",50,4
"2022-02-03 11:00:00",158374.351139614,742760.709347555,2211,"E",40,3
"2012-02-12 11:50:00",119100.068147273,624854.52142855,2930,"N",30,2
"2013-02-13 13:10:00",98210.1661162723,599609.116080005,3200,"SW",100,2
"2017-12-09 11:00:00",99274.6363301174,563973.784540501,2094.2,"NW",80,3
"2016-01-14 07:00:00",189444.148878374,780498.161880556,2645.1,"SW",50,2
"2013-03-04 14:00:00",181999.70764384,677599.999124683,1700,"N",30,2
"2015-04-02 06:00:00",192900.244844407,782274.412970574,2251.2,"N",80,4
"2002-12-28 23:00:00",145104.444816517,783191.043797928,2900,"N",25,3
"2018-03-30 22:00:00",159124.789595232,791657.849888122,2261.9,"NE",30,2
"2015-04-09 06:00:00",181405.863037937,766584.711754226,2612.6,"NE",50,2
"2019-12-25 07:00:00",166648.288041217,799088.039720502,2487,"W",80,3
"2021-12-29 11:00:00",163261.090568573,729285.524859184,2440,"S",30,2
"2005-02-21 08:00:00",154486.340746026,780085.991327467,2935,"SE",100,3
"2013-02-16 16:30:00",156450.0556447,634624.963960638,2000,"SE",80,3
"2017-02-06 02:00:00",97075.6607117064,565123.874622858,2430.7,"NW",80,4
"2019-02-02 13:00:00",205484.403309253,791902.039051492,2262,"NE",20,2
"2022-02-05 11:00:00",177153.624322264,660848.147674056,1833,"NW",40,2
"2022-02-22 08:00:00",165525.156108171,734162.350692667,1276,"NW",20,1
"2009-03-10 00:00:00",199724.746279228,717999.996965222,1950,"W",50,3
"2018-04-25 12:00:00",165829.722818283,782351.395756528,2780,"NW",100,3
"2018-01-24 07:00:00",168583.489313459,756761.686479008,2400.3,"E",50,2
"2014-01-05 10:00:00",112483.44243112,587571.165872479,2025,"NW",60,2
"2005-02-03 14:00:00",156884.791168729,797603.337632313,2500,"SW",50,2
"2017-04-22 06:45:00",172514.399825692,600840.015692767,2080,"N",30,2
"2021-12-04 08:00:00",104393.106994393,586887.749801538,2493,"NW",25,1
"2015-01-18 01:00:00",175499.719272778,803000.30364328,2800,"SE",50,4
"2021-02-08 08:30:00",166038.651216081,791283.314234231,2670,"S",40,3
"2019-12-22 11:00:00",79688.3447822328,579297.371891042,2468,"NE",35,1
"2020-12-26 07:30:00",130983.784589265,581823.147794161,2742,"N",150,5
"2006-01-10 11:00:00",202900.113486371,764549.91265888,2200,"N",20,3
"2004-03-02 09:00:00",181955.635168005,784867.929118795,2600,"NE",10,2
"2006-04-04 11:00:00",181955.635168005,784867.929118795,2850,"N",40,3
"2021-01-14 11:00:00",198551.526548299,714448.973995771,2443,"NW",70,3
"1997-03-27 11:00:00",192750.342961681,782100.009292117,2410,"N",100,3
"2013-12-30 13:30:00",108639.544108316,592919.208154666,2900,"N",40,2
"2007-03-11 12:10:00",141049.694644721,608839.643416035,2700,"N",100,2
"2021-02-11 11:00:00",149145.779960052,676172.9149943,2500,"NE",40,2
"2013-03-31 09:25:00",113642.282156839,600894.969049753,2690,"N",45,1
"2021-12-02 19:00:00",135526.650082449,604413.530906319,2859,"SW",30,2
"2019-01-14 12:45:00",166164.744999309,734916.934796193,2148,"SW",40,3
"2005-02-24 13:00:00",177904.382962615,756921.001489403,2700,"NW",100,3
"2021-12-28 21:00:00",198650.103315517,714370.914629661,2401,"N",100,3
"2018-01-21 23:00:00",174278.231669443,798610.782304271,2418,"E",60,4
"2021-01-12 23:00:00",107734.092747311,564236.447917512,2328,"E",100,2
"2021-01-11 11:00:00",134970.466645889,603882.939383802,2753,"SW",50,3
"2022-02-04 09:30:00",197506.588888005,768509.599462987,1978,"E",120,3
"1998-04-18 09:25:00",201219.778378979,781550.111035489,2240,"NE",30,2
"2018-04-01 11:00:00",164699.896088512,824963.416386157,2600,"N",40,3
"2010-02-06 11:00:00",181955.635168005,784867.929118795,2180,"NE",50,3
"2013-02-03 14:45:00",121090.103773081,615979.526471866,2890,"SW",80,3
"2006-03-07 11:06:00",93599.4806378277,628179.371613512,3000,"N",70,3
"2021-01-27 16:00:00",95972.4668514052,623340.532870511,1641,"SE",30,2
"2017-04-21 09:00:00",178919.906141338,786179.922253621,2710,"N",40,2
"2019-03-12 06:30:00",205309.157670364,749602.840920264,2346,"NE",25,1
"2004-12-18 07:00:00",154486.340746026,780085.991327467,2400,"E",30,2
"2017-04-21 09:00:00",144149.994578985,626629.725732717,3160,"SE",30,2
"2016-01-14 07:30:00",189528.981885463,780876.483516375,2627.6,"E",70,3
"2018-03-31 08:30:00",149373.34480811,697100.871464407,2321.4,"N",50,3
"2021-01-10 11:00:00",177627.205615501,782261.917992413,2780,"NE",30,2
"2014-01-19 13:30:00",127099.76204206,596629.959914615,2700,"SW",10,2
"2011-02-18 14:00:00",158355.957191885,765754.940525339,2690,"NE",10,2
"2018-01-03 00:29:00",96020.8727727148,625434.914851478,2150,"E",20,2
"2018-01-22 07:00:00",103069.239553315,561730.483204842,2296.3,"SE",150,4
"2012-01-31 05:00:00",148749.428211008,663349.943717179,2100,"SW",150,2
"2021-12-13 10:30:00",135795.413937572,606598.570488393,2813,"S",40,3
"2005-01-25 10:30:00",105380.589814957,586739.097051146,2700,"W",50,3
"2021-02-05 14:35:00",160570.344349383,786090.959295305,2818,"SW",300,3
"2007-01-07 10:00:00",181955.635168005,784867.929118795,2550,"NE",60,2
"2017-03-10 07:00:00",192438.593075212,730735.904566655,2845,"SE",30,3
"2006-01-28 11:00:00",151869.669936514,684989.930013429,1440,"N",50,2
"2022-01-11 11:00:00",182867.445602534,756961.813256019,2300,"NE",20,2
"2015-02-02 14:10:00",104639.633441943,589269.115847121,2740,"NW",100,3
